"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Annotation"
"GPX8",0,0.720687187463006,0.266,0.03,0,"Fibroblasts"
"ATP5A1",0,0.71875448894442,0.375,0.099,0,"Fibroblasts"
"SELENBP1",0,0.718579927398572,0.339,0.072,0,"Fibroblasts"
"NEGR1",0,0.715649448816169,0.228,0.013,0,"Fibroblasts"
"PSMB5",0,0.713859236245435,0.523,0.238,0,"Fibroblasts"
"ARL4D",0,0.71225681246516,0.22,0.038,0,"Fibroblasts"
"RAMP2",0,0.712024267466179,0.462,0.098,0,"Fibroblasts"
"ATP5E",0,0.709109206058899,0.725,0.213,0,"Fibroblasts"
"FAM114A1",0,0.705369882765994,0.306,0.068,0,"Fibroblasts"
"PALM",0,0.70432273094923,0.229,0.013,0,"Fibroblasts"
"FCGRT",0,0.702288394280198,0.788,0.421,0,"Fibroblasts"
"ITGBL1",0,0.701104862029813,0.231,0.02,0,"Fibroblasts"
"SERPINH1",0,0.701006205957071,0.35,0.102,0,"Fibroblasts"
"CLTB",0,0.70086200044418,0.448,0.187,0,"Fibroblasts"
"C19orf60",0,0.700547812452215,0.317,0.069,0,"Fibroblasts"
"SESTD1",0,0.70023462626283,0.301,0.079,0,"Fibroblasts"
"BDH2",0,0.696168244224629,0.319,0.078,0,"Fibroblasts"
"TRIM47",0,0.696061116412107,0.243,0.038,0,"Fibroblasts"
"AK1",0,0.694689927733647,0.302,0.064,0,"Fibroblasts"
"ATP5J2",0,0.692249759270629,0.444,0.133,0,"Fibroblasts"
"FAM127A",0,0.691633587465503,0.288,0.053,0,"Fibroblasts"
"ABCA9",0,0.688802121893794,0.2,0.007,0,"Fibroblasts"
"SH3D19",0,0.686484521533048,0.247,0.028,0,"Fibroblasts"
"DPYSL3",0,0.685911574537494,0.283,0.058,0,"Fibroblasts"
"SPG20",0,0.684600606902868,0.25,0.034,0,"Fibroblasts"
"PROS1",0,0.683901087590758,0.288,0.06,0,"Fibroblasts"
"DIO3OS",0,0.681693725365066,0.216,0.015,0,"Fibroblasts"
"YBX3",0,0.681170233365708,0.627,0.315,0,"Fibroblasts"
"LGALS3",0,0.680963051932945,0.839,0.469,0,"Fibroblasts"
"CD99",0,0.679296956253886,0.856,0.612,0,"Fibroblasts"
"FKBP9",0,0.678582160439194,0.254,0.046,0,"Fibroblasts"
"LOXL1",0,0.677024993348485,0.224,0.034,0,"Fibroblasts"
"THY1",0,0.676896889793477,0.184,0.017,0,"Fibroblasts"
"AC090498.1",0,0.676694029575215,0.341,0.086,0,"Fibroblasts"
"NFIX",0,0.669882601482878,0.278,0.054,0,"Fibroblasts"
"THBS3",0,0.666471734541898,0.233,0.024,0,"Fibroblasts"
"CTD-3252C9.4",0,0.666415508519581,0.252,0.062,0,"Fibroblasts"
"MAP1A",0,0.661430778168861,0.242,0.032,0,"Fibroblasts"
"SEC62",0,0.659674851039843,0.819,0.529,0,"Fibroblasts"
"ARL2",0,0.659642815458992,0.52,0.238,0,"Fibroblasts"
"ABCA10",0,0.65955882615852,0.181,0.005,0,"Fibroblasts"
"ATP5F1",0,0.658239180498965,0.341,0.088,0,"Fibroblasts"
"CCDC102B",0,0.657077650174211,0.206,0.02,0,"Fibroblasts"
"ITGB1BP1",0,0.656902688290167,0.454,0.186,0,"Fibroblasts"
"JUNB",0,0.65681132044135,0.956,0.859,0,"Fibroblasts"
"FAIM2",0,0.655022338245721,0.192,0.006,0,"Fibroblasts"
"FEZ1",0,0.649851342589395,0.283,0.05,0,"Fibroblasts"
"PTGES",0,0.646856796824699,0.197,0.006,0,"Fibroblasts"
"TMED3",0,0.645612479178634,0.356,0.126,0,"Fibroblasts"
"NOX4",0,0.64536130076468,0.199,0.008,0,"Fibroblasts"
"RCN1",0,0.64119740864889,0.344,0.107,0,"Fibroblasts"
"FKBP7",0,0.639069509116402,0.246,0.038,0,"Fibroblasts"
"SEPW1",0,0.637450541251527,0.451,0.124,0,"Fibroblasts"
"FAM3C",0,0.637065745244092,0.354,0.124,0,"Fibroblasts"
"CTSL",0,0.637064650156544,0.638,0.286,0,"Fibroblasts"
"MFAP2",0,0.635899821126136,0.226,0.023,0,"Fibroblasts"
"CCDC53",0,0.635559246764936,0.237,0.032,0,"Fibroblasts"
"PHYHIP",0,0.633606981753696,0.18,0.007,0,"Fibroblasts"
"ECHDC2",0,0.631534211230498,0.305,0.086,0,"Fibroblasts"
"ADAMTSL4",0,0.627078742070611,0.218,0.035,0,"Fibroblasts"
"RP11-14N7.2",0,0.626540163914249,0.182,0.007,0,"Fibroblasts"
"DCLK1",0,0.623541068055877,0.201,0.01,0,"Fibroblasts"
"CKS1B",0,0.617582962697969,0.313,0.097,0,"Fibroblasts"
"MAOA",0,0.617077648947708,0.277,0.067,0,"Fibroblasts"
"LGALS1",0,0.616711894279259,0.974,0.759,0,"Fibroblasts"
"ATP5C1",0,0.615191061991348,0.344,0.098,0,"Fibroblasts"
"CSF1",0,0.612759080598235,0.211,0.029,0,"Fibroblasts"
"C11orf31",0,0.61191166982733,0.327,0.088,0,"Fibroblasts"
"PCYOX1",0,0.606537272166137,0.264,0.069,0,"Fibroblasts"
"A4GALT",0,0.606478983689123,0.25,0.05,0,"Fibroblasts"
"LY6E",0,0.605026963298947,0.715,0.383,0,"Fibroblasts"
"VCAN",0,0.604082156595533,0.551,0.166,0,"Fibroblasts"
"NEAT1",0,0.603254261286574,0.966,0.784,0,"Fibroblasts"
"RPLP0",0,0.601403601628368,0.98,0.891,0,"Fibroblasts"
"S1PR2",0,0.601270082109172,0.2,0.018,0,"Fibroblasts"
"INAFM1",0,0.597293680699998,0.225,0.048,0,"Fibroblasts"
"SLIT3",0,0.59581365100251,0.204,0.028,0,"Fibroblasts"
"CPXM2",0,0.592788002652653,0.222,0.031,0,"Fibroblasts"
"LTBP1",0,0.592039348609126,0.422,0.123,0,"Fibroblasts"
"SLC16A7",0,0.591963341072065,0.23,0.05,0,"Fibroblasts"
"FIGF",0,0.591751373673698,0.145,0.003,0,"Fibroblasts"
"MMP24-AS1",0,0.586257914412776,0.265,0.059,0,"Fibroblasts"
"COX7A1",0,0.582363634279489,0.527,0.196,0,"Fibroblasts"
"CDC42EP2",0,0.582205066935851,0.228,0.044,0,"Fibroblasts"
"TPBG",0,0.580020715584958,0.204,0.026,0,"Fibroblasts"
"GFRA1",0,0.578125391142967,0.181,0.006,0,"Fibroblasts"
"FAM180B",0,0.572926051351267,0.158,0.004,0,"Fibroblasts"
"COL16A1",0,0.569532987682754,0.177,0.019,0,"Fibroblasts"
"PLEKHA5",0,0.567628712738474,0.229,0.054,0,"Fibroblasts"
"MRGPRF",0,0.566157677888505,0.233,0.039,0,"Fibroblasts"
"SLC39A14",0,0.564611053873933,0.204,0.033,0,"Fibroblasts"
"RGMA",0,0.563245774292066,0.183,0.011,0,"Fibroblasts"
"ACKR4",0,0.561856842532759,0.176,0.011,0,"Fibroblasts"
"SPON1",0,0.558969368509686,0.192,0.021,0,"Fibroblasts"
"CBR3",0,0.558083705196972,0.201,0.03,0,"Fibroblasts"
"ATP5G2",0,0.555470457521601,0.503,0.168,0,"Fibroblasts"
"CNTFR",0,0.546506656010315,0.158,0.003,0,"Fibroblasts"
"GLT8D1",0,0.545765438231893,0.257,0.065,0,"Fibroblasts"
"CYB5A",0,0.54308120619116,0.506,0.189,0,"Fibroblasts"
"ABCC9",0,0.541996072046534,0.17,0.011,0,"Fibroblasts"
"EMILIN1",0,0.540072935165243,0.218,0.044,0,"Fibroblasts"
"LINC01420",0,0.539392579682899,0.266,0.068,0,"Fibroblasts"
"ADGRD1",0,0.537033330969454,0.174,0.011,0,"Fibroblasts"
"CCDC109B",0,0.535602762467139,0.214,0.034,0,"Fibroblasts"
"VTN",0,0.534714334692557,0.151,0.007,0,"Fibroblasts"
"AR",0,0.532371396414329,0.191,0.023,0,"Fibroblasts"
"BOC",0,0.529843355381775,0.168,0.007,0,"Fibroblasts"
"MARCH3",0,0.529163522627407,0.178,0.02,0,"Fibroblasts"
"GPNMB",0,0.527863088318462,0.624,0.22,0,"Fibroblasts"
"PVRL2",0,0.526674194436671,0.229,0.049,0,"Fibroblasts"
"ANKRD35",0,0.519578049001319,0.2,0.029,0,"Fibroblasts"
"IGF2",0,0.516986285381577,0.14,0.012,0,"Fibroblasts"
"ACKR3",0,0.516744946094192,0.164,0.023,0,"Fibroblasts"
"PRRX2",0,0.516061390451708,0.168,0.009,0,"Fibroblasts"
"PHLDB1",0,0.515104399256887,0.2,0.039,0,"Fibroblasts"
"PAMR1",0,0.506630381400466,0.142,0.004,0,"Fibroblasts"
"MAMDC2",0,0.505200466701677,0.175,0.025,0,"Fibroblasts"
"HSPB2",0,0.499832787509499,0.232,0.053,0,"Fibroblasts"
"C17orf58",0,0.496717957019403,0.155,0.019,0,"Fibroblasts"
"GPSM2",0,0.495579678594252,0.177,0.023,0,"Fibroblasts"
"NPDC1",0,0.495531525023756,0.335,0.1,0,"Fibroblasts"
"COL5A2",0,0.492125495635495,0.177,0.027,0,"Fibroblasts"
"APCDD1",0,0.489996099188864,0.152,0.01,0,"Fibroblasts"
"LPAR1",0,0.483326999447472,0.165,0.01,0,"Fibroblasts"
"SNX21",0,0.476671130962572,0.179,0.028,0,"Fibroblasts"
"FAM198A",0,0.476151537727308,0.151,0.007,0,"Fibroblasts"
"GGT5",0,0.473786313348554,0.167,0.024,0,"Fibroblasts"
"CLMP",0,0.472385846030481,0.159,0.011,0,"Fibroblasts"
"ST6GALNAC6",0,0.471701257484785,0.179,0.026,0,"Fibroblasts"
"HAS2",0,0.470890927777597,0.132,0.009,0,"Fibroblasts"
"ADAM33",0,0.469134788990975,0.144,0.009,0,"Fibroblasts"
"SPARCL1",0,0.464100627969899,0.959,0.34,0,"Fibroblasts"
"TCEAL7",0,0.463435986150643,0.158,0.018,0,"Fibroblasts"
"LYRM5",0,0.462432297650941,0.177,0.029,0,"Fibroblasts"
"BMP1",0,0.460943417295106,0.167,0.026,0,"Fibroblasts"
"LMO3",0,0.453598719330609,0.152,0.02,0,"Fibroblasts"
"BNC2",0,0.452713752481207,0.16,0.021,0,"Fibroblasts"
"NT5E",0,0.437350260122212,0.163,0.023,0,"Fibroblasts"
"MIR99AHG",0,0.431868537204651,0.156,0.021,0,"Fibroblasts"
"PDLIM1",0,0.429030435349715,0.549,0.234,0,"Fibroblasts"
"TMEM55A",0,0.42428172337044,0.153,0.018,0,"Fibroblasts"
"XPNPEP2",0,0.416834227307556,0.119,0.003,0,"Fibroblasts"
"CHEK2",0,0.414423692357625,0.139,0.014,0,"Fibroblasts"
"BGN",0,0.411948746917733,0.595,0.233,0,"Fibroblasts"
"SAMD11",0,0.411248705109892,0.114,0.006,0,"Fibroblasts"
"ANGPTL2",0,0.402919023343649,0.137,0.013,0,"Fibroblasts"
"LSAMP",0,0.39560626555286,0.117,0.006,0,"Fibroblasts"
"CHRD",0,0.38402392247491,0.116,0.007,0,"Fibroblasts"
"ADAMTSL3",0,0.383813844586242,0.12,0.009,0,"Fibroblasts"
"GALNT16",0,0.35827057550187,0.123,0.008,0,"Fibroblasts"
"ADAMTS5",0,0.357994754104274,0.1,0.004,0,"Fibroblasts"
"RP11-834C11.4",0,0.350962761611999,0.108,0.005,0,"Fibroblasts"
"CRYAB",0,0.27344332903426,0.681,0.217,0,"Fibroblasts"
"GPX1",0,0.265168774011015,0.561,0.162,0,"Fibroblasts"
"MSC",5.14973238232672e-308,0.459237665124201,0.151,0.02,1.01254038101308e-303,"Fibroblasts"
"RND3",2.58646949996081e-307,0.647418813700581,0.25,0.064,5.08551633082294e-303,"Fibroblasts"
"KLF4",1.70801337645706e-306,0.723204579285095,0.594,0.292,3.35829590078986e-302,"Fibroblasts"
"CH17-189H20.1",2.38277299328527e-306,0.439790870778256,0.162,0.024,4.68500825939751e-302,"Fibroblasts"
"SLC37A3",3.31813432789767e-306,0.435917078210522,0.172,0.028,6.52411571551239e-302,"Fibroblasts"
"IL6ST",6.97920344114233e-306,0.617626799949628,0.463,0.195,1.3722509805974e-301,"Fibroblasts"
"P3H3",1.21771183196159e-305,0.40108567065879,0.141,0.017,2.39426500400287e-301,"Fibroblasts"
"LAMP2",1.67173437960793e-305,0.712291395069375,0.475,0.217,3.28696413718511e-301,"Fibroblasts"
"MTCH1",2.15925197137683e-305,0.689779811716304,0.518,0.249,4.24552122612112e-301,"Fibroblasts"
"NFE2L2",3.10219904649024e-304,0.658250459512794,0.657,0.364,6.09954376520911e-300,"Fibroblasts"
"XBP1",1.12281738133601e-303,0.740684915398828,0.631,0.354,2.20768353518286e-299,"Fibroblasts"
"COPZ2",2.23586308670141e-302,0.441895291431362,0.18,0.032,4.39615400107231e-298,"Fibroblasts"
"OLFML2B",4.24845001205224e-302,0.566959280244515,0.226,0.054,8.35330241369712e-298,"Fibroblasts"
"IL6",7.69529264868053e-302,0.724502446359667,0.231,0.054,1.51304844058357e-297,"Fibroblasts"
"FLRT2",1.27583579831957e-301,0.356788035726717,0.105,0.007,2.50854834665594e-297,"Fibroblasts"
"PGRMC2",3.417521518352e-301,0.59036608185509,0.341,0.117,6.71953080938369e-297,"Fibroblasts"
"C16orf45",3.72902183778459e-301,0.484180938280132,0.2,0.041,7.33200273745205e-297,"Fibroblasts"
"ABHD14A",4.42184096443452e-301,0.537224817062851,0.268,0.074,8.69422370427115e-297,"Fibroblasts"
"TCF21",1.13402580844496e-300,0.36601215594174,0.134,0.015,2.22972154456448e-296,"Fibroblasts"
"ROBO3",1.25877865005344e-300,0.50768492117126,0.176,0.031,2.47501058173508e-296,"Fibroblasts"
"LAMA4",1.7113116547372e-300,0.464118158128273,0.191,0.037,3.36478097554428e-296,"Fibroblasts"
"SDC2",2.566331727402e-300,0.721568324266278,0.425,0.175,5.04592144241782e-296,"Fibroblasts"
"LINC00657",1.5094883698037e-299,0.516374884077912,0.224,0.05,2.96795603270804e-295,"Fibroblasts"
"TMBIM1",5.04380657646416e-298,0.664403139515298,0.441,0.19,9.91713249064383e-294,"Fibroblasts"
"MMP14",7.22108012731374e-298,0.647561200320073,0.266,0.077,1.41980877463243e-293,"Fibroblasts"
"RRBP1",1.18366740467655e-296,0.700910250945052,0.473,0.216,2.32732685107503e-292,"Fibroblasts"
"ECM2",8.36683039378881e-296,0.492458806641088,0.237,0.058,1.64508619202676e-291,"Fibroblasts"
"LINC00152",2.1318858204037e-295,0.527055172429264,0.217,0.048,4.19171390007776e-291,"Fibroblasts"
"ZCCHC24",3.68841103232436e-295,0.431075230462216,0.16,0.025,7.25215377175616e-291,"Fibroblasts"
"TCTN1",6.06425183739386e-295,0.453660041367129,0.176,0.032,1.19235319626838e-290,"Fibroblasts"
"C7orf55",3.0212195047343e-294,0.459328053788294,0.175,0.031,5.94032179020859e-290,"Fibroblasts"
"PRDX6",4.84671623510845e-293,0.699649827328339,0.68,0.412,9.52961346147024e-289,"Fibroblasts"
"HSPB8",8.18700221972205e-293,0.468265666251423,0.198,0.04,1.60972837644175e-288,"Fibroblasts"
"TJP2",1.10412328418172e-290,0.406548243487359,0.134,0.016,2.17092720135809e-286,"Fibroblasts"
"EIF1B",5.46096000555802e-290,0.821469603851497,0.589,0.327,1.07373395629282e-285,"Fibroblasts"
"NDRG1",7.87322105361496e-290,0.587670391573144,0.381,0.143,1.54803272356177e-285,"Fibroblasts"
"SNX3",1.73924150635961e-288,0.614616692430029,0.758,0.492,3.41969664980426e-284,"Fibroblasts"
"GINM1",5.942925725721e-287,0.628481251174955,0.397,0.162,1.16849805619126e-282,"Fibroblasts"
"NQO1",1.46454170330629e-285,0.463629128684378,0.174,0.031,2.87958189704082e-281,"Fibroblasts"
"KCNK15",4.18446195589116e-285,0.37682139948873,0.125,0.014,8.2274890976732e-281,"Fibroblasts"
"HSP90B1",2.54487626405547e-284,0.727979465316453,0.736,0.477,5.00373571038587e-280,"Fibroblasts"
"WIPI1",2.97845657713379e-284,0.539046638827466,0.239,0.064,5.85624132196045e-280,"Fibroblasts"
"PPIB",1.18425387657377e-283,0.661246386253453,0.762,0.514,2.32847997211935e-279,"Fibroblasts"
"SH3BP5",2.22866325658141e-283,0.657939107529451,0.427,0.183,4.38199769509037e-279,"Fibroblasts"
"C17orf89",3.29575569146799e-282,0.480578050813651,0.212,0.048,6.48011484056436e-278,"Fibroblasts"
"AHNAK2",1.62620457367171e-281,0.429835656662644,0.15,0.023,3.19744343275331e-277,"Fibroblasts"
"CCL2",4.46912625435537e-280,0.923525037381514,0.364,0.133,8.78719604131353e-276,"Fibroblasts"
"PSAP",2.89929826034859e-279,0.263640518732057,0.928,0.648,5.7006002394974e-275,"Fibroblasts"
"BTG2",7.19135443701825e-279,0.70369091835056,0.795,0.527,1.41396410940653e-274,"Fibroblasts"
"C5orf15",2.51553004594274e-278,0.569418257700683,0.301,0.1,4.94603517633261e-274,"Fibroblasts"
"AAMDC",3.69660556289798e-278,0.603470229334264,0.377,0.148,7.26826585777001e-274,"Fibroblasts"
"RHOB",4.66875487191394e-278,0.487219751857984,0.714,0.4,9.17970582915719e-274,"Fibroblasts"
"SMAD3",9.32947986660106e-278,0.430390409005658,0.172,0.032,1.8343623313711e-273,"Fibroblasts"
"CKAP4",1.58433001394893e-277,0.496519405888817,0.215,0.052,3.11510967342638e-273,"Fibroblasts"
"CCDC71L",1.86134867271814e-277,0.495911854877443,0.155,0.025,3.65978376029841e-273,"Fibroblasts"
"EGFR",1.64426836399332e-276,0.430382668261108,0.147,0.023,3.23296045728367e-272,"Fibroblasts"
"KDELR3",3.35148949605816e-276,0.418193949327039,0.163,0.028,6.58969864714956e-272,"Fibroblasts"
"LAMB2",3.36482702010579e-275,0.587830999980444,0.263,0.078,6.615922886932e-271,"Fibroblasts"
"SLC43A3",1.84143682958579e-274,0.571897123008575,0.264,0.081,3.62063309433157e-270,"Fibroblasts"
"TMEM237",3.68605442949664e-274,0.417286135750931,0.171,0.032,7.24752021927628e-270,"Fibroblasts"
"CDKN1C",4.01871735686107e-274,0.503127009751864,0.203,0.047,7.90160206706023e-270,"Fibroblasts"
"PHLDB2",1.43004773995997e-273,0.462412774228265,0.175,0.033,2.81175986630929e-269,"Fibroblasts"
"IL33",2.76647693157296e-273,0.47528742674857,0.295,0.091,5.43944694285875e-269,"Fibroblasts"
"SGCB",3.16780407663082e-273,0.481800039529044,0.233,0.061,6.22853637547151e-269,"Fibroblasts"
"SQSTM1",1.15106439953636e-272,0.649186647631047,0.705,0.437,2.2632228223684e-268,"Fibroblasts"
"ESD",1.87451026663882e-271,0.601669535051929,0.632,0.356,3.68566208626525e-267,"Fibroblasts"
"PDIA4",1.73010542526808e-270,0.634286468881419,0.371,0.15,3.40173328716209e-266,"Fibroblasts"
"ADM",3.47785519595126e-270,1.1086339786823,0.332,0.125,6.83815888627937e-266,"Fibroblasts"
"CRABP2",5.0949800597956e-270,0.406451805427256,0.134,0.018,1.00177497935701e-265,"Fibroblasts"
"HIC1",1.66446936874347e-269,0.374915471390452,0.129,0.016,3.27267967282341e-265,"Fibroblasts"
"C8orf4",1.96484385572579e-268,0.443250990316186,0.153,0.025,3.86327598912805e-264,"Fibroblasts"
"CHID1",4.63010882221967e-268,0.608205920993989,0.33,0.123,9.10371996624832e-264,"Fibroblasts"
"HOXB5",1.54648621984525e-266,0.342537600256106,0.127,0.016,3.04070120545973e-262,"Fibroblasts"
"RAB32",1.12610938490171e-265,0.662778210720542,0.37,0.152,2.21415627259374e-261,"Fibroblasts"
"AKR1C2",1.5393265426464e-265,0.330025004464759,0.119,0.014,3.02662384815135e-261,"Fibroblasts"
"NPR1",6.20065984353093e-264,0.450481464753308,0.192,0.043,1.21917373843505e-259,"Fibroblasts"
"STXBP6",1.02063941783018e-263,0.363930301527594,0.142,0.021,2.0067812233377e-259,"Fibroblasts"
"PTGIR",2.08171237711027e-263,0.557889946758793,0.186,0.041,4.09306287587422e-259,"Fibroblasts"
"EMP3",1.37470435261366e-262,0.654806583815553,0.805,0.547,2.70294369810898e-258,"Fibroblasts"
"C11orf73",6.25535711675762e-262,0.444532300386624,0.197,0.044,1.22992831629688e-257,"Fibroblasts"
"GULP1",1.30931196287958e-261,0.461446871973338,0.213,0.053,2.57436918141383e-257,"Fibroblasts"
"FERMT2",4.387504958706e-261,0.486136257773952,0.327,0.113,8.62671224980774e-257,"Fibroblasts"
"PDLIM3",7.47004685453921e-261,0.376724358805513,0.439,0.173,1.4687606125395e-256,"Fibroblasts"
"CREB5",7.34472352985925e-260,0.656238794846891,0.289,0.097,1.44411954044093e-255,"Fibroblasts"
"WEE1",1.77090394970133e-258,0.479871329350707,0.207,0.05,3.48195134590275e-254,"Fibroblasts"
"ANXA4",5.64389316344458e-258,0.613407086992272,0.422,0.191,1.10970227379647e-253,"Fibroblasts"
"TMEM165",5.7639178956634e-258,0.651956594090347,0.423,0.191,1.13330153664534e-253,"Fibroblasts"
"BST1",6.5049985996095e-258,0.483114960351015,0.194,0.046,1.27901282465522e-253,"Fibroblasts"
"MAP1LC3A",1.19656178087008e-257,0.553737320208136,0.308,0.107,2.35267977354675e-253,"Fibroblasts"
"GAS7",9.98739214554809e-257,0.519430481970793,0.217,0.058,1.96372104365767e-252,"Fibroblasts"
"FBXO17",4.20623502970241e-256,0.341310509373559,0.123,0.016,8.27029931540088e-252,"Fibroblasts"
"HSD3B7",1.3184078507839e-254,0.495701998310799,0.172,0.037,2.59225351621131e-250,"Fibroblasts"
"CARHSP1",4.78017565972304e-254,0.575833698865032,0.394,0.166,9.39878138214744e-250,"Fibroblasts"
"STRA13",4.8784747296667e-254,0.475354797045166,0.203,0.049,9.59205701347066e-250,"Fibroblasts"
"GPX4",3.69396525848344e-253,0.55080593247223,0.843,0.584,7.26307449123013e-249,"Fibroblasts"
"VMP1",5.25515220409537e-252,0.735453941429177,0.601,0.342,1.03326802636923e-247,"Fibroblasts"
"FAM195B",2.33586116448977e-251,0.453998533693968,0.218,0.056,4.59277022161978e-247,"Fibroblasts"
"NFATC4",3.50026266687383e-251,0.320043612720864,0.106,0.011,6.88221645560733e-247,"Fibroblasts"
"CHI3L2",5.28998772375497e-251,0.71753645376479,0.12,0.015,1.0401173862447e-246,"Fibroblasts"
"AK3",1.02322394825064e-250,0.517675252371709,0.304,0.108,2.01186292705041e-246,"Fibroblasts"
"RAC1",3.91962068751078e-250,0.501627535493159,0.719,0.429,7.7067581957837e-246,"Fibroblasts"
"TMEM261",4.63936573371358e-250,0.435085621451751,0.191,0.044,9.12192090562765e-246,"Fibroblasts"
"CYB5R3",5.32602944966669e-250,0.509164177477289,0.542,0.274,1.04720391039346e-245,"Fibroblasts"
"GADD45B",2.13593758513189e-248,0.870524766250984,0.823,0.65,4.19968047988632e-244,"Fibroblasts"
"TMOD1",2.91156033539834e-248,0.473324862516287,0.196,0.047,5.72470993146022e-244,"Fibroblasts"
"COL5A1",5.86787171077478e-248,0.366353240244091,0.125,0.017,1.15374093577254e-243,"Fibroblasts"
"LINC00116",2.50140198926313e-247,0.425930018702485,0.187,0.042,4.91825659128917e-243,"Fibroblasts"
"KDELC2",3.16346152730815e-246,0.396663836596682,0.157,0.03,6.21999805499329e-242,"Fibroblasts"
"LTBP3",6.66332699516484e-246,0.517664101593033,0.222,0.061,1.31014335378931e-241,"Fibroblasts"
"ADAMTS2",1.08059360431343e-245,0.327633180262987,0.109,0.012,2.12466314480107e-241,"Fibroblasts"
"ASPH",1.11433496625876e-245,0.593318614612145,0.34,0.136,2.19100541065798e-241,"Fibroblasts"
"MLLT11",5.73442703816658e-245,0.554604097737767,0.162,0.033,1.12750304424431e-240,"Fibroblasts"
"TCEAL4",1.18255113982033e-244,0.387486510937242,0.6,0.322,2.32513205111472e-240,"Fibroblasts"
"VGLL3",1.27203323816333e-244,0.366057235291978,0.134,0.021,2.50107175287674e-240,"Fibroblasts"
"ANGPTL4",1.38886272266913e-244,0.482341397463499,0.173,0.037,2.73078188531203e-240,"Fibroblasts"
"NAV1",3.73590952448798e-244,0.472530148130868,0.193,0.048,7.34554530704826e-240,"Fibroblasts"
"FOSL1",4.42207944496104e-244,0.455567187441693,0.165,0.034,8.6946926046824e-240,"Fibroblasts"
"LRRC16A",8.96432487270822e-244,0.389293713477585,0.108,0.012,1.76256555647189e-239,"Fibroblasts"
"NTM",1.61650984600615e-243,0.300728139877579,0.1,0.009,3.17838165921729e-239,"Fibroblasts"
"S100A16",5.60193921451899e-243,0.498807198215067,0.346,0.13,1.10145328835872e-238,"Fibroblasts"
"BLVRB",1.83607568056101e-242,0.506591297661633,0.582,0.309,3.61009200311906e-238,"Fibroblasts"
"VAT1",1.8647170345212e-242,0.548267403885919,0.299,0.109,3.66640663327559e-238,"Fibroblasts"
"SMARCE1",1.99099403805767e-242,0.507927276872979,0.283,0.096,3.91469247762899e-238,"Fibroblasts"
"TRIOBP",3.21724446520219e-242,0.487745548550543,0.238,0.071,6.32574606748054e-238,"Fibroblasts"
"RECK",3.4037741373142e-241,0.382520646380371,0.158,0.031,6.69250070878718e-237,"Fibroblasts"
"IER3",3.5788326660643e-241,0.68935470417819,0.616,0.351,7.03670078801562e-237,"Fibroblasts"
"EGR1",5.37890709882372e-241,0.419917050064679,0.677,0.372,1.05760071377072e-236,"Fibroblasts"
"CALHM2",4.50981678586934e-240,0.483375144803094,0.243,0.074,8.86720176437629e-236,"Fibroblasts"
"MEIS1",6.44816333759136e-240,0.347333328211991,0.128,0.019,1.26783787543721e-235,"Fibroblasts"
"SRM",7.62839629326665e-239,0.521968388986834,0.254,0.081,1.49989527918209e-234,"Fibroblasts"
"PGM3",1.6410953982334e-238,0.438559046022868,0.168,0.037,3.22672177200652e-234,"Fibroblasts"
"AP3S1",1.0926905591799e-235,0.614115370724786,0.533,0.29,2.14844817745951e-231,"Fibroblasts"
"PRDX1",1.38895158310706e-235,0.511295408536983,0.811,0.548,2.7309566027051e-231,"Fibroblasts"
"PRSS23",3.65490198824582e-235,0.599165133490188,0.339,0.129,7.18626828928894e-231,"Fibroblasts"
"EMP2",5.04963449013554e-231,0.405122409499862,0.41,0.181,9.9285913345045e-227,"Fibroblasts"
"PHYHD1",8.30439531280521e-231,0.409386324462422,0.171,0.039,1.63281020640376e-226,"Fibroblasts"
"SERF2",3.96248971000351e-230,0.40343906622754,0.977,0.896,7.79104726780889e-226,"Fibroblasts"
"SELT",1.15744306487149e-229,0.455314497536633,0.301,0.103,2.27576455415033e-225,"Fibroblasts"
"RBMS1",2.3288570647508e-229,0.582642615117727,0.45,0.22,4.57899876071301e-225,"Fibroblasts"
"MPST",5.63263949326731e-229,0.554247679962671,0.316,0.125,1.10748957716622e-224,"Fibroblasts"
"PHLDA3",1.37686656282312e-228,0.462153937719037,0.193,0.05,2.70719503582282e-224,"Fibroblasts"
"DSEL",1.85095506913456e-228,0.380695229206951,0.144,0.027,3.63934785693238e-224,"Fibroblasts"
"PXDC1",2.4601890192401e-228,0.474212338387337,0.214,0.061,4.83722364962988e-224,"Fibroblasts"
"SMPD1",1.33998996846925e-227,0.427123436075889,0.212,0.059,2.63468827600425e-223,"Fibroblasts"
"FAM127B",4.57178943558941e-227,0.390077986667736,0.162,0.034,8.9890523882559e-223,"Fibroblasts"
"MAN1C1",6.89065574293947e-227,0.294319907931393,0.103,0.012,1.35484073217676e-222,"Fibroblasts"
"HP",1.50669973268638e-226,0.655552697832551,0.13,0.022,2.96247301440797e-222,"Fibroblasts"
"MESDC1",1.55266304661848e-226,0.3750753671521,0.153,0.031,3.05284608226125e-222,"Fibroblasts"
"WDR45",4.05036080501872e-226,0.502905141200545,0.332,0.133,7.96381941482781e-222,"Fibroblasts"
"PLEKHA4",1.4966533891328e-225,0.40074692769306,0.163,0.036,2.94271989371291e-221,"Fibroblasts"
