ID,1032245.N,1039868.N,1042353.N,1042745.N,1043773.N,1045386.N,1045549.N,1046191.N,1046287.N,1046349.N,1046499.N,1047291.N,1047831.N,1047912.N,1048720.N,1049983.N,1050700.N,1051316.N,1054390.N,1056166.N,272577.N,451368.N,477022.N,515975.N,522638.N,548142.N,649867.N,685749.N,843725.N,99272.N,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr6:158267234-158314268,5,2,2,0,7,4,6,2,0,6,5,8,9,6,0,0,2,0,3,2,2,7,0,4,0,4,0,0,0,0,0,2,2,0,5,4,3,3,0,0,11,6,9,6,0,0,6,0,2,4,0,5,5,5,8,4,0,0,2,0,8,3,6,0,7,3,3,4,0,6,6,6,5,6,0,0,10,0,2,3,6,4,2,5,0,0,0,0,2,2
chr3:31576396-31580096,13,15,12,7,15,29,17,18,12,19,13,13,18,17,6,16,13,15,9,9,12,9,20,20,17,29,20,12,10,23,12,16,14,11,15,28,14,20,10,37,24,14,19,30,13,9,11,13,8,9,10,16,23,15,20,17,20,9,17,9,24,6,13,18,12,9,9,11,8,14,11,16,8,17,6,7,19,9,8,8,13,17,12,7,19,9,7,9,3,9
chr2:45546317-45562756,2,6,0,0,3,0,3,0,2,3,2,0,2,0,0,3,0,2,3,0,2,0,2,2,0,0,4,0,2,3,0,0,0,0,2,0,2,0,2,0,5,0,2,0,0,0,0,0,2,0,3,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
chr10:126970702-127061776,0,3,3,2,5,5,3,6,4,3,3,0,0,4,0,4,0,2,5,3,0,9,6,4,2,3,3,0,2,0,2,3,3,0,3,4,0,6,2,4,4,0,0,3,2,0,3,0,7,0,0,0,0,2,6,0,0,2,5,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,2,0,0,2,4,0
chr7:22291175-22340886,2,0,0,2,0,0,2,2,0,3,0,0,2,2,0,2,0,0,0,4,0,0,2,2,3,2,2,0,2,3,0,0,0,0,0,0,2,0,2,0,4,0,3,3,2,2,3,0,4,5,0,0,0,3,0,0,3,2,2,4,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
chr1:66958059-66963160,3,2,5,0,6,5,12,3,3,2,5,7,10,3,2,4,5,0,3,4,3,5,10,3,4,4,4,3,3,7,3,4,3,4,3,2,2,7,3,10,6,3,3,4,7,3,5,6,2,4,2,3,0,4,12,3,2,3,5,2,4,3,0,3,0,0,4,3,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0
chr8:67105905-67116122,0,3,0,4,3,3,11,3,7,2,9,0,5,2,2,6,4,4,6,2,3,3,6,0,4,7,3,3,2,3,3,7,2,3,2,7,6,2,5,3,7,6,4,4,0,8,4,0,4,2,6,5,8,3,3,4,7,2,2,4,0,0,4,0,2,5,3,4,5,0,2,0,0,7,2,0,2,0,10,5,0,0,0,0,4,0,0,9,4,5
chr8:22196680-22197420,5,0,0,0,3,2,0,2,0,0,4,0,6,0,8,0,0,3,2,0,3,3,0,0,3,2,4,3,2,5,0,0,0,2,0,7,3,6,0,2,3,0,2,0,2,2,0,0,2,0,7,4,0,2,0,3,2,0,0,0,2,0,0,0,0,0,2,2,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,5,2,2,0,3,5,0
chr6:154787861-154792976,5,0,2,3,4,4,2,0,2,3,2,5,6,2,0,6,0,2,6,2,3,3,6,0,0,5,3,2,0,3,0,5,0,0,3,7,7,3,4,0,6,0,2,8,0,0,3,0,6,3,2,2,5,0,2,0,0,7,2,0,0,0,2,0,0,3,0,2,4,0,0,3,0,0,3,0,3,2,0,4,0,0,0,0,4,2,4,2,0,3
chr11:130109429-130110661,4,2,0,0,3,2,8,0,4,0,3,2,0,2,0,2,2,0,0,0,0,3,2,0,3,6,2,4,0,3,4,0,3,0,0,2,0,3,2,0,4,0,3,4,0,0,0,3,3,0,0,3,6,0,0,0,8,2,0,0,0,0,0,4,3,2,2,2,2,4,3,3,5,3,2,2,3,0,0,0,0,0,0,0,0,3,2,3,0,0
chr17:3705081-3705645,0,6,0,0,5,5,5,0,0,0,6,2,5,3,0,2,3,4,11,3,0,6,4,0,3,0,0,5,3,5,0,2,3,0,2,3,3,7,3,0,3,4,2,7,4,3,4,3,11,5,3,0,2,2,0,2,0,3,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,0,0,0
chr5:180261684-180280608,5,5,6,2,9,9,6,3,2,2,2,9,8,5,2,8,5,3,11,2,9,3,6,4,5,9,4,8,6,0,6,7,6,6,9,7,7,11,9,6,9,8,5,12,4,0,2,3,8,8,4,4,7,6,12,8,6,4,8,0,2,3,2,9,14,5,3,3,3,2,3,8,6,12,4,3,10,3,3,5,3,3,10,5,10,3,3,8,10,6
chr16:19616114-19647882,5,3,6,4,10,8,5,2,4,4,6,0,6,2,3,4,3,4,4,5,5,0,2,4,3,7,5,3,0,7,4,4,8,2,6,8,3,0,5,3,3,3,3,6,4,5,4,2,4,4,6,0,4,2,4,6,0,2,4,3,4,3,0,2,0,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,3,2,0,2,2,0,0
chr1:167966629-167975015,2,12,4,0,5,4,5,0,2,0,3,5,0,5,0,2,3,0,3,3,2,2,3,3,4,3,3,7,0,3,0,2,0,0,0,3,5,2,9,0,2,5,6,3,0,0,4,0,0,0,0,4,2,3,3,4,4,2,2,5,0,0,0,2,2,0,2,0,2,0,0,3,6,0,0,0,4,0,4,0,0,0,0,0,0,2,2,4,0,0
chr2:164692221-164695836,4,0,0,2,2,3,6,0,2,3,2,3,2,3,0,4,2,2,3,5,3,2,3,0,5,0,2,2,0,4,2,4,0,3,5,5,2,3,2,4,5,0,3,5,2,0,2,0,5,0,2,5,6,2,3,2,6,0,4,2,3,0,2,5,5,0,0,0,5,2,4,0,2,0,0,0,4,0,6,2,5,2,0,0,0,0,2,0,2,0
chr5:52861447-52865817,0,4,2,3,0,4,3,2,3,0,3,0,3,5,6,2,2,0,4,0,0,2,3,0,4,0,2,6,2,3,0,0,0,0,0,0,7,4,0,2,3,6,0,4,0,0,0,2,2,2,5,0,3,0,6,2,2,3,3,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2
chrX:2953143-2955537,0,6,0,0,3,6,0,2,0,0,5,2,0,4,0,2,2,2,0,2,0,3,4,3,2,5,4,2,3,5,0,2,0,2,3,4,4,0,0,0,4,0,0,4,0,2,0,0,0,0,2,0,0,2,0,2,5,0,4,2,3,0,5,0,3,2,0,0,0,0,0,4,3,3,0,0,2,4,2,0,0,0,7,4,2,6,3,4,2,0
chr7:137901354-137916012,0,0,2,3,2,6,2,0,0,0,2,2,4,3,0,3,0,4,0,2,2,3,0,2,0,4,3,3,0,0,0,0,0,7,2,4,3,2,0,0,3,5,0,4,2,0,2,0,0,2,7,2,2,0,2,0,3,5,2,2,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,0,3,0,3,2,0,0,0,2,0,0,2,0,0,0
chr19:50398851-50399484,6,7,4,3,2,9,6,3,6,2,5,4,6,3,0,5,3,6,6,5,0,5,6,0,3,4,6,5,3,11,10,6,7,4,2,7,5,9,2,7,7,8,3,11,3,7,0,2,7,2,4,6,8,6,2,4,10,7,4,4,9,0,7,11,10,5,4,0,5,7,12,7,3,13,2,3,12,6,5,5,2,6,6,4,7,16,5,22,0,10
chr13:49168613-49178654,3,7,0,3,0,4,4,3,3,0,3,2,2,0,0,0,3,0,2,2,0,2,3,2,2,3,2,2,4,0,2,4,3,0,0,4,3,2,0,2,3,4,3,3,0,0,2,3,0,3,0,3,8,0,3,0,6,7,5,4,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0
chr10:94245946-94246621,6,14,10,12,7,13,14,12,18,17,9,14,8,7,2,8,7,4,16,6,6,7,15,9,12,14,7,10,6,14,8,11,7,13,13,15,16,14,4,17,9,5,13,12,7,3,6,0,9,6,7,7,20,13,10,9,23,8,6,15,7,0,2,0,4,6,0,2,5,6,5,14,3,5,0,4,4,3,3,4,4,15,4,3,2,0,2,3,5,4
chr18:75285448-75288648,0,3,3,2,2,0,0,4,2,2,5,3,2,0,0,3,3,3,0,5,3,0,5,0,3,4,2,0,3,4,0,4,3,3,0,6,0,4,2,2,4,0,4,4,0,2,2,0,5,4,0,3,2,2,0,3,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
chr17:39708321-39710481,9,16,12,9,12,9,18,15,9,4,6,16,11,10,2,8,6,3,12,10,10,3,11,13,6,15,6,7,6,7,7,10,7,6,4,8,17,8,8,7,13,6,11,7,5,6,2,5,18,4,9,0,14,5,7,9,6,4,8,10,10,4,5,5,11,12,5,6,6,8,13,15,13,29,7,5,3,7,11,2,6,11,6,2,7,6,11,8,2,8
chr1:26729651-26732792,31,32,22,18,36,40,39,21,37,17,40,35,18,25,19,34,23,31,43,21,16,19,34,20,27,35,32,34,25,42,30,23,25,15,23,40,41,30,38,29,39,26,27,35,17,23,17,27,35,17,24,22,32,21,35,25,38,27,27,21,40,11,11,15,18,21,14,16,33,22,30,15,19,39,19,12,33,20,17,12,5,21,9,17,21,20,21,28,14,21
chr8:100259107-100264785,0,0,4,2,3,4,0,2,0,0,3,3,0,2,0,6,0,0,4,0,0,2,4,0,2,4,6,3,0,2,2,0,3,0,5,0,5,0,2,0,2,3,0,2,0,3,3,0,2,0,0,0,0,3,2,0,0,2,2,4,3,0,4,0,3,0,0,0,3,2,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,2
chr1:112653598-112659779,7,0,2,0,9,0,0,0,4,4,2,7,6,4,0,4,5,3,8,9,3,0,10,8,0,8,5,5,4,10,4,7,0,3,11,8,5,0,4,6,9,5,0,8,5,6,6,0,3,0,4,4,0,4,7,2,3,0,0,2,2,0,0,2,7,0,0,2,2,5,2,2,0,0,3,3,0,2,5,0,0,0,2,0,0,5,2,0,0,4
chr14:88574693-88578140,3,2,2,0,4,10,5,5,3,4,2,4,3,3,0,0,0,0,4,3,5,2,6,2,5,3,6,2,2,4,6,3,5,0,3,5,6,2,0,2,6,5,2,7,2,0,3,0,3,0,3,0,2,0,2,2,6,2,5,4,2,4,0,0,0,4,0,0,2,0,4,3,0,2,2,0,4,0,2,2,2,0,0,0,0,0,0,4,0,2
chr14:50150008-50150230,3,2,0,0,3,6,4,0,3,3,4,13,4,0,3,4,2,3,0,3,0,6,5,5,2,2,5,4,2,0,5,0,0,3,2,5,5,2,6,4,9,3,6,2,0,3,3,0,2,3,5,4,6,2,0,2,0,3,3,0,2,2,0,2,7,0,0,0,2,0,0,0,0,0,0,2,0,5,2,3,0,0,0,4,2,5,0,0,5,0
chr6:79042843-79060818,0,3,2,2,4,8,7,6,5,5,3,5,0,5,0,5,5,6,7,7,5,4,6,3,4,9,2,7,4,4,3,5,4,0,6,13,10,7,4,3,7,4,5,14,4,3,4,5,2,3,0,3,10,0,9,6,7,13,6,3,4,5,0,15,5,9,3,2,3,2,3,9,4,9,5,4,16,4,6,0,2,0,2,0,8,0,0,3,2,5
chr6:136151160-136155758,0,0,2,2,2,3,0,2,4,0,2,0,0,0,6,0,5,0,0,3,2,2,0,3,0,3,0,2,0,0,0,0,2,3,2,2,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0
chr10:93381219-93389154,2,4,0,0,0,6,0,4,0,0,7,7,2,4,2,2,3,4,0,3,3,3,4,5,4,3,8,4,0,10,7,4,3,5,2,3,6,2,4,3,8,4,3,2,0,0,6,6,4,0,4,3,2,0,6,6,2,2,6,3,5,3,0,0,6,5,3,0,5,4,0,3,2,2,0,4,0,3,2,2,0,4,0,0,3,3,4,0,3,2
chr4:102304317-102315830,17,22,9,19,17,37,14,8,16,19,9,20,27,21,3,22,18,14,21,17,16,8,15,8,15,13,25,10,16,17,24,17,11,12,21,50,17,10,13,37,32,27,25,27,21,15,18,18,18,11,18,8,25,10,31,17,31,15,18,16,10,21,5,0,16,25,4,8,18,9,0,30,7,0,7,0,6,0,15,6,3,5,9,0,7,3,13,13,6,17
chr5:50750151-50763242,0,4,0,0,4,3,5,2,2,0,4,7,0,5,0,0,5,7,5,0,3,4,2,2,4,4,3,3,9,0,6,0,0,0,2,2,7,2,3,0,5,6,2,6,4,3,3,6,3,0,5,3,2,3,11,4,7,3,0,0,6,0,5,2,4,2,0,0,3,2,0,0,2,3,0,0,3,5,0,2,0,0,2,0,3,3,0,2,2,0
chr8:100287501-100288267,0,3,0,2,5,4,2,2,0,2,2,0,3,4,0,0,0,2,3,0,0,0,5,4,0,2,3,0,0,5,0,3,2,3,3,3,3,3,5,0,3,2,6,5,2,3,0,0,3,2,4,3,0,0,2,3,3,0,3,0,3,0,0,0,5,0,0,0,2,0,0,0,0,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,5,2
chr7:92294889-92319512,0,2,3,0,2,4,4,2,3,2,0,2,2,4,0,2,0,3,0,2,2,0,0,3,0,2,2,2,0,2,0,0,0,0,0,0,2,0,0,0,6,2,0,2,0,3,2,0,2,2,0,0,2,0,2,2,0,3,0,2,0,0,3,3,8,0,2,0,0,0,4,0,2,4,2,0,0,0,0,0,0,0,0,0,0,2,2,4,0,5
chr20:35653528-35659014,7,8,2,0,5,8,5,5,7,0,4,7,12,7,4,6,5,5,2,0,7,3,3,3,9,7,6,4,5,5,2,5,0,7,3,6,4,6,6,3,5,8,5,12,0,3,3,3,5,3,10,0,8,0,4,11,6,10,6,4,5,6,6,6,7,2,2,7,4,2,4,8,12,33,8,3,11,2,6,6,9,3,7,4,6,2,10,12,12,9
chr1:13731000-13749487,0,2,0,2,0,4,5,0,3,0,6,0,0,3,3,2,0,4,3,0,0,0,3,2,2,7,0,2,3,4,0,0,0,2,3,2,3,0,0,5,3,0,5,8,3,2,3,0,2,0,0,0,2,0,3,2,4,5,3,0,2,0,4,0,0,0,0,0,0,0,2,0,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,4,2
chr1:45566569-45567020,6,2,0,2,0,3,3,8,0,2,4,2,0,3,0,0,0,3,3,2,0,4,4,3,0,6,0,0,2,10,0,2,0,0,0,4,4,3,2,2,4,0,0,2,3,2,2,0,7,0,2,0,5,0,3,4,5,0,5,2,0,6,0,0,2,0,0,6,6,0,0,8,4,8,2,0,3,0,2,7,0,2,2,2,2,6,0,5,3,3
chr2:159169250-159170805,0,4,2,0,3,0,7,3,0,0,0,5,0,2,0,4,3,5,0,4,0,3,0,0,3,4,9,2,0,2,5,3,0,0,0,3,3,2,4,3,5,5,4,3,0,0,0,0,3,0,0,3,4,0,3,3,0,0,4,2,6,0,2,2,2,0,0,0,0,0,3,5,0,3,2,0,5,2,0,2,0,0,0,0,2,3,3,4,0,3
chrX:37386599-37426000,5,0,0,2,3,2,3,0,3,0,3,4,0,3,0,0,3,3,2,0,3,0,0,2,3,2,0,0,0,4,6,2,0,0,2,3,4,2,2,0,6,0,0,0,2,0,2,0,5,0,2,0,0,0,6,3,8,0,0,5,0,2,3,0,2,3,0,2,5,0,0,0,2,0,0,2,0,2,4,0,0,0,2,0,6,0,0,0,0,0
chr16:30728966-30729572,6,18,6,8,17,8,25,18,7,7,15,18,9,10,10,12,17,13,24,17,7,16,21,8,7,16,19,14,11,25,15,12,4,11,13,29,16,23,17,10,16,16,10,23,19,10,12,8,17,11,10,11,22,6,15,17,10,16,15,16,16,12,9,4,15,14,7,8,9,4,11,16,7,14,10,6,23,6,12,4,16,15,15,6,7,14,5,21,12,5
chr21:39218152-39218660,0,0,0,2,3,0,0,2,2,2,0,2,4,0,0,2,2,4,0,3,0,0,4,2,2,0,3,0,3,0,0,0,0,0,2,4,2,0,3,3,0,2,2,0,2,0,0,0,3,0,0,0,3,2,0,2,0,2,2,3,0,0,0,0,5,0,0,0,0,2,0,2,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,2,2,0
chr19:45263113-45263367,9,5,5,3,4,7,8,3,0,4,7,7,4,7,8,3,5,4,6,0,3,8,5,5,6,5,8,5,0,10,6,4,2,4,4,7,8,5,5,5,7,9,4,13,4,7,0,3,7,5,11,7,4,0,5,6,3,8,7,4,8,5,4,5,5,3,2,2,9,3,4,5,2,2,0,3,4,6,4,3,0,5,0,2,3,14,5,8,5,5
chr6:138943513-138944622,34,41,18,13,39,56,38,18,30,20,32,36,38,28,26,50,32,30,35,32,15,25,39,28,24,49,24,29,28,61,39,30,29,23,19,33,42,29,35,39,60,25,36,59,26,28,27,34,27,14,22,22,46,14,30,33,46,28,27,27,11,15,20,2,17,23,3,8,18,11,18,7,15,13,12,8,13,16,17,15,3,20,17,7,7,11,7,18,7,19
chr7:131387120-131399433,8,5,0,2,2,3,7,3,0,0,7,4,7,2,2,6,0,3,4,5,2,0,3,4,5,7,2,3,3,6,4,6,4,4,9,5,4,5,0,2,7,3,6,8,4,0,0,0,4,2,2,3,2,0,4,2,3,7,4,0,4,3,3,5,9,5,0,0,3,3,5,2,9,2,2,0,6,0,7,7,3,4,5,2,2,2,2,2,3,5
chr15:68141946-68173892,3,2,0,0,0,0,0,0,0,3,2,3,2,0,0,2,2,0,3,2,2,2,2,0,0,3,3,2,3,2,4,3,0,2,0,2,4,2,0,4,3,3,0,6,3,0,6,0,0,0,2,0,2,2,0,2,6,0,0,2,0,0,0,0,0,0,2,0,3,0,2,0,2,2,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0
chr4:1900626-1918623,5,5,2,3,4,0,0,7,3,0,0,3,2,5,3,7,3,2,2,5,0,2,7,4,3,2,5,2,2,0,2,2,0,3,7,3,4,4,3,3,2,2,3,2,5,4,4,0,0,3,0,0,5,0,4,0,3,3,2,2,3,2,0,0,3,2,4,0,4,3,2,4,4,7,4,0,2,3,0,0,0,2,0,2,2,0,3,3,0,3
chr17:47361378-47379253,2,0,0,4,3,5,0,0,4,4,4,0,0,0,2,0,3,0,0,7,0,7,3,2,2,6,0,0,5,4,0,0,2,0,4,5,0,0,3,10,3,0,0,6,3,5,3,2,9,3,3,5,5,2,2,0,5,0,6,2,2,0,0,2,3,3,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,0,0,0,2,0
chr9:4286038-4286523,3,2,12,0,7,11,12,5,9,9,5,2,6,6,5,8,11,0,10,9,4,5,3,4,10,10,5,6,5,10,8,3,5,11,0,11,12,9,4,7,6,3,11,6,4,3,6,3,10,5,8,8,10,7,2,8,8,12,7,6,5,0,0,3,0,4,0,3,0,0,5,0,16,0,0,0,3,0,5,4,0,10,4,4,3,2,0,3,10,8
chr15:85113873-85115487,39,23,14,25,31,23,22,21,24,28,21,27,24,29,21,26,19,11,25,14,15,9,28,13,17,19,29,27,20,46,33,23,29,13,10,41,34,25,19,23,31,30,25,40,19,12,14,7,24,12,25,10,29,18,33,24,35,11,13,18,5,9,15,5,17,12,5,6,8,16,18,20,8,7,10,8,10,7,15,7,12,9,12,7,8,15,15,17,18,10
chr15:90217439-90221765,2,2,0,0,4,4,5,3,3,2,3,0,3,0,3,7,3,0,6,4,2,6,6,0,4,5,2,4,6,6,2,3,3,3,6,4,3,4,8,3,6,3,5,4,6,0,2,4,3,0,3,0,0,5,5,0,3,0,2,0,6,0,2,4,5,4,0,0,3,2,3,4,3,2,2,2,0,3,9,4,0,0,0,0,2,0,0,4,0,4
chr5:94868333-94924021,2,3,0,3,0,0,7,4,3,2,3,5,4,0,2,0,3,0,0,0,3,0,0,0,0,3,2,3,0,3,0,6,3,2,0,6,0,0,0,2,4,7,0,5,2,0,2,0,0,0,4,0,0,0,2,0,0,2,3,3,3,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
chr5:145817894-145826200,29,29,23,12,13,23,33,20,28,14,20,26,12,6,10,35,14,17,17,21,13,7,19,22,21,14,21,21,22,29,19,21,28,18,9,26,23,17,10,15,24,18,28,18,11,14,6,19,16,12,14,6,18,19,15,12,15,14,3,15,9,10,6,10,35,12,3,8,5,13,15,9,14,26,13,13,15,25,16,7,8,25,9,9,14,7,15,10,17,9
chr10:101939863-101957732,2,4,0,0,2,4,4,5,4,0,0,5,3,3,0,2,2,2,6,3,0,3,3,0,0,4,3,4,3,5,2,4,0,0,2,3,6,4,4,3,3,2,0,7,4,0,5,3,0,3,0,0,4,2,3,5,5,3,7,5,2,0,2,2,4,0,3,0,3,5,2,0,3,0,0,0,3,0,2,4,0,2,0,2,0,0,0,2,2,0
chr5:50399107-50411383,9,26,12,15,15,20,28,8,16,9,23,17,13,18,8,18,15,16,15,10,14,14,16,10,10,23,13,15,23,25,0,22,11,6,19,22,26,14,21,17,24,19,14,56,13,12,10,9,9,11,17,18,17,14,21,17,17,24,30,9,26,12,10,23,6,12,3,5,8,10,3,0,11,34,10,0,4,0,11,2,4,3,11,11,17,8,2,6,5,22
chr9:125657651-125672643,4,2,4,0,4,4,4,7,6,4,5,7,2,5,0,3,5,4,5,0,5,2,7,2,4,5,3,4,5,5,5,3,2,2,4,5,4,2,3,3,4,3,2,6,2,0,3,5,6,2,3,0,0,0,6,2,4,5,0,0,5,2,5,4,5,5,0,6,3,0,4,0,4,0,0,0,5,0,5,2,0,0,2,0,3,2,0,2,2,5
chr6:161034259-161049979,0,2,4,0,3,5,3,0,3,4,0,2,3,0,0,0,9,4,2,4,3,3,3,0,0,4,3,4,2,5,4,0,2,7,0,5,0,4,0,2,5,5,4,3,2,0,6,0,3,5,2,3,0,4,4,4,3,2,6,0,6,4,3,9,2,0,2,3,4,2,5,4,5,10,5,3,5,4,2,0,0,6,4,4,4,4,0,2,3,2
chr12:111509549-111510582,8,8,4,3,8,3,6,9,5,3,5,3,6,3,4,11,8,8,11,12,2,5,6,8,6,15,5,4,4,6,2,5,3,6,7,6,13,9,8,6,9,4,4,12,4,6,9,5,5,3,4,2,4,7,13,4,10,13,11,4,5,3,2,3,10,0,2,2,9,4,4,2,0,3,0,2,4,0,3,0,3,3,2,0,5,0,3,11,3,3
chr13:77205256-77243951,3,3,0,2,0,3,4,2,0,0,3,0,2,0,0,5,2,2,3,0,0,0,3,0,0,4,2,2,0,0,2,0,0,0,3,0,0,2,3,5,2,2,0,0,2,0,0,5,2,2,2,0,0,0,3,2,5,0,5,0,2,2,2,7,0,2,0,0,0,2,2,4,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,2,4
chr19:45517663-45518094,4,4,2,0,7,4,9,0,0,0,3,2,2,2,0,0,3,2,7,3,3,3,4,6,0,4,4,2,2,5,3,2,0,0,0,3,0,5,4,0,0,3,3,6,0,2,3,2,0,0,4,0,7,0,2,5,8,2,2,0,3,3,2,0,2,3,0,0,3,0,4,0,3,0,5,2,4,0,2,0,0,2,0,0,3,3,4,3,2,0
chr2:68490190-68545312,13,11,8,5,16,14,13,9,12,10,4,11,8,10,10,8,6,5,4,7,5,9,15,13,9,15,11,8,7,18,8,10,5,11,8,21,14,12,15,15,24,10,17,20,6,13,10,5,7,8,8,17,12,7,27,12,15,9,16,19,28,4,9,2,3,5,8,5,15,5,23,6,0,5,8,4,2,13,8,3,4,6,10,2,15,5,5,9,15,10
chr9:75016268-75017448,3,0,3,2,3,5,5,2,8,4,6,0,3,2,0,3,4,6,2,0,4,2,3,3,4,4,5,0,2,11,3,0,4,0,0,3,2,3,4,4,6,5,5,10,3,2,2,0,7,2,8,6,6,0,5,4,2,2,4,4,0,2,0,2,8,5,0,0,3,2,2,3,3,3,0,0,3,4,4,0,0,5,0,0,2,3,5,5,0,8
chr1:117460489-117502970,0,4,3,0,5,0,5,3,0,0,5,6,2,2,0,3,0,0,3,3,4,2,5,2,2,6,6,6,4,8,3,3,3,3,5,4,6,2,2,3,5,2,0,6,0,4,3,0,4,2,0,0,2,0,8,5,4,5,4,4,0,0,2,6,0,0,0,3,3,4,0,5,2,3,0,0,4,0,0,3,2,2,3,2,2,0,0,4,3,2
chr2:200856682-200856985,5,8,5,0,5,3,6,0,3,2,5,8,3,5,2,5,4,3,5,6,0,4,5,3,0,3,0,3,9,5,2,0,4,2,2,4,5,2,4,3,6,7,4,8,2,4,5,0,2,3,3,4,5,2,9,6,6,4,0,0,2,2,3,4,6,2,2,3,4,0,5,0,0,10,2,0,2,3,5,0,2,3,0,0,2,2,0,3,2,3
chr13:100301460-100309908,0,4,5,0,5,5,7,2,8,4,4,0,8,5,2,2,6,0,7,5,6,3,5,0,0,15,6,3,6,8,5,6,3,2,5,3,10,5,4,5,7,2,7,11,2,0,3,2,5,3,0,0,12,3,2,2,7,4,2,5,2,2,5,7,15,6,0,12,3,2,7,7,4,4,7,4,6,2,4,2,0,5,7,0,11,0,2,0,0,4
chr9:112574057-112575251,3,6,2,3,5,6,14,6,5,5,2,3,4,3,2,7,2,0,0,2,2,2,4,3,4,7,6,6,2,0,0,2,4,0,0,6,7,2,0,0,2,2,6,3,2,0,4,0,2,2,0,0,3,3,4,2,5,4,5,0,10,3,0,12,5,3,8,3,6,5,3,2,4,0,2,4,2,2,8,6,3,7,2,5,0,2,6,4,5,4
chr4:1225360-1241519,8,7,5,5,4,6,12,10,6,5,4,2,2,7,5,3,4,5,8,0,5,3,7,12,3,10,6,3,4,9,3,0,6,6,3,7,10,3,5,4,6,6,5,10,2,3,7,5,7,4,9,12,6,5,4,6,3,2,4,3,6,8,4,2,4,2,2,7,5,8,5,4,6,10,5,7,9,5,8,8,2,8,9,0,3,13,5,8,4,6
chr2:36441258-36442735,3,3,3,0,3,0,3,3,4,0,4,2,4,0,2,4,3,3,5,0,3,2,4,3,2,5,2,2,2,3,3,2,0,0,2,3,0,3,0,0,3,3,5,3,0,0,2,0,4,0,0,5,2,0,3,2,0,0,0,3,5,0,0,3,2,5,0,3,8,0,8,9,3,3,3,0,6,0,0,0,0,2,0,2,0,0,2,3,0,3
chr21:39228500-39229436,7,5,5,0,12,9,4,3,3,6,4,4,3,3,0,4,5,6,10,3,3,4,4,0,2,8,4,6,3,10,3,3,0,3,0,5,6,7,5,3,5,9,5,7,2,3,3,3,2,3,3,3,6,3,7,3,8,3,3,4,2,0,0,2,3,7,0,6,3,5,0,2,7,5,0,0,2,0,2,8,3,3,3,5,2,2,3,3,0,2
chr2:201145378-201149835,7,5,7,7,5,9,9,9,8,5,10,17,6,9,2,6,7,11,13,7,5,15,10,5,6,14,8,11,9,15,3,14,11,5,5,16,7,5,11,7,12,14,5,15,7,14,10,9,9,7,4,11,10,5,8,12,12,6,8,2,5,5,8,2,5,4,0,3,6,4,3,2,0,5,2,3,3,4,4,4,2,0,2,6,0,12,2,9,3,0
