ID,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr11:85996826-86001158,0,2,0,3,0,0,9,5,5,2,8,4,2,4,0,2,2,3,2,0,3,0,4,0,2,3,0,2,0,2,6,3,2,3,4,4,0,2,4,2,3,2,3,3,0,0,0,0,0,3,0,3,0,0,0,3,0,2,0,0
chr5:50399107-50411383,0,22,11,6,19,22,26,14,21,17,24,19,14,56,13,12,10,9,9,11,17,18,17,14,21,17,17,24,30,9,26,12,10,23,6,12,3,5,8,10,3,0,11,34,10,0,4,0,11,2,4,3,11,11,17,8,2,6,5,22
chr2:58221942-58232112,19,19,23,22,14,37,22,18,17,26,34,25,23,43,22,15,19,13,22,13,16,4,39,13,31,30,25,18,24,14,9,16,13,13,7,25,9,5,12,6,21,10,13,18,12,15,14,12,12,8,8,13,12,14,8,17,5,35,15,27
chr12:70278132-70311017,4,2,4,3,3,13,4,12,6,0,9,4,3,4,3,2,3,4,4,3,4,0,6,6,3,3,5,0,0,5,3,0,0,0,3,2,0,9,0,2,7,2,0,0,4,2,3,5,4,5,0,0,0,0,2,3,2,4,3,2
chr17:42498924-42501304,6,5,3,4,5,7,6,13,4,7,10,5,13,10,8,7,2,2,8,5,3,3,12,2,9,5,12,7,2,2,2,0,6,5,6,0,3,0,4,0,7,4,0,2,4,3,4,2,5,0,3,12,4,2,3,3,0,13,10,5
chr1:247138716-247159813,0,5,6,2,0,0,6,6,3,7,9,8,2,6,3,7,3,0,5,0,2,2,12,2,4,8,5,2,2,3,3,0,2,3,2,0,0,0,0,6,0,0,3,0,0,0,2,0,2,5,0,0,0,0,2,6,2,2,4,2
chr15:85113873-85121014,28,18,13,20,15,34,19,16,24,24,44,13,11,36,12,30,16,14,17,7,12,17,23,9,24,14,16,7,26,23,9,5,10,4,8,17,5,7,7,10,6,11,0,7,3,2,15,0,8,2,9,11,7,4,3,9,8,18,6,10
chr17:42500707-42501304,8,5,6,4,8,7,9,9,9,8,11,14,10,11,6,7,6,6,5,0,7,2,13,2,9,3,13,8,5,3,7,5,5,2,3,10,2,4,3,2,10,2,0,2,7,0,4,8,5,3,3,2,4,5,0,4,3,5,8,3
chr8:37870420-37877551,5,7,6,6,9,8,11,6,10,9,16,9,8,8,4,6,6,4,9,9,4,0,10,9,9,13,5,2,6,12,6,3,16,4,12,10,2,2,8,9,9,4,4,15,3,3,13,3,26,3,0,2,6,2,5,3,6,0,6,3
chr15:65178934-65180204,7,2,0,0,0,0,3,2,4,3,8,8,8,13,4,0,2,6,4,3,5,0,5,3,6,8,6,3,6,2,2,3,0,0,2,2,0,0,2,0,2,0,0,2,2,0,4,0,3,3,0,2,3,2,2,4,0,8,3,2
chr18:54277703-54287411,3,0,2,2,3,0,9,0,0,8,8,2,2,4,2,4,2,4,5,2,0,2,3,2,7,3,2,2,0,3,3,2,0,0,2,0,0,0,3,0,0,0,0,2,0,0,2,0,0,3,0,0,4,2,0,0,2,4,4,2
chr11:129123446-129164427,0,0,2,0,2,0,2,4,0,4,4,0,4,6,4,0,3,0,3,0,0,0,0,2,2,4,5,0,0,2,0,4,4,4,4,0,5,7,0,3,4,4,4,8,2,4,2,0,7,7,5,2,3,0,12,4,4,14,3,3
chr9:131436620-131439061,5,0,0,2,0,5,2,3,3,4,8,5,0,2,0,2,0,0,4,4,2,3,0,0,5,7,3,3,4,2,3,2,4,0,5,3,0,3,4,2,3,4,4,2,3,0,0,3,2,3,0,0,2,0,3,7,5,3,5,2
chr2:120127688-120175000,5,0,5,6,6,7,8,6,5,9,8,5,6,6,2,7,3,2,3,0,0,4,9,6,11,6,3,5,0,2,6,3,3,2,5,2,0,0,0,5,7,0,2,8,8,6,3,2,3,0,3,4,3,3,7,0,2,0,10,6
chr16:87975048-87984259,8,3,4,10,8,7,9,9,10,8,14,10,7,5,4,7,9,6,4,11,2,5,10,5,9,8,12,4,6,5,13,7,3,7,13,9,3,7,13,7,2,10,9,32,11,0,13,7,10,8,9,4,8,6,8,7,11,7,12,8
chr12:55700899-55701154,2,4,0,0,5,14,6,4,11,4,4,10,7,7,5,0,0,5,5,5,7,5,0,3,6,5,3,0,17,2,36,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0
chr10:5699525-5714207,3,3,7,5,6,12,4,2,5,5,6,2,4,7,0,6,6,2,16,4,0,2,5,2,10,4,14,6,4,9,4,3,4,3,10,8,0,0,2,2,0,5,2,3,0,0,5,0,2,2,0,4,4,0,8,5,5,11,3,5
chr5:146254943-146258593,4,6,6,2,7,2,2,3,4,2,3,6,2,4,6,0,0,4,9,0,6,0,6,5,4,5,8,0,2,6,6,0,2,4,5,2,4,2,3,4,4,0,2,0,6,2,2,2,2,3,0,4,3,0,0,3,0,5,0,6
chr11:120474560-120477526,10,8,9,8,5,4,10,7,12,13,10,4,11,7,3,6,5,4,7,4,9,0,4,8,9,7,6,4,3,4,4,2,0,4,8,5,5,5,9,4,2,8,4,7,5,5,4,2,2,3,2,4,3,0,9,3,4,12,4,4
chr17:4282798-4296814,6,3,6,5,15,13,12,4,5,16,14,14,16,20,7,5,16,6,7,5,10,10,20,3,20,17,6,13,4,6,6,4,7,5,7,3,0,4,8,5,2,0,3,12,3,3,7,3,3,4,0,5,9,5,0,5,10,5,5,8
chr11:74789626-74817714,3,0,0,0,3,0,7,2,5,7,8,6,2,0,2,4,4,5,4,2,7,4,0,5,7,6,6,10,0,0,0,2,2,0,0,0,0,5,2,8,3,7,3,5,0,2,4,0,7,0,2,0,4,0,0,3,2,2,3,3
chr17:49311312-49312845,5,6,3,2,9,18,8,12,6,10,16,6,10,14,3,11,7,3,2,5,7,8,12,4,10,9,9,3,9,2,4,3,6,3,11,2,2,0,5,3,11,4,2,4,3,0,0,0,4,3,0,6,7,2,7,5,3,5,5,4
chr1:205616478-205623891,32,51,19,35,37,60,40,39,37,51,68,57,54,50,32,32,29,29,42,34,25,30,55,32,54,64,51,48,31,37,39,27,28,35,44,40,14,31,29,27,30,15,38,25,30,28,34,31,31,33,11,31,19,16,31,28,14,28,44,52
chr11:68185781-68190152,3,0,0,0,3,2,6,3,3,0,7,0,5,2,0,0,0,2,0,3,2,0,2,0,3,2,6,6,0,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3
chr5:139363759-139364743,7,8,2,5,9,7,7,6,6,8,9,15,7,5,9,6,13,2,8,6,9,5,3,3,7,10,8,6,7,3,2,0,0,2,10,2,3,7,4,0,9,0,3,3,3,3,4,0,7,0,4,0,0,4,6,5,9,7,3,2
chr17:67945409-67948306,12,8,5,6,3,14,19,8,10,11,25,14,16,16,10,5,9,6,12,5,11,7,7,3,8,11,15,11,7,6,11,4,5,2,15,8,2,0,9,3,10,5,2,8,8,4,8,8,4,4,0,0,3,6,7,4,11,5,8,3
chr16:53155926-53157541,8,3,4,6,4,17,12,4,5,4,12,10,5,10,3,3,3,6,5,4,7,4,9,3,8,6,9,2,10,2,4,0,3,3,5,0,2,5,5,3,3,0,0,0,2,0,0,0,4,3,2,4,16,2,3,0,0,4,4,2
chr9:83682951-83686155,3,5,0,0,4,5,11,5,7,3,8,6,7,16,8,3,2,2,7,8,3,2,5,0,9,4,8,6,3,2,2,3,3,4,10,0,0,0,2,3,0,0,6,6,0,3,0,0,0,2,0,3,3,2,0,3,0,3,0,2
chr3:16286342-16303592,2,3,2,5,0,5,8,3,5,4,10,5,7,7,6,2,4,3,4,2,3,0,6,2,4,9,5,6,4,0,0,0,3,0,5,0,2,3,3,0,4,0,2,4,0,3,2,2,5,0,0,4,2,0,2,0,0,4,3,0
chr9:93471141-93476338,14,17,19,8,14,17,16,19,12,17,30,14,24,19,8,19,16,14,10,24,13,9,23,6,26,21,19,12,17,9,16,3,7,6,21,21,3,14,12,10,12,11,12,20,12,6,28,6,9,9,2,13,10,12,13,12,10,7,5,8
chr15:42260958-42268032,6,7,0,3,5,5,7,0,4,13,10,7,7,15,7,2,5,7,5,2,6,5,8,7,9,8,10,4,6,2,3,2,0,2,7,5,0,2,3,2,6,2,8,6,2,4,2,4,0,2,0,5,4,3,4,4,3,5,0,6
chr17:63760914-63766194,2,2,3,0,0,3,0,4,3,4,6,3,0,4,3,0,3,0,3,2,3,2,4,0,2,0,2,0,2,2,0,2,3,2,0,2,0,0,2,0,0,2,3,4,0,2,0,0,0,0,0,0,0,0,2,2,0,4,0,0
chr1:1815756-1839238,2,2,3,2,0,11,5,0,0,0,11,7,6,6,4,2,3,0,4,5,4,3,4,3,3,5,0,5,2,2,5,4,0,3,7,0,5,3,4,2,3,0,5,4,3,9,2,4,6,7,5,2,0,3,4,5,0,2,5,8
chr2:161179614-161204793,2,7,5,3,5,4,4,2,4,5,3,0,3,7,0,3,0,3,5,0,3,2,2,2,6,3,6,2,2,4,2,0,3,4,9,3,0,0,2,3,3,0,0,0,2,0,2,2,0,0,2,2,4,2,0,5,2,7,2,8
chr1:9931891-9934860,18,14,11,24,15,30,33,19,24,26,36,24,23,34,19,18,15,18,19,11,17,20,17,10,28,25,30,14,11,10,17,11,10,5,14,8,8,11,16,5,6,9,5,11,3,12,7,15,16,8,7,18,5,5,12,18,14,19,13,12
chr4:75790150-75790797,0,0,4,2,3,4,0,3,2,3,5,3,3,3,3,3,3,2,0,0,0,0,2,2,3,9,2,0,0,0,0,0,6,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,4,0,0,5,0,0,2,0
chr4:48369849-48394653,7,0,0,0,0,3,7,0,4,4,6,3,6,12,2,2,4,0,3,3,0,0,5,3,3,3,3,0,0,4,3,2,5,0,2,0,0,4,0,0,4,0,2,2,0,0,0,3,2,0,0,0,2,0,0,2,0,7,5,4
chr12:111679151-111683307,2,0,2,3,2,4,2,0,0,3,4,2,3,7,2,2,0,4,0,0,0,0,3,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0
chr14:76166663-76195972,0,0,2,0,3,2,4,3,4,0,5,3,5,2,0,2,0,4,0,3,5,5,3,0,4,2,0,2,3,0,3,2,0,0,5,5,0,0,3,2,6,4,0,2,0,0,6,3,0,0,0,0,0,0,2,3,2,2,0,3
chr1:151024611-151025673,5,4,3,6,2,10,8,7,7,7,11,4,7,7,5,0,4,2,5,3,6,6,11,4,2,6,8,5,2,6,4,3,4,0,6,0,3,0,4,0,2,4,0,2,5,0,4,0,4,2,2,2,0,2,2,0,2,0,5,2
chr14:65430216-65455718,0,4,0,9,9,9,6,3,4,4,10,7,6,8,2,4,9,2,0,4,3,0,10,3,7,3,7,7,2,2,2,3,0,0,3,2,2,0,0,0,4,0,2,8,0,0,2,0,5,0,0,9,4,7,0,2,3,0,3,0
chr4:185247294-185267155,0,0,0,3,4,4,6,2,4,2,9,5,8,10,3,0,2,3,0,0,0,5,9,2,3,0,4,7,2,5,4,4,5,11,15,6,0,6,2,4,5,11,0,0,6,3,6,4,2,4,0,4,0,3,9,6,5,8,4,4
chr16:83906987-83912367,4,0,0,3,0,9,9,9,0,7,3,3,3,5,2,2,0,2,4,4,7,5,6,0,3,4,2,5,5,5,3,2,3,0,4,2,0,0,0,2,0,0,0,3,0,5,2,0,3,2,0,2,3,0,2,3,3,3,0,3
chr16:11020193-11061022,2,6,6,4,4,6,6,5,4,9,12,8,6,10,8,6,6,4,11,9,9,4,4,2,7,6,4,5,2,2,7,7,2,3,10,2,3,2,10,3,9,4,2,7,2,7,6,3,6,0,3,2,4,0,3,2,5,5,2,2
chr7:22291175-22318037,25,26,20,20,21,57,29,19,12,32,59,22,22,30,24,16,23,10,21,22,15,8,40,25,33,26,42,18,23,25,16,11,20,17,50,17,7,13,8,30,10,37,7,57,10,11,16,8,47,23,9,14,7,7,30,8,24,20,16,22
chr12:19462510-19473355,3,4,2,3,5,5,8,8,10,7,6,4,5,8,4,0,10,4,9,0,2,2,4,4,11,9,4,5,3,7,5,0,2,2,7,3,0,0,5,3,6,0,0,8,5,0,2,3,2,2,0,3,7,6,5,2,3,4,3,5
chr14:76166663-76180849,2,3,0,2,4,9,2,0,4,3,5,0,2,5,0,7,2,0,7,4,7,0,4,2,5,2,2,0,4,0,7,0,3,2,2,4,0,0,0,2,4,2,2,3,0,0,9,2,3,0,0,2,0,0,0,0,4,7,0,3
chr2:190900564-190924593,0,15,11,8,16,31,26,11,17,9,15,15,16,17,6,8,3,8,6,10,16,9,19,7,18,7,12,8,19,12,3,0,12,5,18,11,8,2,13,9,4,11,4,8,3,4,7,5,5,5,2,0,3,2,5,6,0,24,4,12
chr2:210153495-210154611,2,0,3,9,7,12,9,0,6,7,5,2,3,10,3,3,3,0,6,4,6,5,7,0,4,3,3,3,6,4,10,5,0,2,4,3,2,0,7,3,3,2,6,4,2,2,2,3,2,2,2,7,4,5,3,9,0,11,3,4
chr9:96320998-96324169,3,2,2,2,3,3,7,3,0,3,4,2,5,2,5,0,4,2,0,2,3,0,5,4,3,4,3,3,0,2,0,0,2,0,4,0,0,0,0,5,0,2,0,0,4,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0
chr4:87046166-87047594,23,16,9,8,17,28,17,16,14,25,32,17,14,30,13,7,26,11,18,19,23,7,23,11,23,19,27,28,19,16,17,12,3,8,16,14,10,10,21,7,17,10,8,7,7,15,16,3,21,7,10,12,4,8,10,6,8,11,18,6
chr1:20749723-20773610,6,3,2,6,6,9,7,3,5,5,12,4,8,9,3,2,0,2,0,2,3,2,10,4,5,0,3,4,2,3,3,2,4,0,0,2,0,2,2,4,4,0,0,5,0,2,0,0,0,3,2,5,2,0,2,4,0,7,0,4
chr22:29978442-29991670,7,3,0,2,0,5,3,0,2,0,3,3,2,6,0,0,0,0,0,2,0,0,4,0,2,3,0,2,0,3,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,3
chr1:32948222-32949774,16,9,9,8,13,22,19,16,14,12,21,17,19,16,11,8,16,12,12,5,12,11,14,9,5,11,15,13,11,10,11,9,7,8,10,6,0,5,23,7,14,14,6,9,8,9,12,7,12,17,5,7,4,6,8,15,5,21,10,6
chr6:170543601-170549113,4,3,0,3,5,3,7,3,4,6,6,3,0,9,4,0,2,2,2,3,0,5,5,0,0,2,5,2,0,2,3,0,3,0,3,0,5,5,3,0,4,0,0,4,0,0,3,4,2,4,0,3,2,0,5,0,2,0,4,5
chr13:21167988-21168399,4,4,0,2,0,5,8,9,10,8,9,0,0,5,6,4,2,4,9,0,3,0,14,4,7,10,9,4,3,7,12,9,15,12,23,12,5,6,14,7,24,9,11,11,7,8,24,6,7,15,6,9,6,11,22,7,0,14,2,7
chr21:44855210-44861271,9,7,5,3,7,15,0,9,8,15,16,11,3,9,7,3,10,9,4,9,3,7,8,5,15,10,8,7,6,8,7,6,5,4,10,4,2,2,5,5,11,0,2,3,4,2,5,5,9,3,5,4,4,2,4,14,3,24,7,3
chr11:66639700-66640123,2,0,4,0,0,0,2,2,3,0,6,4,2,6,5,0,3,2,0,0,0,3,6,4,0,4,4,2,0,2,0,0,0,0,5,2,0,0,3,0,0,0,2,0,0,0,4,0,0,4,0,4,0,0,2,2,0,0,2,2
chr15:41696075-41699159,5,3,4,3,2,7,5,0,7,7,10,8,8,11,2,7,3,3,6,3,6,2,7,4,8,2,4,0,4,5,8,2,3,15,4,7,2,5,7,7,2,8,6,8,4,2,8,3,0,3,3,3,3,0,3,0,5,6,6,9
chr17:29684563-29703062,7,3,0,0,0,6,7,8,9,3,12,8,8,11,2,6,2,0,0,2,7,3,6,2,2,5,3,2,2,4,2,0,0,3,3,3,4,2,6,0,2,0,0,2,0,0,2,4,0,4,0,7,0,3,0,6,0,6,5,3
chr7:152309966-152315338,3,14,8,10,11,10,18,6,8,7,19,7,5,15,9,6,7,4,4,3,6,3,8,7,14,5,11,6,5,7,12,7,5,3,9,5,3,0,5,12,11,9,8,7,3,5,14,4,7,3,6,3,4,3,5,4,3,9,0,7
chr7:100355143-100355804,0,3,2,6,0,7,6,3,2,4,13,6,6,7,0,6,2,0,6,4,6,2,3,0,2,2,6,4,2,5,9,5,2,0,3,3,0,0,3,3,5,8,5,4,5,2,9,6,0,4,0,2,2,2,4,11,12,14,4,5
chr9:16727797-16738485,5,5,0,3,4,5,10,4,10,6,5,10,5,8,3,5,3,5,6,0,5,11,0,2,16,5,4,2,10,3,6,0,0,0,0,3,0,5,10,4,3,2,0,4,0,2,3,2,0,2,2,0,2,3,0,4,2,5,6,0
chr2:63856306-63857936,3,15,4,13,8,10,19,14,12,18,15,16,15,10,6,6,12,9,12,12,12,6,17,8,16,14,20,5,13,6,5,3,4,4,6,5,3,5,5,3,13,3,3,6,4,4,7,4,5,4,4,3,5,2,6,6,2,9,7,5
chr12:104927973-104928694,3,8,4,12,13,15,21,6,4,11,14,11,9,14,3,5,4,4,11,10,0,4,14,9,9,21,6,9,6,9,0,2,4,2,0,5,2,5,6,7,4,3,7,10,3,7,0,3,6,2,4,11,8,4,2,0,5,0,7,0
chr1:224952670-225007544,2,4,0,2,0,3,0,0,2,5,4,2,0,3,0,0,3,0,2,0,0,0,4,2,2,0,3,2,2,5,8,4,14,9,3,2,7,7,6,0,2,4,13,2,0,0,6,4,5,2,4,0,0,0,9,3,0,4,2,37
chr12:120557282-120557682,8,5,8,6,12,12,11,6,4,8,19,11,7,16,5,7,9,2,8,6,7,5,10,0,10,11,10,10,7,4,14,3,3,4,4,3,2,3,6,3,5,3,3,0,7,0,4,2,2,4,2,3,2,4,2,6,0,9,0,9
chr13:60439688-60460540,7,8,2,4,3,3,6,5,5,5,6,7,9,9,5,6,2,4,2,0,5,6,3,0,9,7,7,5,6,6,4,0,7,3,18,4,0,0,4,4,4,3,4,3,0,0,4,2,7,5,2,4,3,2,5,3,2,3,3,4
chr1:36361221-36362656,3,2,0,0,0,4,4,0,5,4,3,3,0,2,0,5,3,5,3,5,0,4,4,0,2,4,4,8,2,4,2,2,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0
chr4:73090667-73092300,23,19,27,18,26,47,29,26,20,28,43,23,30,41,30,18,22,17,32,24,25,24,31,21,49,27,32,28,28,23,11,15,9,13,15,17,11,12,13,13,18,10,7,12,10,16,12,8,26,10,15,27,10,12,16,26,13,17,19,21
chr21:46349012-46349820,7,5,4,3,3,2,7,0,0,5,9,5,2,3,4,3,3,3,4,4,10,2,0,0,5,7,6,6,6,2,2,0,0,0,7,0,0,4,3,0,2,0,6,0,5,4,3,6,4,0,4,4,2,0,4,2,2,11,2,0
chr5:79640851-79669028,0,3,0,0,4,6,4,2,0,4,0,3,0,7,2,5,0,0,4,0,4,2,2,3,4,3,4,4,7,0,4,0,2,2,5,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,6,0,4
chr3:171188702-171194635,3,0,4,0,0,0,7,3,5,2,6,0,4,4,3,2,5,3,6,2,3,3,4,0,2,4,5,0,2,2,4,0,4,0,5,0,0,2,0,0,5,0,3,0,2,3,3,5,0,3,3,0,0,0,3,2,2,2,0,0
chr1:113834910-113855049,3,8,2,4,8,11,8,0,6,10,8,11,6,13,9,4,7,5,3,5,7,6,6,3,4,7,0,5,4,11,0,0,0,0,0,4,0,0,0,0,2,0,0,2,3,0,2,0,3,4,0,3,4,0,2,4,0,3,3,6
chr5:95755396-95763620,51,27,34,33,27,42,61,46,45,36,71,30,53,57,31,49,13,14,27,37,27,22,57,29,49,28,41,22,35,38,34,6,22,18,39,8,20,9,22,18,14,32,14,7,7,16,17,13,18,11,7,24,26,8,20,13,8,36,14,19
chr12:108652272-108654410,29,22,19,17,23,44,40,15,35,51,47,41,42,35,29,23,33,28,21,19,32,42,24,18,46,27,45,43,36,20,48,9,24,11,25,25,8,18,59,13,34,25,20,11,17,17,40,19,17,27,8,18,19,10,16,28,17,39,24,18
chr4:177353308-177360677,5,12,5,5,5,0,12,11,5,14,12,8,10,6,2,0,0,10,14,2,5,7,8,11,10,10,12,5,4,8,3,7,8,5,13,10,7,2,4,6,11,5,9,8,2,4,12,5,22,8,4,11,6,4,8,6,5,12,10,7
chr18:54159765-54205157,0,2,0,2,2,3,4,2,5,2,2,2,0,0,0,3,3,0,2,2,6,0,5,0,2,5,2,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
chr1:247155566-247159813,35,46,33,34,45,30,57,42,39,48,51,50,33,45,33,46,34,41,46,37,38,36,60,23,45,63,50,27,0,22,45,27,34,56,0,31,23,0,27,33,42,34,16,56,28,30,46,26,31,38,23,55,38,11,55,37,42,29,32,30
chr11:36393846-36419303,2,4,6,3,2,5,5,7,3,8,4,0,6,5,3,2,0,4,2,2,2,3,0,4,4,0,5,2,0,3,0,3,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3
chr7:22308339-22318037,11,25,9,16,13,16,9,16,14,15,29,15,17,19,8,12,17,6,9,12,15,11,14,13,22,7,18,12,12,17,10,5,33,16,19,16,3,6,10,29,12,16,9,19,10,10,12,3,22,5,5,10,4,4,8,8,20,14,13,8
chr2:202555252-202556531,2,0,2,0,3,4,3,3,2,3,6,5,4,0,0,2,0,3,3,0,0,0,4,0,4,3,0,0,3,2,0,2,2,0,0,2,2,0,4,2,2,3,0,2,0,0,3,0,0,0,3,2,0,0,0,3,0,2,0,0
chr6:107921797-107929514,3,2,2,5,3,5,3,2,0,5,5,5,2,5,5,0,2,4,2,0,0,4,3,2,5,2,6,5,5,2,4,0,0,0,5,4,0,0,0,0,4,0,0,3,3,0,0,0,0,3,0,3,0,0,5,3,2,6,2,4
chr4:61934840-61998265,6,0,6,9,6,12,10,5,3,9,15,8,6,11,7,6,4,4,5,0,10,9,13,6,6,7,2,0,6,6,3,0,0,2,6,3,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2
chr13:75560753-75569507,12,3,10,9,7,15,20,9,9,8,11,7,11,21,5,5,10,7,7,5,11,5,11,6,17,5,7,12,11,8,5,4,13,12,38,14,6,2,5,12,32,11,9,17,8,6,13,7,12,15,8,12,10,0,15,9,4,12,2,6
chr6:75634707-75670720,0,3,0,0,0,2,4,2,0,6,3,0,2,4,2,0,0,3,0,2,5,2,0,2,0,6,0,0,2,2,5,0,0,0,0,3,0,2,2,0,2,0,0,2,0,0,3,0,0,0,0,2,3,0,0,0,0,3,3,2
chrX:119640692-119653040,3,3,0,0,0,4,4,0,3,7,9,4,2,3,0,5,0,3,2,5,2,0,4,2,3,2,0,4,3,0,3,2,0,2,2,0,0,2,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
chr8:37765526-37766355,8,6,8,3,8,13,12,7,11,7,14,13,7,17,4,4,11,5,6,4,10,9,7,7,8,14,16,10,17,4,8,2,3,0,10,8,2,4,6,3,6,3,8,11,3,0,10,3,8,7,2,5,3,6,5,18,8,11,2,7
chr8:51845661-51861246,0,4,0,2,4,2,3,4,3,0,2,5,2,6,0,0,0,0,2,4,5,2,0,0,8,3,10,0,3,3,5,2,2,6,5,3,0,0,0,6,5,2,2,2,0,0,2,0,5,0,2,0,4,0,2,2,0,2,4,2
chr11:114580132-114583021,11,7,7,8,6,4,5,9,4,6,12,2,10,8,8,4,8,7,12,7,9,4,5,8,11,11,10,2,7,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,2,7,2,3,0,0,5,2,0,4,0,0,9
chr11:85974708-85983973,3,4,4,3,0,4,7,7,5,6,4,2,5,10,2,0,2,4,0,6,3,2,9,2,5,0,2,4,3,2,3,3,2,5,2,11,0,4,6,3,0,0,2,2,0,4,3,3,6,0,2,2,0,0,0,2,0,5,5,5
chr3:169976946-169988359,14,8,9,15,11,26,15,12,17,19,19,15,14,19,10,10,14,7,17,15,16,12,15,10,14,19,26,12,13,15,7,5,11,6,4,13,3,4,9,6,4,3,0,0,2,4,6,5,5,8,4,9,8,6,7,8,4,10,7,13
chr17:62033787-62035608,9,3,4,3,7,9,15,9,8,8,10,3,9,12,4,11,5,5,7,12,14,7,9,7,4,5,16,5,6,6,2,4,2,3,3,2,2,2,3,3,4,3,2,0,4,0,6,2,0,2,2,6,6,3,3,3,0,11,2,9
chr9:111578796-111586165,5,3,0,0,0,2,5,0,2,3,3,2,8,4,2,2,2,0,5,0,3,0,5,0,3,4,4,4,6,0,0,0,0,0,3,4,0,0,0,0,4,2,0,0,0,2,3,2,2,0,0,0,0,0,2,0,3,3,0,2
chr9:18336332-18362182,2,8,0,4,3,2,4,4,0,0,4,0,4,5,8,0,0,0,2,2,0,0,2,3,3,4,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
chr1:200043774-200120955,5,7,4,3,4,7,4,3,0,6,7,3,4,3,3,5,4,0,7,5,3,0,5,5,5,0,4,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
chr18:62539681-62550460,6,5,2,0,3,7,5,5,7,3,12,7,5,7,2,3,9,7,4,4,2,4,7,2,8,8,4,5,4,0,7,5,3,2,12,2,0,0,9,2,0,7,9,8,2,0,4,2,3,3,0,6,0,0,5,6,8,11,2,7
chr3:170113360-170122744,0,2,2,0,3,3,6,2,5,0,3,2,3,4,3,0,3,0,0,2,2,3,3,0,6,3,4,0,2,2,4,0,0,0,3,7,3,0,2,2,0,2,2,0,0,0,2,0,3,3,0,0,3,0,0,0,0,2,0,3
chr13:48077153-48090418,2,6,0,3,3,4,3,0,2,0,2,2,2,4,2,3,2,2,0,0,2,0,2,2,4,3,5,4,0,5,0,4,4,7,4,3,0,0,3,0,2,3,0,3,0,0,0,2,0,7,0,0,2,3,3,4,0,2,2,2
chr14:102040236-102040673,9,4,11,5,9,18,24,11,4,16,19,14,7,15,14,11,0,10,9,3,3,17,7,9,6,15,11,9,8,2,14,9,7,4,4,10,4,8,12,8,8,8,6,6,4,6,7,7,7,16,0,8,8,4,10,30,8,9,14,8
chr12:29339851-29341816,3,2,3,0,0,4,4,2,4,4,0,3,3,0,2,0,0,0,6,3,0,0,4,2,4,0,3,4,3,0,3,0,2,4,0,2,2,0,0,2,5,0,0,3,0,2,2,0,3,3,2,2,4,0,0,4,3,0,2,0
chr11:108227595-108229323,2,0,0,3,3,10,8,3,0,7,6,8,2,9,4,6,0,3,2,0,6,3,3,2,4,2,5,6,5,2,0,0,3,0,2,2,0,0,2,0,0,2,2,3,0,0,0,0,0,3,0,2,3,0,2,0,0,3,0,4
chr9:18336332-18382646,5,5,2,2,2,5,3,2,0,5,5,4,4,6,2,2,4,0,3,0,0,0,4,2,5,5,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
