ID,CircRNACount-1032245-P,CircRNACount-1039868-P,CircRNACount-1042353-P,CircRNACount-1042745-P,CircRNACount-1043773-P,CircRNACount-1045386-P,CircRNACount-1045549-P,CircRNACount-1046191-P,CircRNACount-1046287-P,CircRNACount-1046349-P,CircRNACount-1046499-P,CircRNACount-1047291-P,CircRNACount-1047831-P,CircRNACount-1047912-P,CircRNACount-1048720-P,CircRNACount-1049983-P,CircRNACount-1050700-P,CircRNACount-1051316-P,CircRNACount-1054390-P,CircRNACount-1056166-P,CircRNACount-272577-P,CircRNACount-451368-P,CircRNACount-477022-P,CircRNACount-515975-P,CircRNACount-522638-P,CircRNACount-548142-P,CircRNACount-649867-P,CircRNACount-685749-P,CircRNACount-843725-P,CircRNACount-99272-P
chr4:75790150-75790797,0,0,3,2,2,1,1,1,2,3,7,3,1,3,2,2,3,2,1,1,0,0,1,2,3,6,0,0,0,1
chr2:121605701-121606180,5,3,1,2,6,4,3,2,4,4,5,2,0,6,1,5,2,0,3,0,5,4,3,4,10,4,5,4,6,5
chr2:71396141-71418639,3,4,5,5,1,9,3,5,6,4,10,3,0,5,0,1,0,4,5,3,3,2,4,2,5,4,6,3,1,1
chr4:39913611-39925933,3,3,6,4,7,6,12,3,3,12,11,11,6,5,6,11,5,4,2,2,5,3,13,5,11,1,11,0,5,4
chr18:24064140-24069271,3,1,0,3,0,5,10,4,4,5,13,2,4,6,0,4,2,0,5,5,6,3,3,4,4,3,4,6,2,0
chr14:105588375-105708644,11,0,7,0,26,11,0,0,0,11,45,16,0,17,0,17,11,0,20,15,0,0,0,0,23,35,34,0,16,32
chr2:207976651-207977586,8,6,8,7,7,9,7,11,6,3,16,10,6,5,2,3,5,0,4,4,6,3,8,8,6,8,9,10,1,5
chr14:20343078-20343354,5,6,2,0,3,8,10,2,6,3,4,9,3,5,2,5,2,0,3,0,0,1,3,2,4,4,2,3,5,5
chr16:18839698-18842454,2,0,2,1,5,5,4,4,0,1,6,0,8,1,1,5,3,3,3,1,1,1,4,3,1,1,0,3,2,1
chr9:125657651-125672643,4,2,2,2,3,5,3,1,2,2,4,1,1,4,1,1,2,3,2,1,1,0,1,1,3,1,1,5,0,0
KI270936.1:93602-93667,4,0,10,3,0,5,5,2,3,5,5,6,9,8,4,0,4,0,0,8,6,1,2,4,5,9,1,3,2,1
chr19:1274441-1274627,6,6,4,4,5,8,15,2,6,7,16,9,2,26,5,9,5,14,4,7,7,5,18,2,6,12,4,10,8,7
chr12:116236821-116237705,3,2,1,4,1,8,7,1,4,3,2,1,0,2,1,2,6,0,0,7,0,4,3,1,2,3,3,0,4,2
chr1:77711747-77715868,4,2,5,3,0,4,4,4,7,6,3,2,2,2,2,2,3,1,1,1,2,2,7,4,2,3,6,3,2,1
chr2:201145378-201149835,2,10,6,1,3,10,4,2,8,4,11,10,4,7,4,8,6,4,7,1,2,8,5,4,5,9,8,3,7,1
chr1:247155566-247159813,10,23,22,21,23,14,27,22,21,29,44,28,20,26,12,24,21,23,20,20,19,14,24,14,21,35,19,12,16,12
chr4:105446383-105456745,1,3,1,4,3,8,2,2,6,6,2,2,2,8,2,2,5,3,0,1,3,3,1,2,3,2,6,0,3,3
chr7:77585543-77600806,2,1,0,2,2,2,3,1,4,4,6,2,2,5,0,0,2,1,3,2,3,1,0,0,1,2,1,1,2,3
chr3:183643480-183672484,2,3,1,2,2,7,1,5,2,3,2,3,5,4,0,1,3,2,5,3,3,2,2,0,4,4,1,4,2,2
chr6:116689320-116705160,1,0,3,3,3,2,5,1,2,2,5,1,3,4,3,4,3,1,0,2,3,0,5,1,4,4,1,2,1,2
chr2:95148885-95153259,3,4,1,0,5,11,4,7,2,6,3,3,6,3,2,6,4,2,4,3,4,3,3,2,4,8,8,5,7,11
chr9:37126312-37126942,4,4,7,11,7,13,10,10,15,6,35,9,12,29,4,7,5,3,8,9,7,8,6,4,9,7,17,7,7,8
chrM:3724-3997,0,0,1,1,4,0,2,2,2,1,4,2,1,2,2,2,0,0,3,2,4,1,3,1,4,4,0,0,3,2
chr20:43587219-43587384,0,1,5,1,0,2,2,6,2,4,4,3,5,5,1,1,4,1,5,0,3,0,2,1,1,2,3,0,1,3
chrM:8964-9183,4,2,3,2,3,1,1,9,2,3,9,2,1,2,3,1,3,1,2,5,4,2,1,1,1,6,6,2,2,2
chr1:169978085-170031975,2,3,7,3,1,8,4,1,2,3,11,1,2,6,2,6,2,0,6,2,7,3,7,1,2,0,1,4,5,3
chr5:36982165-36986301,8,9,5,7,3,11,10,10,7,4,20,3,9,13,2,3,7,3,12,6,6,6,8,7,13,19,16,2,6,11
chr5:94868333-94924021,0,4,2,2,1,3,1,0,1,2,7,2,1,4,2,1,2,1,0,0,2,0,1,0,2,1,2,2,1,2
chr2:72465160-72480750,4,2,1,1,1,4,0,3,10,0,10,4,5,3,1,1,3,1,2,1,2,5,4,1,3,5,1,1,6,3
chr14:49586604-49862779,8,10,12,9,9,7,6,11,11,4,12,6,7,12,5,12,9,6,16,5,6,2,14,6,10,13,6,10,4,6
chr14:20343176-20343398,2,2,3,4,2,2,3,3,2,3,12,0,6,5,6,0,3,1,4,0,6,0,1,4,0,0,1,1,1,1
chr3:146121112-146124229,5,3,4,3,3,9,10,5,8,13,12,9,5,18,3,13,5,5,6,1,8,6,6,1,13,4,10,5,2,8
chrM:7029-7175,6,9,8,14,4,12,15,6,0,11,20,12,17,16,3,7,1,3,5,8,3,3,8,12,10,8,17,3,6,4
chr7:155665175-155680908,1,2,4,3,3,3,1,2,4,6,6,2,1,8,1,5,2,0,6,3,4,1,5,1,5,6,4,0,4,4
chr3:149846011-149895560,3,1,2,0,1,2,3,0,2,3,3,4,1,2,0,0,2,2,0,2,2,3,0,1,1,1,3,3,4,0
chr11:85996826-86001158,1,2,1,3,1,1,7,5,5,2,6,3,1,4,1,2,2,3,2,0,2,0,4,2,2,2,1,2,0,2
chr3:71690010-71699708,0,2,0,0,0,1,3,2,2,1,2,1,1,8,2,4,1,0,3,3,6,2,1,1,1,1,3,3,1,5
chr5:145817894-145826200,13,15,22,16,6,18,18,12,7,10,26,13,22,12,9,8,5,16,11,9,8,6,9,15,11,10,9,11,2,11
chrM:15955-16081,10,16,2,12,6,12,43,13,13,17,7,11,3,15,4,6,13,6,11,2,3,6,8,3,8,9,0,14,3,7
chrM:10538-10604,5,3,3,4,3,7,8,5,13,10,10,4,14,2,6,8,4,9,11,9,11,5,4,2,11,4,4,9,4,3
chr17:62680454-62680776,3,0,3,0,2,1,1,2,1,4,3,4,2,4,0,2,2,0,1,1,3,0,2,2,1,0,0,2,4,3
chr18:32111754-32124845,2,3,0,0,3,2,3,1,1,0,7,1,3,1,0,1,2,1,0,0,0,1,2,0,3,4,2,3,2,5
chr1:77631850-77641655,3,0,0,0,4,4,0,2,0,1,4,2,2,1,2,2,5,2,0,1,1,1,3,3,3,1,2,1,3,7
chrX:2953143-2958435,1,4,8,6,3,4,6,8,0,4,11,3,7,3,2,4,4,5,4,2,2,1,5,1,2,5,8,5,4,7
chr3:31876433-31879830,2,2,1,1,4,4,0,1,2,3,3,2,0,2,0,0,0,1,0,1,3,0,3,2,1,1,2,0,2,4
chr10:72715111-72715902,3,1,2,1,1,5,7,2,0,1,4,1,1,1,1,4,2,1,2,3,0,3,2,3,2,4,6,0,2,2
chr14:49586733-49586864,10,4,4,3,2,1,12,7,6,10,16,1,7,7,1,3,6,5,9,14,9,4,4,4,10,17,10,7,6,0
chrM:15952-16082,2,2,1,1,3,4,8,3,1,5,7,2,0,6,0,2,4,3,5,0,0,2,6,0,1,3,0,2,1,3
chr16:19466082-19469825,2,1,2,0,1,0,0,2,2,0,2,3,1,0,3,0,3,0,3,0,1,3,3,1,3,2,2,0,3,1
chr2:226906793-226914351,7,2,6,3,2,6,8,4,2,2,9,8,5,14,6,3,2,4,7,6,1,3,11,3,5,6,11,10,2,4
chr5:140440119-140449305,2,2,4,1,0,2,7,0,0,2,2,3,2,2,3,4,3,1,2,3,2,1,4,2,0,2,2,2,4,2
chr8:22474954-22475624,0,4,0,1,3,4,5,4,2,5,5,4,1,3,4,5,1,1,1,2,1,1,4,1,1,4,5,6,1,0
chr2:106158058-106166083,6,2,1,2,0,3,2,3,5,3,6,6,2,2,3,1,1,1,6,4,2,3,3,1,3,7,1,2,1,1
chr2:178535732-178542361,4,3,5,3,2,8,2,3,5,3,1,1,0,7,4,5,1,2,5,4,5,3,6,8,7,5,3,7,1,4
chr1:52493611-52509712,5,1,2,3,0,5,6,2,3,2,4,2,3,5,0,1,1,2,4,1,1,1,1,1,2,3,1,2,1,3
chr11:34071726-34076642,4,4,6,4,2,2,1,3,2,5,8,3,1,7,5,3,3,2,3,0,2,4,8,3,4,3,4,4,0,1
chrM:5596-5809,1,0,0,0,3,2,1,1,4,2,7,4,1,1,3,0,1,3,4,2,8,5,3,3,2,5,4,2,3,1
chr3:120056642-120056873,1,6,1,5,2,4,2,2,3,4,4,4,4,2,1,1,2,1,3,2,1,0,5,2,4,0,4,1,0,2
chr12:124912507-124913190,5,4,5,7,3,1,6,4,2,5,6,6,1,1,4,2,5,1,5,7,3,6,3,3,2,2,3,3,0,3
chr1:40189055-40202614,4,5,2,3,3,7,5,4,3,7,4,2,1,3,3,2,5,2,0,3,1,0,6,4,5,1,11,4,2,3
chr5:14316513-14336727,1,1,3,1,1,1,2,3,1,1,5,2,2,3,1,2,2,0,3,2,0,3,4,1,2,3,1,4,1,2
chr20:25297074-25297388,4,4,4,2,5,5,3,1,7,2,1,1,4,4,0,0,6,2,1,6,3,2,2,1,5,3,1,0,1,2
chr7:107765469-107765631,0,0,3,2,0,2,7,2,0,5,4,4,5,3,0,2,2,2,2,0,3,0,2,1,1,1,0,0,0,4
chr6:99412551-99416428,3,5,0,2,5,2,5,5,4,3,8,4,3,5,0,3,1,1,2,1,4,3,1,2,4,4,2,2,2,1
chr19:5047476-5082504,6,4,2,3,7,8,3,1,6,0,5,4,3,10,3,2,3,1,5,1,1,1,5,1,3,6,4,6,4,3
chr14:32090502-32117287,5,5,4,3,3,9,11,4,3,8,20,5,6,9,0,2,2,2,5,5,6,4,6,1,8,3,8,1,2,8
chr1:117460489-117502970,3,2,2,2,2,4,3,1,1,2,4,2,1,2,0,2,0,0,3,2,1,0,1,1,6,1,2,4,3,2
chr22:22900976-22918201,6,8,4,1,29,1,18,11,1,10,2,1,1,16,1,2,9,1,10,3,19,1,26,7,8,1,1,39,19,26
chr7:23611171-23611553,12,4,8,5,4,16,17,12,11,5,12,13,9,22,5,3,11,2,2,4,14,2,15,8,13,14,6,10,6,3
chr1:632618-632689,0,2,2,1,1,6,4,0,3,1,3,1,1,4,2,0,1,2,3,1,3,0,2,4,2,2,1,1,1,0
chr10:72708283-72715902,0,2,3,1,1,3,3,2,2,1,4,3,3,2,2,2,2,2,3,0,2,1,3,2,1,2,5,4,1,0
chr5:71035545-71037546,0,1,3,2,2,5,4,5,4,4,4,3,0,3,3,2,2,1,4,1,2,2,6,0,5,4,1,4,2,6
chr15:85737901-85738149,1,0,2,2,1,3,2,2,1,4,3,0,3,4,1,0,2,1,4,0,0,3,1,2,3,2,0,0,2,0
chrX:47846105-47895940,2,4,1,2,4,4,7,5,9,4,13,5,1,4,6,2,5,6,5,2,3,3,9,5,4,2,3,1,1,6
chr8:108449823-108455930,3,2,5,1,0,3,3,6,5,1,6,3,7,10,2,5,3,5,3,1,1,1,4,0,1,4,4,8,1,2
chr11:65500867-65501192,2,3,1,1,2,5,4,4,3,3,4,1,0,1,2,1,0,0,4,2,2,0,2,3,3,6,1,1,1,0
KI270857.1:1189251-1190272,1,2,0,2,1,1,4,0,3,3,4,5,0,2,4,1,1,1,2,1,3,0,5,0,5,2,3,1,2,2
chr22:42935233-42935941,1,2,1,3,2,4,1,2,1,1,4,2,3,4,1,1,2,2,2,2,0,4,1,0,2,5,1,1,1,3
chr17:67945409-67964404,1,1,3,3,1,0,1,1,4,1,6,4,7,2,4,1,2,3,6,1,0,2,2,2,3,5,3,5,0,0
chr6:75702645-75703072,1,15,16,8,9,22,8,4,7,15,2,7,11,24,14,8,6,7,5,6,1,1,11,3,15,1,14,9,1,9
chr19:34430576-34438766,3,2,0,2,2,3,3,5,2,3,12,4,5,12,2,5,4,1,3,3,0,1,6,1,3,7,2,6,1,4
chr7:101004933-101005100,1,1,2,0,1,5,2,2,2,6,3,3,0,2,0,0,4,2,5,0,1,0,0,2,2,6,1,0,0,1
chr16:11721577-11736233,0,1,0,3,1,4,2,5,3,2,6,3,2,6,0,3,2,1,3,2,1,2,3,2,4,0,4,4,0,3
chr5:109713520-109716264,7,6,4,4,9,14,16,7,4,10,14,10,6,17,5,7,5,6,4,5,8,1,17,10,15,9,8,8,15,10
chr14:34551714-34554912,19,4,28,12,8,21,47,65,47,12,23,46,37,33,25,15,9,30,20,5,14,3,20,20,18,15,15,19,17,17
chr17:77402059-77402703,2,1,1,3,3,3,2,4,1,3,8,2,1,1,1,1,5,1,1,5,2,1,3,3,6,4,2,1,2,0
chr11:65500488-65500619,0,0,2,3,0,1,2,4,1,4,7,2,1,1,2,2,2,5,3,4,1,4,0,1,1,4,1,0,1,2
chr1:197642711-197658369,4,15,14,7,6,13,11,11,16,10,22,19,9,19,11,6,4,7,14,1,9,19,20,8,7,19,13,12,16,8
chr11:65499825-65499934,1,1,1,2,0,0,2,2,2,4,11,2,2,1,2,1,0,1,3,1,4,5,1,0,3,3,9,0,1,0
chr2:134253095-134254644,9,8,3,1,3,5,9,6,7,5,1,1,5,7,3,3,1,6,1,4,1,6,5,4,15,1,2,1,7,1
chr8:141253989-141254629,15,10,15,25,13,28,22,21,25,15,32,22,19,42,22,10,22,13,21,21,30,9,20,16,20,24,23,27,17,20
chr10:100923975-100926019,1,1,4,1,2,5,2,1,1,3,4,1,1,3,1,0,0,2,3,1,1,2,2,2,5,3,2,5,2,2
chr2:224535528-224557856,2,3,0,6,2,2,14,3,1,5,12,4,5,7,4,5,3,2,0,4,6,4,10,2,7,2,2,7,1,9
chr11:65423171-65423500,0,2,2,2,1,3,2,2,0,1,3,4,1,1,1,0,1,0,3,1,1,1,2,0,1,2,2,2,2,3
chr15:52593577-52601164,2,2,2,5,3,2,0,1,3,2,2,2,3,2,1,2,0,1,0,1,1,1,1,0,2,2,0,3,0,1
chr1:206928961-206929276,4,1,0,0,0,7,3,11,7,3,0,13,0,3,5,3,2,2,0,9,4,0,2,1,6,7,0,0,2,0
chr11:65500447-65500611,7,1,4,3,1,4,2,3,5,7,1,4,5,6,1,6,1,1,1,1,2,0,3,6,4,1,9,1,1,2
chr22:45793545-45807022,1,5,5,6,1,6,6,4,6,5,10,1,8,15,5,2,1,4,3,1,1,6,10,3,3,3,6,5,7,4
chr17:16381925-16382152,1,2,5,2,5,2,5,8,3,2,4,3,7,8,2,4,2,1,2,2,0,0,6,2,2,3,2,0,1,4
chr3:16286342-16303592,2,1,2,2,1,3,6,2,4,3,8,2,5,5,3,2,2,3,4,1,3,1,4,2,2,5,5,5,3,1
chr3:124737568-124744203,1,3,0,0,2,3,1,1,4,4,2,1,2,4,2,2,2,0,1,2,1,1,4,0,1,0,0,1,2,3
chr11:120476661-120477526,2,0,0,2,0,3,2,1,1,2,2,2,1,2,0,3,0,2,3,1,1,2,3,0,0,2,2,1,4,0
chr12:12500519-12521463,1,5,0,3,2,2,3,2,2,2,4,1,2,5,0,1,1,0,0,1,0,2,3,4,2,0,1,1,2,1
chr15:32526813-32533368,1,3,1,1,4,2,1,1,3,7,2,0,1,5,1,4,2,0,0,0,0,1,3,2,8,2,5,2,0,2
chr9:33986760-34017189,2,1,1,0,1,2,0,0,0,2,3,4,3,2,0,2,1,4,0,1,2,1,2,2,3,2,2,0,3,2
chr11:65504496-65504880,0,6,2,2,2,4,3,1,2,0,3,1,4,4,0,3,0,0,3,1,2,3,1,2,2,1,3,3,1,5
chr18:62072673-62095950,2,3,1,0,2,2,1,0,3,1,8,1,3,2,2,2,1,0,0,3,1,0,2,0,3,2,2,2,1,0
chr10:92531748-92537550,1,3,1,0,1,0,4,3,1,2,6,1,3,2,0,2,2,1,1,0,0,3,0,2,2,2,3,2,1,3
chr18:63280887-63281214,3,1,1,0,2,0,2,0,2,0,4,3,4,2,2,0,2,1,4,3,6,2,0,2,1,1,3,3,0,2
chr1:108148279-108161293,2,2,3,3,0,3,4,1,3,10,7,3,2,5,0,3,3,0,4,2,3,1,1,2,3,1,1,1,2,2
chr4:1900626-1918623,2,2,0,3,6,3,4,4,1,1,3,2,2,1,5,4,4,0,1,3,1,0,3,1,4,1,3,3,1,2
chrM:12843-13046,9,4,5,7,3,6,7,4,11,6,13,1,4,10,10,7,10,4,4,11,16,6,8,3,7,8,15,11,9,4
chr16:30728966-30729572,8,7,3,8,10,19,14,15,15,8,20,13,7,1,17,8,12,1,14,10,8,8,17,6,12,12,8,15,12,15
chr21:29321221-29329693,10,4,1,10,8,6,7,1,9,11,1,9,8,11,7,7,4,2,9,3,8,1,15,5,15,7,9,10,1,8
chr11:65499721-65499847,11,10,9,17,6,14,16,12,11,24,21,17,8,25,15,11,9,9,25,10,12,12,12,12,10,10,34,8,9,12
chrM:3439-3555,1,11,0,9,0,1,5,2,1,2,0,4,7,2,1,3,1,1,1,2,4,1,1,0,2,4,0,4,3,2
chr14:65561337-65561766,4,12,3,6,8,25,12,5,6,9,13,7,10,20,2,7,6,5,8,1,9,8,12,1,19,1,1,1,1,6
chr20:35653528-35659014,1,5,1,6,3,6,4,6,5,3,3,6,5,9,1,3,2,2,2,1,9,0,4,1,2,8,5,7,5,3
chr12:26996742-26999676,0,3,0,4,2,5,3,2,1,2,5,1,0,2,2,0,3,0,3,0,0,0,1,1,2,0,1,0,4,2
chr7:70762870-70771644,3,3,2,1,0,2,1,0,3,2,3,3,1,4,2,1,1,2,5,5,3,0,2,1,2,4,1,0,1,0
chr18:12999421-13030608,12,22,8,4,9,17,13,12,13,15,1,10,22,16,13,16,8,12,1,12,8,9,8,11,16,7,1,14,4,16
chr14:49586763-49862621,8,2,0,6,0,5,2,1,2,3,6,4,4,9,5,3,3,5,10,4,5,3,2,6,2,4,5,5,7,3
chrM:7854-7937,3,3,4,0,4,2,14,5,4,3,6,4,2,3,2,1,0,4,5,4,2,1,2,0,3,3,7,4,1,3
chr11:65499715-65499840,3,0,1,5,3,3,3,4,1,4,3,0,1,5,1,2,4,1,7,1,1,3,0,1,5,4,6,1,2,3
chr6:138333970-138335188,0,3,1,0,1,3,1,3,2,1,4,0,0,2,3,1,0,0,2,3,1,2,4,2,2,3,4,1,0,1
chrX:12975140-12976326,4,0,0,2,2,4,3,1,0,2,3,5,1,1,1,0,0,3,1,2,3,2,1,4,3,2,5,0,0,0
chr12:96323948-96334865,2,1,4,3,4,6,5,4,2,4,8,6,3,6,2,1,3,1,4,2,4,5,0,5,6,6,7,3,2,3
chr16:68121987-68126610,24,1,28,21,21,41,33,1,37,23,66,30,26,47,1,27,24,27,35,1,2,19,24,14,33,32,1,32,21,18
chr15:94356137-94385525,9,4,1,1,6,9,2,2,3,4,8,4,3,4,5,3,1,3,3,3,3,4,3,4,4,4,6,0,1,3
chr8:73673107-73688813,6,4,2,3,3,10,6,6,3,7,13,10,7,10,2,1,4,5,9,3,4,1,7,6,14,10,10,4,2,3
chr17:67945409-67948306,1,6,3,3,1,9,11,5,8,6,18,8,8,8,7,1,1,4,5,2,5,5,5,3,3,1,12,6,5,6
chr3:3156219-3174261,1,3,4,4,0,2,4,0,4,4,3,2,4,1,1,2,1,0,3,4,1,3,1,0,3,3,1,4,4,3
chrM:9093-9189,9,12,11,5,4,10,21,9,15,23,19,16,25,1,1,1,6,12,16,8,2,1,8,14,9,1,21,5,7,12
chr17:60633853-60648082,1,1,0,0,1,3,3,2,2,4,3,3,2,5,1,2,1,1,2,3,1,0,2,0,2,0,1,3,6,3
chr10:124038515-124046724,0,0,0,3,2,5,0,0,4,1,6,3,1,1,1,1,0,4,3,3,3,2,4,0,2,1,0,5,4,1
chr2:62979188-62996766,2,3,2,1,1,7,7,2,4,3,14,4,2,4,6,6,3,1,1,5,4,4,4,1,2,3,4,3,2,5
chr11:65503802-65503881,2,0,1,3,1,2,3,0,2,3,1,2,5,2,1,0,1,0,4,2,4,0,3,2,3,3,2,0,0,1
chr12:42210355-42210680,1,3,3,3,3,1,2,1,1,3,3,3,2,2,0,0,3,2,0,1,1,1,1,0,3,1,3,5,0,3
chr11:65500483-65500680,1,3,5,3,1,1,7,1,4,1,3,2,3,1,1,0,0,3,3,3,3,1,1,0,2,3,3,5,0,2
chr18:9182382-9221999,21,25,17,13,1,34,20,1,24,1,1,3,18,1,1,13,29,3,26,2,3,1,2,11,21,2,1,28,16,1
chr17:47402132-47414919,6,1,2,3,3,7,2,2,3,3,7,4,4,3,3,0,3,1,3,2,6,3,2,0,2,1,3,5,9,2
chr6:53071057-53076543,1,0,0,1,3,3,0,3,1,2,8,4,1,2,3,1,3,2,1,2,2,2,0,0,1,1,3,6,0,0
chr1:26942660-26943065,5,3,1,4,2,3,3,1,2,3,3,5,3,1,1,3,1,2,0,1,1,3,0,1,3,3,2,1,1,0
chr14:49586664-49586856,0,0,4,2,0,2,7,0,3,3,1,3,1,3,3,0,1,4,3,5,5,2,3,3,1,2,5,2,0,2
chr1:113834910-113855049,3,6,2,2,8,10,5,1,4,7,9,6,3,7,5,3,6,3,2,4,5,5,6,3,3,6,1,4,3,9
chr10:101792839-101810314,4,9,5,6,6,13,13,6,8,6,16,6,10,11,2,5,4,5,5,5,5,3,5,7,13,3,13,7,6,4
chr19:17101660-17102557,3,4,3,8,6,6,2,3,8,8,1,4,7,7,6,5,5,2,4,5,1,1,7,4,6,1,6,4,4,6
chr4:165219934-165263359,3,3,4,1,3,7,3,4,3,4,6,4,3,10,1,6,3,0,1,4,2,4,0,1,2,3,5,4,2,0
chr16:30483827-30484263,1,5,2,2,1,8,11,7,2,7,18,9,5,10,2,3,5,1,11,5,11,5,10,3,6,8,3,10,5,3
chr1:103565435-103575540,7,4,4,4,4,15,8,5,11,11,15,9,3,11,1,1,3,7,8,4,1,3,7,3,5,5,4,6,9,7
chr5:180261684-180280608,5,4,6,4,6,5,6,10,6,5,9,6,3,6,2,1,2,3,6,7,3,3,6,4,7,5,4,4,4,0
chr1:8541214-8614686,2,3,3,3,3,4,4,3,1,4,10,6,6,5,2,1,5,1,3,2,4,3,2,1,6,5,8,6,3,5
chr11:65500467-65500734,0,2,3,2,2,1,1,1,3,2,2,1,2,3,2,2,1,1,7,1,2,0,3,1,3,0,1,1,1,4
chr1:160323431-160332557,4,2,1,0,6,3,7,6,9,6,12,5,8,7,3,5,3,6,8,6,2,4,11,2,4,3,8,2,4,3
chr2:183128287-183130545,0,3,4,0,0,5,2,1,2,2,9,1,2,3,2,2,1,2,4,2,1,0,1,2,4,1,4,1,3,0
chr9:33948374-33956146,1,1,1,3,2,3,7,1,4,3,4,2,2,4,3,4,2,3,3,4,1,2,6,3,4,4,2,1,2,4
chr3:52412811-52414587,4,3,4,4,4,2,1,1,2,2,5,2,2,6,0,4,3,2,6,2,1,1,4,0,2,0,3,1,1,3
chrM:6856-6966,0,3,1,1,2,2,2,2,0,2,2,1,0,5,1,4,0,4,2,1,3,0,0,4,1,4,4,1,2,1
chr2:127763062-127771004,3,1,2,3,5,1,3,0,1,1,2,1,1,6,0,2,3,0,2,2,1,1,1,0,6,2,5,1,4,0
chr10:84371014-84373815,1,4,4,5,3,0,0,0,1,2,10,2,5,4,3,1,2,2,0,0,5,0,6,3,3,3,7,1,4,0
chr9:83677727-83686155,3,1,4,0,1,4,2,1,1,3,4,3,2,2,3,0,0,1,2,3,1,2,2,3,2,3,1,2,4,5
chr1:155675010-155679512,8,12,9,5,7,14,7,13,5,10,26,9,7,11,4,6,8,8,8,6,7,11,11,9,10,9,10,7,13,14
chr15:63696124-63716473,5,5,2,6,0,3,3,3,4,3,8,6,5,6,3,5,3,3,3,1,2,2,4,3,3,4,6,5,4,6
chr14:49586657-49586849,3,3,3,3,3,1,8,0,2,11,9,3,4,4,2,5,4,2,6,6,1,4,7,2,4,3,4,5,3,3
chr4:186706563-186709845,5,11,4,9,6,19,13,10,7,10,28,7,10,19,24,14,8,2,10,2,12,7,8,7,11,13,5,5,12,6
chrM:5401-5510,3,4,0,11,2,1,6,4,6,4,4,4,14,9,4,1,2,1,6,0,1,2,0,2,4,4,3,3,7,3
chr5:179705679-179710065,4,3,2,3,2,5,5,5,2,6,6,2,2,6,2,1,2,3,4,0,3,2,4,0,3,7,2,0,3,3
chr2:69348171-69363670,1,3,1,4,4,3,3,0,3,1,3,4,0,2,2,1,1,0,4,0,3,2,2,1,2,2,5,1,1,0
chr15:29761139-29773357,2,0,1,1,3,4,4,3,2,2,3,2,3,2,2,5,1,2,2,4,2,2,4,0,3,2,1,1,1,1
chr6:130926605-130956499,20,7,11,9,13,30,22,23,33,19,55,23,19,38,12,10,14,9,19,6,12,11,19,8,27,21,28,13,28,11
chr12:55700899-55701154,0,3,0,1,2,6,5,2,3,2,2,7,3,2,2,1,0,3,1,2,1,1,0,1,3,3,2,0,4,1
chr1:149655699-149669310,1,5,2,3,3,7,3,2,5,7,1,4,3,3,6,6,1,3,6,3,5,2,3,4,1,5,5,5,6,2
chr5:74634684-74636498,1,1,3,1,2,1,4,2,3,2,6,2,3,1,1,1,2,1,3,1,1,1,5,1,2,5,0,2,2,0
chr11:62528627-62528827,0,1,2,0,0,2,2,2,3,5,3,3,4,1,2,1,1,1,4,0,1,1,2,2,1,3,2,0,0,0
chr7:100993395-101001482,2,7,0,0,2,2,3,4,3,7,3,7,1,4,2,0,8,1,3,2,0,3,0,1,5,4,3,0,4,1
chr19:39863368-39863663,0,3,5,3,2,2,3,3,1,1,7,4,2,3,1,1,4,0,11,3,1,2,1,3,1,2,3,2,0,2
chr11:65500547-65500613,2,5,1,4,10,7,15,4,3,12,1,7,1,1,6,3,6,6,10,2,7,4,5,0,7,4,9,6,5,4
chr8:42957094-42964474,8,2,2,2,4,3,1,1,3,1,12,3,5,2,0,1,1,2,4,0,3,4,3,1,4,4,1,3,2,2
chr11:65499782-65499836,2,3,8,3,2,1,9,3,5,2,6,8,8,4,1,5,3,4,2,6,3,2,2,1,2,5,5,1,3,1
chr11:65499627-65499778,2,3,2,2,1,1,1,2,1,2,2,0,2,6,0,0,0,1,4,1,0,2,1,1,2,2,4,1,2,2
chr11:13413530-13421838,2,8,9,1,3,5,7,5,9,5,16,10,4,9,6,7,6,1,3,2,3,4,2,2,3,11,8,9,8,8
chr16:88644812-88648666,1,4,1,0,2,1,1,1,1,1,2,1,3,4,2,2,1,2,0,3,0,1,5,2,2,4,2,3,0,1
chr16:56625784-56627053,0,2,0,1,2,4,8,7,2,2,24,2,3,1,6,1,0,1,6,3,3,1,0,2,3,4,5,3,1,3
chr19:13025021-13025552,2,2,1,2,1,3,2,5,2,7,2,1,1,5,2,3,4,3,2,0,0,2,0,2,2,1,2,1,0,5
chr2:199368605-199433514,40,24,17,10,23,23,24,31,32,22,71,19,24,21,27,15,28,18,50,10,23,7,30,24,46,20,28,15,24,24
chr21:39206108-39229436,2,1,0,1,2,3,1,3,1,3,6,3,3,3,1,2,1,2,2,0,3,0,5,1,2,1,1,2,1,1
chr5:108348399-108367953,2,4,3,2,4,3,5,1,5,0,2,2,3,5,1,1,4,3,3,2,0,1,3,3,2,2,3,2,1,3
chr6:79042843-79060818,2,4,1,1,4,8,8,7,3,2,5,3,3,8,4,3,3,3,2,3,1,2,5,1,8,5,6,7,6,2
chr5:72861808-72865729,0,3,0,0,1,2,4,1,2,3,5,3,4,3,2,3,1,0,4,1,0,1,3,0,1,6,7,2,1,1
