ID,CircRNACount-1032245-T,CircRNACount-1039868-T,CircRNACount-1042353-T,CircRNACount-1042745-T,CircRNACount-1043773-T,CircRNACount-1045386-T,CircRNACount-1045549-T,CircRNACount-1046191-T,CircRNACount-1046287-T,CircRNACount-1046349-T,CircRNACount-1046499-T,CircRNACount-1047291-T,CircRNACount-1047831-T,CircRNACount-1047912-T,CircRNACount-1048720-T,CircRNACount-1049983-T,CircRNACount-1050700-T,CircRNACount-1051316-T,CircRNACount-1054390-T,CircRNACount-1056166-T,CircRNACount-272577-T,CircRNACount-451368-T,CircRNACount-477022-T,CircRNACount-515975-T,CircRNACount-522638-T,CircRNACount-548142-T,CircRNACount-649867-T,CircRNACount-685749-T,CircRNACount-843725-T,CircRNACount-99272-T
chr7:39987599-40002031,7,1,7,5,5,2,5,8,3,12,1,13,8,11,2,11,21,6,1,1,1,9,2,2,8,7,8,2,1,1
chr20:38057532-38066256,2,1,3,4,1,9,2,4,2,10,6,4,3,7,6,0,10,0,7,1,2,2,4,2,3,3,8,6,2,3
chrM:5917-6057,11,11,1,5,11,4,1,30,8,10,34,9,7,0,7,8,10,29,18,22,7,32,9,8,10,1,11,11,25,6
chr12:32598497-32611283,11,3,4,7,9,2,1,5,3,1,7,5,2,3,2,7,3,9,7,1,2,7,5,5,4,2,2,19,7,4
chr18:21765772-21779685,25,19,6,23,19,1,13,10,1,16,24,8,28,2,19,29,15,1,2,16,4,1,13,11,11,8,26,1,11,1
chr2:159324225-159324477,14,1,1,1,2,2,1,9,6,2,13,1,2,2,1,0,1,11,8,5,0,15,2,2,9,13,7,10,7,2
chr9:93471141-93476338,10,3,4,5,13,14,3,12,9,9,7,9,10,15,7,4,18,5,6,8,1,9,7,8,8,6,5,4,2,7
chr16:58559804-58560362,1,2,3,3,1,2,0,2,2,3,1,2,1,0,2,0,4,0,3,1,1,6,2,3,3,1,4,4,5,3
chr22:36338293-36338566,2,1,0,0,5,4,0,4,2,5,7,4,3,1,1,0,8,2,1,4,2,5,4,3,1,1,8,1,8,0
chr16:68266593-68266721,2,0,2,1,4,3,1,2,3,3,1,5,3,3,1,0,1,1,6,3,1,1,2,0,4,3,2,2,5,0
chrM:10571-10732,5,2,2,2,1,4,2,1,3,0,5,4,2,5,0,0,5,5,3,0,1,6,2,9,9,5,1,0,7,2
chr4:139125164-139139497,5,3,1,1,2,2,0,2,6,0,7,2,2,3,4,4,1,0,3,1,3,0,2,0,2,4,0,10,3,5
chr14:49586763-49862639,1,5,5,3,7,1,4,0,3,3,1,0,2,3,1,1,1,3,1,3,1,3,6,2,0,6,0,11,2,6
chr5:95755396-95763620,22,4,17,13,1,7,14,8,18,16,10,25,9,4,6,1,14,12,15,6,6,17,22,5,17,9,5,1,11,15
chr19:5047476-5082504,3,8,3,2,7,4,3,3,7,2,5,1,3,2,0,1,3,7,1,2,2,4,4,3,7,4,5,2,4,2
chr14:49586653-49586849,4,7,2,6,0,3,2,4,2,4,6,3,4,2,1,1,12,5,3,2,3,5,3,5,4,0,3,3,4,5
chr7:6814764-6823360,0,4,2,1,5,1,2,4,3,1,1,7,4,5,4,3,3,2,3,4,1,4,2,2,2,3,1,1,1,0
chr8:47279862-47294030,6,8,11,8,1,7,1,9,3,8,9,5,2,10,4,4,7,1,8,3,2,1,4,0,5,3,4,7,14,5
chr11:65499781-65499892,5,1,6,10,2,4,2,7,8,3,2,1,4,3,5,5,4,4,10,4,2,4,4,1,2,12,7,1,17,4
chr12:27714780-27724186,6,5,3,1,5,1,1,0,3,2,1,5,2,3,7,4,5,3,6,1,4,5,1,4,5,2,5,17,5,0
chr21:41237513-41257326,5,4,0,0,3,4,2,0,4,5,1,2,5,2,6,2,6,3,0,3,2,2,5,3,3,0,2,4,0,2
chr8:140879471-140890769,4,1,2,11,5,10,2,4,2,5,8,6,3,2,0,2,10,3,6,4,2,3,7,3,6,2,2,4,7,2
chr18:46890580-46903635,1,4,0,1,1,4,1,3,1,2,1,0,1,3,3,1,4,2,2,2,0,2,0,1,2,1,1,3,2,6
chr11:57491224-57491862,7,1,5,3,1,7,2,3,2,5,2,5,2,1,1,0,8,2,2,7,0,2,2,8,3,3,0,7,3,2
chr12:49991998-49992655,0,0,3,3,4,3,2,1,2,1,3,2,1,5,1,1,5,3,1,0,0,1,4,1,2,2,1,2,1,2
chr14:49586801-49862778,0,2,0,1,1,1,0,3,3,1,4,0,0,2,4,2,3,2,3,2,0,3,5,1,2,3,1,5,0,8
chr6:31863555-31869637,9,5,0,1,8,1,0,1,1,5,0,5,0,0,4,1,0,0,6,1,2,6,1,2,2,4,4,4,2,1
chr22:22900976-22918201,4,3,6,6,5,1,0,4,0,2,2,3,1,4,12,2,4,1,4,10,1,3,20,1,1,6,8,0,7,19
chr8:100709133-100713181,1,2,4,0,2,2,1,0,3,5,3,5,1,6,4,0,4,1,2,0,1,3,2,0,4,1,3,3,4,2
chrM:5901-6189,8,3,1,4,4,2,2,3,4,2,6,1,3,0,0,4,5,8,4,2,5,8,4,2,10,1,8,0,3,1
chrM:4133-4223,3,1,2,1,2,1,1,5,0,1,3,3,1,2,1,0,7,3,1,4,0,5,2,4,2,1,1,1,9,3
chr9:710804-713464,5,1,0,3,0,6,1,1,1,6,3,2,4,5,2,3,4,0,1,2,2,1,1,1,0,2,3,3,1,1
chr8:141253989-141254629,21,11,7,26,18,43,9,22,12,12,17,12,28,25,10,13,20,5,11,19,23,12,20,9,14,8,11,5,35,30
chr2:159324230-159324482,9,3,2,3,3,1,2,1,6,0,10,3,2,1,1,3,0,7,2,5,0,8,1,0,6,3,10,14,1,2
chr14:20343129-20343277,2,3,3,3,0,2,1,0,0,2,1,2,0,0,2,2,0,1,2,1,0,1,2,0,4,2,0,6,3,1
chr9:35657758-35658019,4,5,2,13,1,10,9,13,1,5,14,5,8,2,6,4,6,12,13,5,4,8,6,4,6,3,5,2,11,2
chr2:61522611-61526521,10,6,7,7,7,3,2,12,5,7,12,8,6,11,4,3,11,4,8,10,3,7,7,2,7,12,12,8,7,6
chr12:116096669-116111512,1,1,4,1,2,3,1,0,7,4,2,1,0,3,2,0,3,3,2,3,1,1,4,1,3,1,1,3,5,4
chr2:72718103-72733118,8,3,14,6,8,11,4,7,4,5,6,6,9,2,6,8,10,7,2,2,2,3,2,2,4,6,2,5,5,7
chr10:49915917-49935142,5,1,4,7,7,2,2,1,2,6,4,1,4,9,1,3,2,3,5,1,1,3,2,2,2,1,1,5,2,5
chr20:35714185-35725155,5,2,19,12,12,14,1,10,14,10,13,39,4,16,7,9,17,6,9,13,3,8,9,3,6,8,9,19,9,7
chr21:8212392-8395607,12,1,2,1,3,2,0,5,3,3,6,3,2,1,1,0,6,1,10,2,0,4,2,4,0,5,2,1,6,2
chr17:39708321-39710481,8,3,5,2,8,9,3,2,5,7,1,9,9,21,4,3,3,5,9,2,5,11,3,2,5,3,10,8,1,7
chr22:36341370-36349255,1,0,1,0,1,3,2,3,2,5,3,0,3,1,2,0,0,1,6,5,0,1,2,1,3,1,0,4,3,3
chrM:7113-7232,4,3,1,4,1,0,1,6,3,2,4,4,2,1,2,0,2,2,2,3,2,7,0,4,2,1,9,2,8,1
chr4:37631385-37638504,6,3,1,0,8,2,2,4,6,3,4,3,6,3,2,1,6,2,5,8,3,9,1,1,3,11,8,7,2,7
chr8:60741259-60743097,3,1,2,7,5,8,0,4,2,7,4,14,3,3,3,2,5,1,1,4,4,1,3,5,6,4,2,7,6,2
chr9:35295696-35313989,3,14,2,6,6,3,2,3,7,1,7,4,6,6,2,3,10,5,7,1,4,1,2,4,3,5,9,6,12,5
chr7:100023419-100024307,31,30,3,25,7,1,12,22,26,30,62,67,2,2,1,1,39,1,1,1,2,38,2,18,27,1,50,9,46,60
chr20:63775678-63790790,5,2,3,3,4,6,7,3,7,1,6,1,1,1,2,4,7,2,6,4,5,3,5,1,11,11,3,7,5,2
chr7:100812747-100813208,18,8,11,6,11,10,3,9,7,8,12,17,7,14,7,9,35,11,11,20,6,15,9,2,16,12,15,37,16,5
GL000253.2:2580253-2664913,15,1,0,0,5,12,12,4,6,4,22,0,2,0,19,0,0,7,0,0,0,12,0,6,0,16,0,0,0,17
chr4:109491327-109494856,5,2,0,0,2,2,4,4,1,1,4,4,4,4,1,0,2,5,6,5,1,4,3,0,0,7,4,1,7,3
chr11:65501768-65501957,7,5,1,1,3,4,6,2,6,5,4,3,6,3,4,1,3,2,4,6,3,13,2,0,3,7,3,3,15,2
chr21:46349012-46349820,1,1,1,0,2,0,0,2,2,0,2,1,4,1,2,3,0,5,2,0,1,3,2,1,3,2,2,5,2,1
chr11:65499750-65499859,7,3,4,12,5,9,0,6,2,3,9,8,7,5,3,2,4,5,6,8,2,6,0,9,2,7,6,3,13,2
chrM:10952-11070,1,1,2,2,2,2,1,1,0,0,0,4,1,3,1,0,5,7,3,3,0,0,2,3,6,4,3,1,3,1
chr19:12928342-12928847,24,11,6,4,19,19,10,8,11,14,26,16,14,14,5,7,13,12,17,12,7,9,11,10,16,16,22,26,9,4
chr1:23030469-23050520,8,3,4,4,9,9,4,2,6,3,5,8,5,7,6,1,4,9,6,2,2,6,5,1,4,6,2,8,3,9
chr2:32377588-32395593,5,3,2,8,2,2,0,2,1,2,0,5,2,2,0,1,6,1,0,0,3,2,1,2,0,1,3,2,1,3
chr20:34072066-34078553,5,0,0,2,4,2,0,0,3,2,1,1,0,5,0,0,3,1,2,5,0,0,1,1,3,3,3,3,2,1
chr15:29761139-29773357,3,3,0,3,1,1,3,2,2,2,3,0,4,3,1,0,0,0,0,1,0,4,1,4,1,2,0,2,1,2
chr7:149153945-149154340,4,3,1,2,3,0,0,1,2,2,0,4,3,1,0,0,5,1,3,3,0,2,1,2,3,3,1,5,3,0
chr20:62256057-62263691,3,0,3,6,3,8,2,2,4,5,3,3,2,5,4,0,6,0,3,1,1,1,0,0,2,0,2,3,3,0
chr18:21765772-21819646,3,2,0,4,3,2,4,2,3,0,1,3,6,11,1,6,0,8,0,2,0,6,6,1,6,2,4,4,3,6
chr11:65501247-65501561,5,7,4,7,13,7,6,4,6,2,5,6,6,2,8,5,10,6,1,1,4,2,7,1,1,2,5,5,21,7
chr7:80789306-80810701,5,0,3,3,1,5,1,6,3,1,6,2,1,10,1,0,10,1,8,2,3,1,0,0,0,2,3,0,2,0
chr10:84371014-84373815,2,1,5,6,1,3,2,2,3,1,3,2,4,3,0,1,4,1,2,4,0,3,2,2,2,1,1,5,1,3
chr11:65499719-65499833,2,4,2,2,12,3,4,1,7,5,5,2,3,5,4,1,3,2,9,1,3,2,3,7,2,7,0,1,10,3
chr11:129123446-129164427,1,4,2,4,4,1,5,4,1,2,4,3,3,7,2,1,2,1,6,5,4,2,2,1,12,3,3,11,2,3
chr9:35546430-35548535,6,0,0,5,0,2,0,1,2,0,3,2,2,1,0,1,3,3,2,4,2,1,0,1,1,7,2,2,4,0
chr20:35716740-35725155,4,2,3,4,6,8,1,3,3,10,7,9,3,2,0,2,4,1,3,6,1,3,5,1,4,2,3,5,3,2
chr9:133019660-133019841,6,1,3,1,0,7,2,4,2,0,7,5,6,6,0,0,2,2,5,2,0,3,1,4,2,0,1,1,5,1
chr10:5773842-5800705,1,0,4,8,6,5,2,3,2,2,3,4,2,6,2,1,9,1,3,0,0,2,4,1,4,2,2,5,3,2
chr11:65505524-65505737,6,2,1,6,2,2,2,9,5,5,2,12,2,4,2,5,4,8,10,4,2,7,4,7,3,5,5,3,17,1
chr1:247155566-247159813,17,16,16,34,15,17,13,18,10,15,16,14,3,20,14,8,28,18,15,19,16,20,24,4,27,16,21,16,17,21
chr11:36227085-36227430,4,1,4,2,3,7,3,1,5,1,2,5,2,4,2,2,11,2,4,2,2,2,1,0,5,3,1,1,6,5
chr9:14146689-14179780,2,2,0,0,1,5,1,0,3,0,1,2,0,2,2,2,4,2,2,0,0,2,5,0,2,0,1,6,1,2
chr11:65500417-65500507,1,2,4,1,2,4,2,6,1,4,0,2,1,1,0,0,2,1,7,5,1,2,1,2,0,1,2,0,6,1
chrM:7169-7285,7,14,6,2,8,4,6,6,4,6,10,1,9,9,4,2,12,9,6,9,4,6,5,3,14,6,2,0,3,1
chr17:61776401-61780401,4,0,2,5,10,3,1,0,0,2,6,4,0,4,2,1,5,3,2,0,0,0,2,0,1,2,0,3,1,0
chr5:128131067-128141981,1,6,2,1,7,5,3,6,11,10,2,6,3,6,1,11,3,3,4,3,3,6,7,4,1,2,1,6,6,2
KI270733.1:124892-169977,1,1,6,10,6,3,2,0,3,5,3,3,2,4,3,2,1,1,0,1,14,2,4,1,1,15,0,5,11,4
chr11:65500490-65500621,2,0,2,1,2,2,0,1,0,3,1,2,1,2,0,0,6,3,3,2,2,3,2,3,1,4,4,2,7,2
chr14:22906195-22911403,4,0,3,0,5,3,3,0,3,1,8,2,2,1,4,4,4,0,4,6,2,4,3,1,1,1,2,9,0,4
chr2:63856306-63857936,4,2,3,4,5,4,3,4,4,3,9,2,3,5,2,4,5,4,4,2,2,3,5,2,6,5,1,8,7,5
chr14:45118028-45130790,2,0,3,5,2,3,1,3,3,1,1,0,2,1,3,0,3,2,3,1,1,4,1,2,2,4,2,1,3,4
chr2:58198594-58232112,5,2,2,3,2,5,1,3,4,1,4,2,0,5,2,3,10,5,0,7,0,3,3,7,4,3,0,6,4,16
chr8:70213903-70216764,7,4,12,15,12,8,0,3,0,5,9,4,4,14,3,3,5,4,10,11,1,4,2,6,5,9,3,7,9,6
chr21:37420299-37430400,2,0,2,3,3,3,1,2,3,3,5,1,4,3,1,2,1,1,1,3,4,5,1,1,4,0,4,6,1,0
chr5:176943335-176958154,11,5,20,24,10,11,5,9,16,7,12,13,4,6,6,2,16,10,7,9,7,4,12,1,13,5,4,4,5,12
chr5:57246300-57251141,4,5,4,5,11,2,3,6,2,6,7,2,6,6,5,4,10,3,6,6,3,3,3,4,4,5,3,9,9,8
chrM:6925-7113,1,2,0,0,7,1,1,4,2,2,5,1,5,4,2,1,1,4,4,1,1,3,2,2,0,2,0,3,2,2
chr2:109585126-109593119,1,2,1,3,6,2,1,1,2,1,3,1,1,3,1,2,3,1,2,1,1,2,0,1,3,0,0,3,2,2
chr4:1900626-1918623,2,2,0,0,3,2,1,1,4,2,2,4,4,7,4,1,2,1,1,0,0,2,1,2,2,0,1,3,0,2
chr1:20757166-20773610,6,3,3,4,5,5,0,0,2,1,4,2,3,6,1,1,4,8,3,4,2,6,3,2,1,5,1,9,3,6
chr16:68121987-68123121,29,15,14,22,19,33,8,10,14,11,18,16,18,8,12,7,28,8,17,1,4,14,14,7,8,1,11,1,15,1
chr7:24620052-24668660,3,7,3,4,2,7,4,3,3,5,5,2,1,4,1,1,2,2,1,8,3,1,3,1,2,2,4,4,1,4
chr6:79042843-79060818,2,3,0,14,3,7,3,2,2,2,1,9,4,6,2,2,12,3,5,0,0,0,1,1,7,0,0,2,1,4
KI270733.1:129406-174940,39,0,9,1,17,16,3,21,0,0,28,0,0,3,14,14,13,35,11,12,1,17,4,2,8,0,26,0,20,14
chr5:66053406-66054951,5,4,3,3,2,2,1,2,5,1,4,1,4,1,5,2,1,0,3,2,6,1,5,1,5,1,4,4,1,7
chr11:65500421-65500513,3,3,4,2,1,2,1,2,3,1,5,1,2,2,2,1,1,4,3,0,0,1,0,0,2,2,5,2,8,1
chr10:96944113-96952196,2,1,3,4,2,3,0,2,2,2,2,2,0,4,1,1,3,0,0,2,1,2,1,0,1,0,2,2,0,2
chr2:199308760-199328910,9,0,2,0,13,6,1,3,3,1,6,11,0,0,5,1,7,0,14,0,1,0,4,1,2,2,3,2,2,3
chr6:43055545-43056445,7,0,2,1,4,2,2,1,3,9,5,7,3,2,1,1,5,3,4,3,1,1,1,2,5,1,3,8,2,2
chr12:120782655-120791557,1,2,4,4,5,2,0,1,4,1,3,5,2,3,2,1,4,4,1,0,1,4,2,1,2,2,3,1,1,3
chr15:64499293-64500166,1,1,1,1,1,13,1,18,31,11,15,7,1,1,10,2,1,2,1,16,1,24,18,13,7,2,6,8,17,3
chrX:24172715-24179770,4,0,4,1,0,5,1,7,2,1,6,1,3,7,4,0,9,2,2,2,3,1,2,0,0,1,2,9,4,6
chr1:160323431-160332557,0,2,0,1,3,1,4,3,1,2,4,4,2,4,6,2,5,2,4,0,0,5,4,3,6,6,1,3,7,3
chr11:65500464-65500621,2,2,2,1,2,3,2,0,1,1,7,2,0,2,4,0,0,0,4,3,1,1,3,0,1,5,1,0,2,0
chrM:8439-8493,1,2,3,0,6,3,0,2,7,4,0,3,5,2,2,3,3,1,2,1,1,0,0,0,12,2,0,1,6,4
chr8:18867674-18872733,2,2,2,0,2,4,3,0,3,3,7,0,0,3,1,4,0,3,2,4,1,8,2,1,0,3,2,0,1,1
chr6:82210814-82212793,1,3,4,3,6,4,3,0,3,1,0,0,0,5,2,5,0,3,0,0,4,3,2,1,2,4,2,2,1,3
chr5:69174877-69175537,7,4,1,10,17,3,4,5,4,3,5,14,7,9,1,7,9,10,8,3,2,10,5,4,8,9,6,1,2,8
chr11:77683710-77693611,1,5,9,5,4,16,3,2,7,3,7,6,4,4,5,2,5,2,7,2,2,3,5,5,9,5,6,11,3,12
chr5:618990-620261,2,0,0,1,3,3,1,2,1,1,2,0,6,4,3,3,2,1,1,2,2,1,3,1,0,3,0,6,1,0
KI270905.1:4737029-4747949,1,4,4,2,0,3,1,1,2,3,1,3,0,1,0,4,0,3,4,0,0,4,4,0,3,2,5,1,0,7
chrM:7698-7970,5,1,0,3,4,0,4,4,2,6,5,4,5,8,0,1,1,7,8,2,5,1,4,3,7,1,2,2,8,3
chr9:131436620-131439061,3,1,4,1,5,3,0,2,2,0,3,3,4,1,2,1,1,2,2,4,1,0,1,0,3,6,3,3,2,1
chr17:59839990-59840217,3,3,4,5,8,6,2,1,2,1,7,2,2,3,0,6,2,0,1,1,1,0,6,1,1,1,1,0,2,1
chr11:65502175-65502339,6,7,6,7,12,5,5,13,3,6,0,6,0,7,2,4,1,8,8,1,5,6,2,6,2,12,8,2,17,3
chr5:179716245-179719782,1,3,1,4,2,0,5,0,2,2,4,3,3,3,1,5,0,2,0,2,1,2,1,0,3,1,0,0,3,2
chr18:58934433-58953799,5,1,2,4,5,4,1,6,6,4,10,4,2,2,3,1,2,0,1,5,1,0,4,6,3,3,2,2,1,5
chr14:20343088-20343237,4,1,1,4,1,3,3,3,1,3,5,1,0,2,5,1,4,2,4,2,0,0,1,2,0,3,1,3,1,1
chr14:49586763-49862621,0,3,3,2,7,1,4,2,1,1,4,0,1,2,2,0,1,2,4,9,1,7,3,0,2,6,0,6,3,7
chr5:65451475-65473952,4,1,2,3,0,1,0,2,5,2,9,1,3,2,4,0,0,1,1,2,1,1,0,0,2,3,0,4,2,5
chr12:6537352-6537715,2,3,1,3,4,2,1,3,1,0,2,2,3,1,1,1,2,1,2,1,0,2,2,4,3,1,2,1,2,1
chr9:33351560-33352719,8,4,7,2,8,1,2,3,5,1,1,9,3,4,3,2,0,2,3,1,1,5,2,2,6,5,2,10,1,5
chr2:239990074-240007370,4,3,4,13,11,6,2,5,7,2,13,6,1,6,4,6,5,4,6,11,5,5,1,2,7,5,2,2,2,8
chr14:49586764-49862844,2,2,2,2,6,2,5,6,12,2,19,0,4,0,10,2,4,10,20,10,3,22,8,1,5,17,0,8,8,4
chr22:45178238-45178900,3,3,5,2,2,3,3,3,2,4,6,4,5,6,2,1,5,2,2,4,1,4,3,0,3,3,4,5,4,3
chr21:8208499-8435732,5,6,10,22,3,11,1,0,2,6,10,4,1,43,4,16,1,0,17,2,7,5,11,8,44,36,1,0,7,5
chr10:126970702-127127764,8,2,1,12,8,2,2,12,5,4,3,2,11,3,2,7,7,5,20,5,7,15,9,1,3,1,0,3,12,3
chr1:155438327-155459898,6,1,2,5,5,4,3,1,4,2,3,8,7,1,6,3,12,0,5,5,1,3,2,0,1,3,4,8,6,13
chr20:58438945-58441083,2,0,2,2,1,4,0,0,5,2,2,2,2,2,0,1,7,0,3,2,2,1,0,0,2,3,2,8,2,1
chr12:1027748-1028572,7,2,0,7,0,8,1,7,3,3,4,0,2,3,3,3,3,0,2,4,0,6,4,0,11,1,3,1,4,1
chr11:72984088-72989097,1,1,7,2,5,3,0,0,6,4,1,3,2,4,0,1,5,1,1,4,1,2,2,1,0,4,1,6,2,3
chr1:45640210-45642499,8,3,3,2,3,4,3,5,2,3,6,4,2,2,0,1,3,1,5,5,0,3,3,3,1,3,5,8,5,4
chr3:172251260-172262083,1,1,4,3,1,1,2,3,1,0,9,5,4,3,3,0,10,2,1,5,1,4,3,2,11,4,3,5,1,3
chr17:49311312-49312845,2,2,6,2,9,1,1,1,4,1,10,4,2,4,3,1,1,0,2,2,1,5,6,1,4,4,1,2,3,3
chr7:156966270-156967092,1,2,3,3,4,5,1,1,2,4,4,3,4,8,0,2,5,3,1,4,0,3,5,1,2,7,1,7,0,0
chr2:230442937-230450255,5,2,3,1,7,7,1,1,3,1,10,5,0,4,3,5,2,6,1,2,5,3,6,3,2,8,3,6,7,1
chr8:37765526-37766355,3,2,1,0,6,6,1,1,3,3,3,3,5,5,3,0,8,2,4,7,2,3,1,4,3,14,7,7,2,4
chr5:74634684-74636498,14,6,5,13,0,2,2,5,6,3,6,6,4,9,3,3,8,7,2,1,4,5,3,2,2,1,5,8,6,3
chr2:189791790-189818180,6,4,3,12,1,2,3,5,6,5,6,4,6,16,6,2,6,1,2,6,3,7,4,5,3,9,5,11,3,5
chr18:62539681-62550460,5,5,3,2,10,2,1,2,6,2,0,5,8,4,1,1,4,2,2,3,0,6,0,1,2,6,7,8,2,6
chr14:65561337-65561766,8,6,5,22,2,10,8,10,12,7,3,7,8,22,1,2,17,6,5,8,2,11,15,7,1,7,6,10,5,7
chrM:8133-8273,1,2,0,0,5,2,0,2,0,1,2,2,2,0,0,0,1,2,1,2,3,4,1,4,0,3,0,2,2,1
chr12:6967339-6967519,4,3,2,1,3,1,2,4,1,3,6,0,4,1,4,9,3,10,6,3,0,2,4,1,5,4,1,1,1,2
chr1:48355670-48359770,6,3,2,1,3,0,1,1,3,2,1,0,6,2,4,4,3,0,2,1,1,1,2,2,2,1,0,8,4,2
chr7:74728786-74965098,9,11,1,10,9,1,6,4,5,7,12,0,3,10,7,4,5,12,11,9,5,0,7,8,17,11,8,8,19,6
chr4:1225360-1241519,0,7,4,2,3,1,2,6,3,6,4,4,6,6,3,3,7,2,6,7,2,5,5,1,3,7,5,5,3,5
chr22:41808875-41813822,6,0,1,5,6,5,4,2,1,4,0,6,6,9,4,4,12,5,1,3,1,2,5,0,3,3,4,8,3,2
chr17:59839768-59839895,7,7,4,5,5,5,5,5,0,1,6,2,2,2,4,2,4,3,1,1,5,9,1,4,0,6,1,2,6,4
chr5:145764931-145826200,7,3,4,4,10,4,1,4,4,3,11,7,2,2,4,4,1,11,6,1,2,4,5,3,2,3,6,1,3,2
chr20:56381433-56384324,3,1,11,8,19,3,2,1,2,4,5,4,4,6,2,4,3,3,9,1,3,1,3,0,4,2,4,4,0,2
chr3:149846011-149872154,4,0,6,7,5,3,6,3,2,4,2,3,3,3,1,0,0,0,1,1,1,4,4,0,4,3,0,4,3,5
chr11:65422983-65423218,2,5,1,5,3,4,4,7,5,1,4,5,2,3,2,3,3,2,3,2,0,4,1,2,3,1,10,1,5,2
chr7:100991692-101000595,54,0,1,7,25,0,1,26,24,14,51,0,0,0,19,0,33,0,18,17,0,0,13,9,0,51,51,0,151,12
chr3:50065031-50066502,4,3,3,2,6,2,3,2,2,4,7,6,2,4,0,3,10,4,4,3,2,0,7,1,3,2,2,8,6,5
chr2:48328561-48346751,1,0,2,9,0,3,0,0,2,3,2,2,3,1,1,1,5,1,1,2,5,0,6,0,3,3,0,3,2,1
chr11:65505856-65505953,7,2,1,3,4,1,2,1,0,0,2,0,2,1,2,0,2,6,3,4,1,1,0,1,2,2,1,0,12,2
chr22:32478981-32479275,8,2,3,0,2,6,0,3,9,4,4,1,4,6,1,0,3,3,3,3,0,3,6,3,3,7,4,7,3,6
chr11:65502173-65502360,0,2,6,2,5,2,1,1,0,2,2,0,0,0,1,3,1,2,2,4,2,1,2,4,0,1,0,2,3,0
chrM:7109-7228,3,3,1,4,1,0,1,6,2,0,4,4,2,1,2,0,2,2,1,3,2,6,0,4,2,1,9,2,8,1
chr2:214767482-214781509,4,1,9,6,6,7,3,3,3,2,4,1,3,11,2,2,11,4,3,1,3,4,6,2,2,5,1,6,4,3
chr5:138810038-138827718,7,2,0,4,2,3,3,2,4,2,1,2,3,1,3,1,2,1,2,3,1,6,1,3,1,1,2,8,1,5
chr14:99257471-99257836,2,0,0,0,2,0,0,1,3,3,0,0,0,2,2,2,6,1,2,1,0,3,2,1,6,3,1,2,2,2
chr2:190659158-190673152,8,11,7,10,1,19,2,6,9,3,10,3,7,1,6,1,11,16,3,12,7,3,9,12,6,10,4,21,5,12
chr7:158788004-158799072,3,1,9,3,7,4,4,4,0,3,3,8,4,7,1,1,7,7,4,3,4,4,3,3,1,0,5,6,4,11
chr4:6994184-7001251,3,0,3,3,3,6,4,1,2,4,2,1,0,3,3,0,3,1,3,1,1,4,1,0,3,0,1,4,2,2
chrM:5902-6118,14,2,1,5,4,1,1,15,2,2,13,9,6,0,1,2,7,13,5,5,3,6,2,6,5,1,6,4,4,1
chr16:87748673-87762040,3,1,1,4,4,2,0,0,3,4,1,0,2,3,0,5,4,4,1,1,0,2,3,0,3,3,3,3,3,3
chrM:6584-6700,3,2,2,5,5,5,2,4,1,4,1,0,0,3,4,4,2,5,2,3,3,3,3,4,4,1,3,6,4,2
chr6:138943513-138944622,8,10,14,2,13,19,2,7,12,7,8,6,12,7,11,3,9,10,14,9,2,14,12,5,6,8,5,10,5,14
chr3:172251260-172310881,4,0,7,8,2,3,2,6,4,0,4,6,1,0,1,2,1,2,6,1,1,1,2,4,3,2,1,4,3,4
chr11:65499609-65499755,2,9,5,8,8,1,0,3,2,9,4,3,2,1,1,0,3,2,7,1,2,2,6,3,4,14,1,2,11,6
chr14:49862577-49862646,8,3,2,5,6,5,0,5,4,6,7,5,2,4,2,1,2,5,5,5,0,3,3,1,6,5,10,3,7,1
chr5:43675511-43704400,3,1,4,2,3,2,1,2,0,4,0,2,1,1,2,2,2,1,2,4,1,0,2,0,2,0,3,2,3,1
chr11:65499788-65499944,0,1,1,1,3,2,0,3,0,3,0,0,2,3,2,1,1,2,2,2,0,2,0,1,0,2,2,2,7,1
chrX:47846105-47895940,6,2,2,9,6,7,3,5,4,3,7,6,3,2,5,2,10,3,4,7,1,2,1,0,4,1,8,6,7,2
chrM:11748-11803,7,6,6,6,3,2,4,5,6,7,5,10,6,5,2,0,3,13,6,3,3,7,6,7,20,2,7,3,8,0
chr2:47373463-47374048,2,1,5,2,3,3,1,3,2,3,7,8,2,10,1,1,15,2,6,2,0,1,4,2,6,4,2,6,2,4
chr2:88801099-88804880,1,4,4,3,7,7,2,4,8,2,3,2,0,2,1,1,2,0,1,8,1,0,4,0,0,9,5,4,0,7
chr6:130926605-130956499,11,3,3,0,8,4,3,4,7,5,7,6,2,5,1,2,1,2,2,2,3,2,1,2,1,3,4,5,2,1
chr1:172551512-172557794,1,3,3,4,1,2,1,0,3,1,3,1,2,4,2,4,2,1,1,3,1,1,3,2,0,1,1,2,3,1
chr6:87210451-87218731,5,3,2,5,4,3,0,2,2,2,7,7,6,1,2,1,7,2,1,2,2,4,7,7,3,4,2,11,6,4
chr16:87975048-87984259,7,1,1,1,9,9,3,6,1,6,2,7,9,20,9,0,7,5,5,7,7,2,4,4,1,5,7,4,9,7
chr11:65500547-65500613,7,3,2,5,11,7,1,7,1,9,7,6,8,5,5,0,12,3,8,11,2,6,2,6,6,4,7,2,20,2
