ID,CircRNACount-1032245-N,CircRNACount-1039868-N,CircRNACount-1042353-N,CircRNACount-1042745-N,CircRNACount-1043773-N,CircRNACount-1045386-N,CircRNACount-1045549-N,CircRNACount-1046191-N,CircRNACount-1046287-N,CircRNACount-1046349-N,CircRNACount-1046499-N,CircRNACount-1047291-N,CircRNACount-1047831-N,CircRNACount-1047912-N,CircRNACount-1048720-N,CircRNACount-1049983-N,CircRNACount-1050700-N,CircRNACount-1051316-N,CircRNACount-1054390-N,CircRNACount-1056166-N,CircRNACount-272577-N,CircRNACount-451368-N,CircRNACount-477022-N,CircRNACount-515975-N,CircRNACount-522638-N,CircRNACount-548142-N,CircRNACount-649867-N,CircRNACount-685749-N,CircRNACount-843725-N,CircRNACount-99272-N
chrM:8187-8289,0,3,0,1,0,2,7,4,0,3,5,6,0,0,0,5,4,1,2,0,0,0,3,0,2,2,7,3,4,4
chr6:42663258-42666245,2,3,1,2,2,3,3,1,1,2,2,4,2,2,0,0,0,1,1,2,1,2,1,2,1,0,3,0,2,2
chr18:47865059-47896809,7,6,1,3,5,7,3,4,3,1,0,5,2,7,2,5,2,3,4,2,6,4,5,3,2,4,5,9,5,7
chr9:6420912-6434173,4,3,2,3,4,3,6,2,2,0,3,2,3,2,1,10,4,1,2,3,2,3,6,2,1,7,4,3,2,5
chr15:80112205-80112456,3,2,1,1,1,0,2,4,2,2,4,3,1,2,0,3,1,5,3,1,0,1,4,0,3,1,1,3,0,5
chr3:179203544-179204588,1,1,2,2,4,4,2,3,3,0,8,4,4,4,2,2,3,1,1,3,0,1,2,2,1,0,3,2,2,3
chr16:68266593-68266721,4,3,2,2,3,3,5,2,6,1,3,5,5,5,3,3,4,1,3,2,1,1,5,1,1,3,6,4,8,3
chr8:22196680-22197420,5,1,0,0,3,2,1,1,0,1,4,1,4,0,6,1,2,3,2,1,3,3,0,1,2,2,4,3,1,4
chr18:46890580-46903635,0,6,2,3,6,2,3,2,7,1,2,8,5,2,2,3,2,3,5,5,4,2,6,2,0,3,4,3,0,4
chr2:199380364-199433514,1,5,0,3,3,1,8,5,3,1,1,2,5,1,0,5,4,5,7,4,2,3,3,6,4,2,3,3,4,7
chr5:74745678-74750667,0,0,1,0,2,2,8,1,4,3,4,1,1,3,3,4,2,1,2,2,1,1,1,3,2,5,4,3,1,4
chr11:62521953-62522126,2,4,0,4,3,1,6,3,2,4,0,2,3,4,0,2,0,2,5,2,1,2,1,0,0,7,1,2,3,3
chr7:27629371-27649633,5,6,4,5,10,10,6,8,6,7,8,9,8,4,5,7,6,3,8,9,1,8,3,1,10,7,4,3,7,4
chr16:31090775-31091342,7,11,7,9,11,12,13,5,6,1,5,6,5,8,2,5,7,5,7,6,3,10,11,9,3,8,5,5,10,9
chr18:44949881-44953340,5,8,6,0,6,1,13,2,3,1,7,1,3,6,7,8,2,7,2,9,5,1,5,1,1,1,6,5,2,6
chr4:1900626-1904378,2,5,3,2,6,3,5,3,8,1,1,3,4,5,2,3,1,3,3,2,8,1,3,2,1,6,1,7,2,3
chr17:28163543-28172618,3,2,0,0,2,2,3,3,0,2,2,6,1,1,1,6,1,1,1,2,1,2,3,0,1,2,4,4,3,6
chr16:56385919-56389375,3,0,3,3,3,5,3,2,1,2,3,2,1,1,0,5,2,0,1,2,0,3,0,0,2,8,1,2,2,4
chr4:48369849-48383784,18,12,4,7,11,6,12,15,18,5,17,12,17,6,3,12,4,8,18,10,7,14,18,1,7,12,16,9,12,20
chr6:144781922-144803147,5,2,4,7,5,8,5,1,4,6,8,3,5,4,1,5,4,3,3,2,2,4,8,2,2,4,0,4,6,6
chr8:30101898-30104486,1,3,4,2,1,4,4,2,3,1,2,8,2,6,2,3,0,1,2,2,3,4,7,3,3,3,5,1,2,1
chr2:63856306-63857936,13,14,2,14,8,12,12,4,5,9,11,12,10,11,5,10,8,9,14,7,10,6,16,6,1,7,8,9,9,15
chr3:195625331-195729739,1,2,7,0,0,11,1,8,1,2,5,2,2,2,2,5,1,1,7,6,1,0,5,3,6,5,5,1,0,2
chr12:120958444-120960298,3,2,2,4,3,2,1,3,3,2,5,2,2,0,1,1,1,2,4,4,2,2,2,0,0,1,2,0,0,7
chr2:61522611-61526521,10,8,8,4,4,9,8,7,9,6,4,13,5,10,0,2,6,7,5,6,3,9,12,5,5,5,5,10,5,7
chr15:90217439-90219891,1,2,0,2,1,2,4,1,3,0,2,4,2,0,0,1,2,1,3,0,4,3,2,4,0,4,3,2,1,3
chr7:100991692-101000595,53,84,23,13,100,0,36,38,49,50,82,0,0,27,137,8,175,0,87,87,0,0,31,14,42,314,68,0,167,11
chr1:113829592-113834439,18,10,12,18,27,28,38,9,10,13,14,19,22,17,9,24,15,10,19,7,7,21,20,14,16,20,14,16,11,24
chr14:65561337-65561766,10,4,5,8,6,12,14,10,6,5,2,9,9,8,4,6,7,5,5,7,6,4,9,3,7,2,5,11,5,1
chr12:124912507-124913190,3,4,2,3,6,2,8,6,2,4,6,4,2,2,3,1,2,8,6,7,0,8,2,0,1,5,4,5,2,6
chr17:19062002-19188105,3,2,1,0,0,6,1,0,1,1,8,0,0,1,7,0,1,0,15,0,3,6,3,8,3,4,12,4,3,0
chr3:172251260-172262083,1,1,2,1,2,5,1,1,6,5,2,2,1,3,1,0,2,0,4,3,1,2,1,3,4,1,2,7,3,5
chr15:74923648-74929232,0,3,0,1,4,3,4,2,0,4,4,3,2,5,0,0,1,1,3,1,1,2,2,4,1,5,2,3,1,1
chr3:51541498-51590559,0,5,2,4,2,5,5,0,5,1,3,3,5,1,1,3,1,3,2,2,0,3,3,3,2,1,3,4,1,4
chr14:39033517-39033642,2,3,1,2,0,2,8,2,3,0,0,7,2,2,4,0,2,3,5,1,3,2,4,1,2,3,3,2,2,3
chr16:21962460-21976243,3,6,5,1,1,1,7,2,3,3,3,5,1,4,1,4,1,1,1,3,0,2,5,1,1,5,6,0,0,9
chr6:144487548-144493456,0,3,3,2,2,2,8,4,1,2,3,2,5,4,1,3,4,2,2,3,1,1,0,5,4,4,3,3,5,5
chr15:62007308-62013992,11,3,2,1,3,13,7,4,9,7,12,10,6,7,9,8,8,4,6,10,3,4,2,3,4,4,7,4,9,7
chr3:101168648-101177102,2,0,2,9,1,4,3,4,1,1,1,3,5,3,2,10,0,0,3,0,0,0,4,0,0,3,2,3,3,7
chrM:9055-9181,1,4,2,0,3,2,0,0,4,0,5,4,3,1,2,1,2,1,8,1,1,4,6,1,5,7,1,8,9,2
chr17:4282798-4307123,4,3,1,1,2,0,1,1,3,1,1,4,3,2,2,0,1,2,2,0,3,0,3,3,0,2,1,2,4,1
chrM:11227-11404,2,13,2,4,8,5,4,4,9,10,4,10,3,10,7,6,3,4,13,5,1,3,8,0,11,9,4,5,8,3
chr9:710804-713464,4,1,3,3,3,3,1,2,3,0,2,1,3,3,2,5,3,3,1,2,4,2,3,3,1,3,3,1,2,1
chr19:40583398-40583717,1,2,1,3,2,2,2,2,2,1,3,5,1,8,1,1,1,0,5,3,1,1,1,0,0,2,2,1,2,2
chr4:2351156-2351714,2,1,1,0,2,2,4,2,1,2,2,1,1,0,0,0,3,3,2,2,1,4,1,1,3,3,2,1,0,1
chr13:26337567-26353880,1,2,1,0,2,2,5,2,2,0,1,2,2,5,1,2,2,2,3,2,1,2,2,5,1,1,3,2,2,5
chr18:9583117-9595102,4,4,4,8,13,6,16,2,5,8,8,10,8,5,5,6,6,3,5,10,3,8,4,4,12,10,10,7,7,8
chr7:101004978-101005145,2,0,0,0,2,3,1,0,1,4,3,5,2,1,5,0,1,3,6,3,4,2,0,2,1,3,2,1,3,2
chr14:106269016-106557248,1,1,5,2,1,0,6,3,0,0,2,3,0,4,0,1,8,2,1,5,2,1,6,0,0,5,1,2,2,1
chr12:101714090-101716812,0,1,2,1,3,0,5,7,6,1,2,2,3,4,1,1,4,1,1,0,2,0,1,3,0,4,2,1,1,7
chr11:65500864-65501205,8,5,4,3,8,7,7,7,5,7,9,4,1,5,1,7,9,5,12,5,3,6,6,5,8,2,2,9,6,9
chr10:60084602-60085253,1,4,3,0,2,2,4,3,3,0,2,1,1,0,0,2,3,3,2,2,2,2,1,0,1,2,3,2,0,4
chr1:631902-632096,0,2,4,1,4,4,2,5,2,4,4,5,0,3,10,6,2,3,6,9,3,1,3,5,6,5,7,4,7,3
chr14:65430216-65455718,0,2,1,0,4,0,8,2,0,2,0,4,5,0,1,4,0,2,2,3,0,0,4,0,2,2,2,4,1,1
chr2:199323803-199381820,5,3,0,3,3,5,2,4,6,2,5,7,2,1,0,6,6,2,2,5,3,3,7,2,2,3,1,3,2,10
chr9:33948374-33953474,1,1,0,1,3,4,6,2,2,2,4,1,2,0,1,3,4,3,1,3,2,4,3,2,1,4,2,6,4,2
chr11:3731391-3753408,0,4,1,1,3,4,5,4,2,3,3,3,4,3,2,3,0,1,3,1,2,2,3,3,4,2,4,0,1,7
chr9:83678441-83686155,5,9,4,8,8,9,10,7,11,7,1,4,11,8,2,6,5,12,2,13,9,6,11,10,4,9,10,8,4,9
chr10:31908172-31910563,15,16,14,23,23,28,34,15,13,17,15,13,18,15,12,17,15,6,20,18,11,7,26,14,8,29,11,14,13,25
chr14:49586763-49862621,1,5,2,0,5,3,6,0,6,0,6,3,3,3,2,1,2,5,9,6,3,0,9,6,1,10,2,6,5,3
chrM:7146-7285,5,1,3,1,1,3,8,3,1,1,2,2,3,1,13,6,3,0,4,3,5,4,5,2,2,7,8,1,1,0
chr3:43299754-43303792,0,1,5,2,2,11,5,2,4,2,2,2,3,1,4,0,3,1,1,6,1,6,2,3,2,4,1,6,3,4
chr3:119503532-119517315,6,0,3,0,2,5,6,1,1,3,3,3,1,4,2,2,2,2,2,3,2,4,6,3,2,3,4,3,3,7
chr2:88801099-88804880,7,11,7,3,12,17,18,4,9,6,1,27,14,11,1,11,8,3,10,11,9,9,21,3,7,2,12,12,19,22
chr11:57491224-57491862,4,4,5,3,4,7,8,9,2,2,10,10,2,2,5,3,5,5,7,5,2,6,3,2,3,4,4,3,7,3
chr21:8213101-8440803,3,0,1,8,29,13,10,0,8,1,12,0,1,0,13,1,1,2,14,2,20,3,2,0,15,7,15,6,8,1
chr11:65502112-65502336,2,2,1,3,2,8,3,0,0,1,0,2,2,1,3,1,2,2,1,2,0,0,3,5,1,5,0,3,1,1
chr17:56848696-56856625,4,3,3,1,3,2,7,3,4,3,2,4,2,2,1,3,4,3,4,4,2,2,5,7,1,7,3,5,0,6
chr9:111574734-111586165,1,1,0,2,1,3,1,2,0,0,1,2,4,5,1,2,2,0,0,2,3,2,8,0,1,1,2,5,1,3
chr1:206934460-206934693,21,16,14,15,19,8,32,8,20,9,2,13,10,8,2,11,11,8,19,8,11,13,19,7,9,15,20,9,8,14
chr15:41696075-41699159,3,4,2,1,2,12,6,3,8,5,4,5,10,1,4,4,3,4,2,6,1,1,8,1,1,7,3,3,5,1
chrM:8973-9191,3,9,4,1,7,4,7,19,6,6,10,11,5,9,36,4,5,2,12,3,0,8,13,2,7,9,11,12,8,10
chr13:50927407-50949505,8,1,1,2,5,10,7,1,12,3,8,5,4,4,2,8,5,2,6,5,2,2,15,2,6,4,2,4,4,7
chrM:8927-9030,2,0,0,1,2,4,5,6,3,1,5,4,3,0,1,4,7,2,4,2,2,5,6,0,2,2,7,1,4,4
chr1:15937163-15938006,0,5,5,1,0,2,8,1,1,0,2,3,1,5,2,2,1,1,3,3,1,1,3,4,3,5,2,3,4,1
chr6:158583954-158589782,5,6,5,1,7,10,6,2,4,1,4,10,2,8,1,6,7,2,5,8,4,10,1,3,2,7,1,4,4,7
chr5:181242181-181243762,5,5,1,0,5,2,2,1,4,2,2,2,0,3,0,3,4,0,3,0,0,2,2,0,1,5,1,2,2,2
chr1:52493611-52509712,2,4,1,2,3,4,2,0,3,3,0,2,2,0,0,2,0,2,3,4,2,3,4,1,5,1,2,2,1,1
chr11:65502067-65502341,2,1,1,0,4,1,0,2,2,0,3,1,0,4,1,2,0,2,1,0,2,0,2,2,1,3,2,3,0,2
chr11:65499726-65499826,7,8,5,5,1,5,8,1,3,1,5,12,2,7,5,3,4,3,2,2,3,3,9,4,6,10,1,2,5,8
chr16:47497399-47515601,13,8,11,7,8,14,12,6,8,7,5,12,1,1,6,13,12,3,12,11,10,7,18,7,8,13,6,12,12,15
chr5:177619078-177632738,1,3,1,3,1,1,1,1,3,2,3,1,2,3,2,5,1,1,2,0,0,4,5,1,4,1,3,0,2,2
chr2:190900564-190924593,4,8,10,5,8,1,11,2,10,4,5,5,8,5,1,10,5,3,3,2,1,5,14,5,0,1,0,7,12,13
chrM:6856-6966,3,1,2,0,1,3,6,3,0,2,2,2,1,5,3,1,0,1,4,3,0,3,0,0,3,0,0,2,1,4
chr1:180984677-180993425,8,2,5,7,6,4,8,3,1,1,9,6,1,6,3,3,5,0,5,7,6,0,8,5,7,6,6,8,8,6
chr6:31863555-31869637,6,7,5,6,5,4,15,4,8,4,5,10,4,2,2,6,10,3,10,5,4,3,5,10,13,14,8,3,14,11
chr8:108449823-108455930,1,2,2,1,5,5,3,3,7,3,6,4,0,1,5,4,5,5,7,3,5,5,1,2,3,4,5,1,4,1
chr10:31373018-31387798,2,3,2,1,2,3,6,0,0,2,0,0,2,0,4,3,1,0,1,1,1,2,3,1,3,1,0,2,1,5
chr19:5604583-5604936,11,3,5,2,7,7,18,7,5,1,8,5,2,1,2,7,4,9,6,1,6,8,3,2,3,10,6,4,3,11
chr7:5923387-5923962,5,1,0,1,4,3,2,3,5,0,0,4,3,3,6,4,2,2,3,3,2,3,5,2,0,4,3,1,4,2
chr9:33996223-34017189,0,1,2,0,2,5,0,1,3,2,3,2,1,3,3,1,0,2,3,2,1,5,3,1,0,2,1,5,2,5
chr11:65500883-65501205,4,8,3,0,5,4,3,2,1,4,1,5,1,4,0,4,6,4,6,1,1,4,5,5,7,5,3,5,3,4
chr3:158122103-158123991,4,2,2,2,1,3,0,3,7,3,1,1,4,1,2,8,5,5,4,4,5,5,1,4,6,4,7,2,4,6
chr10:4830675-4909606,2,5,1,3,2,2,4,1,2,2,2,1,1,1,3,2,7,2,0,3,0,0,2,1,5,2,1,1,1,9
chr17:1050050-1100735,37,60,33,50,31,27,92,43,46,33,44,39,66,16,7,65,36,22,58,35,36,34,88,42,40,71,54,89,38,69
chr11:65499714-65499840,1,1,1,4,2,1,2,0,3,1,2,3,0,6,3,0,0,1,2,2,0,1,1,2,2,1,3,0,2,4
chr2:235910217-235910280,2,1,5,2,3,3,2,0,1,2,4,1,1,1,0,1,0,1,2,1,0,3,1,2,1,4,4,0,3,6
chr11:65499632-65499876,4,5,1,0,1,7,2,1,4,2,1,2,1,2,1,5,2,3,3,1,3,1,3,2,2,2,3,3,1,1
chrM:12573-12686,1,7,6,2,3,3,3,4,3,0,4,3,3,1,3,2,2,2,2,4,2,0,5,1,2,6,9,1,1,1
chr7:76502388-77002252,0,3,2,3,2,0,11,1,6,3,1,3,0,2,1,1,0,1,2,5,3,3,4,3,2,1,5,2,5,1
chr8:28155942-28162078,2,7,2,1,5,8,2,3,6,5,4,1,6,7,1,6,3,7,4,1,7,2,9,5,4,3,4,3,2,5
chr4:53414615-53428183,2,1,3,0,5,3,11,3,4,1,10,3,4,2,6,4,5,3,9,4,3,10,4,0,2,2,2,1,3,2
chr16:87975048-87984259,2,5,3,5,9,4,8,3,9,2,5,5,7,6,2,2,4,4,5,5,3,3,7,2,6,4,12,5,4,7
chrM:7029-7175,12,8,5,7,9,4,24,8,8,4,12,9,9,5,14,7,1,2,7,11,2,3,8,4,5,9,9,6,8,16
chr18:21564203-21568094,3,1,2,0,1,3,1,3,4,0,2,3,0,1,0,5,2,2,2,1,3,4,1,2,3,4,2,1,2,2
KI270733.1:124216-169301,5,5,1,5,7,6,9,5,5,1,3,1,4,10,4,5,4,4,1,0,3,2,6,27,5,3,1,2,2,10
chr10:7797047-7802854,1,30,1,1,1,29,1,43,47,1,23,41,1,1,18,1,25,21,1,32,1,24,37,13,56,3,26,23,40,1
chr2:241407537-241434321,1,5,2,2,2,1,0,1,1,3,1,2,2,0,3,4,0,4,1,3,1,2,0,2,0,0,0,3,3,4
chrM:1678-9521,3,0,0,0,0,0,2,5,4,2,0,1,0,0,30,4,3,4,7,8,1,6,4,4,1,15,4,4,2,2
chr10:7243558-7285954,2,5,6,4,4,3,8,4,4,1,4,2,4,4,7,2,3,3,2,5,4,5,10,2,2,5,3,3,6,12
chr10:84371014-84373815,3,1,1,4,6,6,3,0,1,7,1,1,1,4,4,3,5,0,1,4,4,1,6,2,1,3,2,0,1,6
chr11:65504693-65504913,2,1,4,1,0,0,6,2,2,1,1,4,2,1,3,3,3,2,2,0,1,1,0,2,0,2,1,1,6,6
chr6:116698704-116705160,5,5,3,2,3,7,9,1,4,0,4,5,2,6,2,4,2,4,1,3,2,3,8,1,3,3,6,7,6,6
chrM:11776-11969,0,2,3,0,2,0,4,4,0,2,2,0,2,2,8,0,3,2,4,3,2,2,3,2,7,7,1,7,1,1
chrM:11950-12012,14,9,5,4,15,8,9,11,3,5,11,16,15,16,22,26,10,13,10,12,10,13,9,8,7,14,12,9,10,18
chr10:93381219-93389154,2,3,1,0,0,3,1,4,1,0,5,6,2,2,1,2,3,3,0,2,2,3,2,4,4,3,8,4,0,8
KI270857.1:1189251-1190272,1,4,1,3,6,4,5,1,1,1,3,2,0,2,0,1,4,2,1,0,2,5,3,3,2,1,2,1,2,2
chr13:41865736-41868477,6,8,5,6,5,4,7,6,2,8,8,9,10,8,4,7,8,5,6,3,3,3,12,12,4,1,5,1,5,10
chr10:68459104-68470163,1,2,3,0,2,3,4,2,1,1,0,2,3,1,2,2,2,1,1,2,0,6,4,4,1,3,2,2,1,2
chrM:14815-14948,4,2,1,1,0,2,2,2,2,1,3,0,0,0,3,0,3,0,2,3,2,5,2,2,0,1,0,1,1,4
chr2:30525587-30533314,4,7,3,5,1,4,10,3,7,2,4,4,3,2,4,3,5,6,3,1,3,2,3,2,4,1,4,0,3,7
chr12:1371833-1444750,1,4,4,3,2,6,2,4,1,0,5,3,4,1,2,1,0,1,2,3,0,3,2,1,2,2,1,0,2,1
chrM:6889-7131,2,2,7,0,2,0,2,2,1,0,3,0,0,0,6,2,2,3,3,2,1,6,1,1,0,4,6,0,1,2
chr1:632618-632686,8,2,10,3,8,4,13,6,8,3,8,22,4,12,5,15,5,3,9,14,3,4,6,2,4,7,8,5,10,16
chr14:49586653-49586849,4,3,2,4,6,6,6,9,3,2,2,3,2,4,1,3,4,2,7,7,1,2,6,2,5,2,2,5,2,7
chrM:13846-14066,5,5,2,2,4,1,1,4,2,2,3,2,0,3,5,4,2,1,3,6,1,0,2,1,1,4,5,3,3,6
chr2:85368686-85371562,4,5,1,2,8,4,2,3,1,3,5,3,3,2,2,7,1,0,5,2,0,3,4,2,3,4,2,6,5,3
chr17:62680454-62680776,0,1,0,2,1,5,1,2,0,0,1,4,2,1,4,3,2,1,0,2,2,0,0,2,2,4,2,3,1,3
chr2:37316237-37317179,7,13,11,8,5,19,12,4,7,3,11,8,15,5,3,15,12,7,4,6,7,5,16,9,1,15,8,4,9,15
chr7:107765469-107765631,3,3,4,5,2,4,3,4,0,4,2,3,0,1,2,3,1,2,0,0,1,2,2,1,1,4,0,1,2,6
chr14:49586764-49862844,5,8,1,2,4,5,29,16,5,4,7,5,3,3,19,9,3,19,16,14,11,15,5,4,13,21,15,4,10,10
chr2:226864604-226914351,9,12,5,6,11,13,10,11,6,6,13,15,11,1,7,8,8,5,8,1,5,6,8,7,8,1,13,8,11,17
chr2:199308760-199368707,3,1,1,0,2,3,0,4,0,1,0,2,2,0,1,1,3,1,3,3,1,0,5,3,2,6,4,1,3,4
chr19:5653115-5654456,1,2,2,0,3,1,2,1,2,0,4,2,1,1,1,2,1,0,2,0,2,2,2,0,2,3,4,3,1,1
chr14:31127785-31172122,2,3,0,2,2,5,2,2,1,2,2,3,1,3,1,0,1,1,1,0,3,0,1,2,1,4,0,2,2,0
chr1:20757166-20773610,6,2,8,9,12,3,8,6,8,4,5,7,11,12,9,9,7,6,12,14,4,5,7,7,2,5,10,9,6,3
chr9:77214329-77227485,3,2,2,1,4,1,2,2,2,2,2,2,1,2,1,4,2,0,2,4,0,0,2,1,2,1,3,2,2,0
chr16:11020193-11061022,2,10,2,6,1,3,1,3,3,3,5,5,1,4,2,3,3,1,6,3,1,3,6,1,5,8,1,3,5,6
chr11:65499719-65499834,2,4,3,5,0,2,3,1,2,1,0,4,7,2,3,1,1,2,5,0,4,4,2,2,4,0,2,1,1,4
chr8:30474779-30504436,2,2,2,1,7,6,2,0,0,2,1,1,3,4,2,3,1,2,3,1,2,1,1,2,2,1,1,2,1,2
chr16:29833733-29834066,7,6,3,3,3,2,6,2,2,0,4,6,1,5,4,6,2,6,4,1,1,3,3,6,2,4,3,1,5,8
chr9:33953285-33963791,9,11,7,9,10,10,5,14,3,7,8,6,7,7,4,9,8,4,6,6,3,6,19,9,15,12,13,7,3,11
chr5:73058433-73077493,11,5,4,3,10,2,9,4,7,7,5,5,11,8,4,3,6,9,6,4,4,4,1,2,4,7,3,4,8,12
chr11:18291442-18292019,4,3,3,1,3,4,2,3,3,5,1,2,2,1,1,7,1,3,5,0,2,1,4,4,1,1,3,1,1,5
chr5:36953618-36976402,6,8,1,6,7,9,8,6,1,5,3,11,6,11,5,10,12,4,11,6,3,4,7,3,4,9,10,7,6,14
chr6:77271340-77273307,1,2,0,2,3,2,2,1,1,2,1,3,1,1,1,3,2,1,3,6,1,2,1,0,0,0,0,2,6,4
chr5:143054439-143057747,9,3,4,3,3,1,9,4,3,4,8,11,5,8,8,2,2,6,2,3,2,7,8,0,6,10,6,2,3,6
chr4:75012425-75013150,1,3,1,2,3,4,3,4,1,2,3,1,1,3,2,3,3,2,1,4,2,1,2,1,3,5,5,3,4,2
chr19:14492051-14492355,3,1,2,2,1,2,1,1,6,3,1,0,1,0,1,2,1,3,3,6,1,2,2,0,3,2,2,1,2,0
chr11:65499735-65499831,11,9,9,17,14,5,9,2,7,1,12,12,5,7,2,9,5,3,11,7,3,5,8,2,10,5,3,5,5,10
chr14:20343088-20343237,3,3,1,6,2,0,7,2,2,1,3,4,1,2,9,1,2,4,3,3,1,2,3,2,1,1,1,0,1,2
chr4:25333183-25333988,6,8,1,1,7,5,7,3,7,2,4,5,1,5,6,1,2,2,2,9,2,3,2,2,3,9,1,4,3,3
chr5:171183195-171205612,2,3,0,2,3,1,5,3,1,3,3,5,2,2,1,0,1,2,4,3,3,2,3,1,1,5,2,2,5,6
chr5:32135572-32143880,13,14,4,5,6,17,6,5,11,5,13,19,10,13,4,9,8,4,10,11,7,9,12,7,5,5,7,7,9,11
chr19:39886278-39902529,2,3,1,6,3,0,3,3,7,4,3,0,0,0,0,1,1,2,0,2,2,3,1,0,1,4,0,1,0,4
chr18:58696366-58700591,5,0,0,3,0,4,0,0,0,2,4,2,0,3,1,3,0,4,4,4,1,2,4,3,1,4,3,2,2,8
chr7:6814764-6822364,3,2,2,0,2,2,1,2,2,2,1,1,4,3,1,1,2,1,4,1,1,4,1,8,3,5,0,4,2,0
chr10:124940374-124943307,1,1,2,1,0,4,2,2,4,1,5,2,0,1,0,7,3,3,2,2,1,3,1,2,1,1,2,2,3,1
chr1:155438327-155459898,6,4,1,2,4,7,12,4,5,2,4,8,5,7,5,10,6,2,3,6,4,9,7,8,4,8,3,8,3,11
chr5:139278327-139279129,2,6,1,0,5,1,7,1,3,2,4,2,1,2,0,4,5,2,6,4,0,1,5,5,1,1,3,4,1,3
chr12:113267843-113269845,3,4,2,3,4,1,7,4,3,1,2,10,0,4,1,5,2,0,5,0,3,4,4,1,3,9,1,2,4,3
chr22:45689712-45740538,2,0,2,2,3,2,1,1,0,0,2,0,3,1,2,3,4,4,0,3,1,1,0,1,3,1,1,0,3,3
chr15:63532647-63537156,3,3,3,1,1,6,6,0,4,0,2,1,0,3,1,3,4,1,4,2,2,1,2,0,0,3,4,1,2,3
chrM:4042-4131,4,5,6,4,3,2,3,7,3,0,4,2,0,4,5,1,5,3,2,10,2,5,0,2,2,5,9,7,3,1
chr5:143037196-143057747,4,6,1,6,4,1,9,5,5,3,5,15,5,4,5,9,4,4,6,6,3,4,10,5,8,11,8,8,5,6
chrM:11874-12020,2,0,0,1,1,0,5,6,5,2,4,2,2,2,19,3,2,0,2,4,1,4,1,0,3,6,5,2,4,2
chr15:51869217-51902036,3,7,0,1,4,1,2,1,0,0,2,2,2,2,1,1,1,0,4,1,2,0,5,3,2,4,1,2,3,3
chr15:63529014-63537156,0,1,1,3,1,4,3,1,0,0,0,1,4,2,1,4,1,2,2,3,2,2,3,0,3,1,1,2,1,5
chr12:122340753-122341697,8,5,1,2,5,6,7,5,4,4,7,7,4,3,6,4,6,0,7,2,6,1,6,6,4,6,2,2,6,6
chr8:42957094-42964474,3,1,1,2,2,2,4,3,6,1,5,6,1,1,2,5,5,3,2,3,2,1,7,3,1,1,3,2,3,5
chr2:10419734-10420135,4,12,4,9,4,8,5,4,6,3,3,5,1,3,1,6,4,6,5,4,2,1,5,2,5,3,1,1,8,5
chr11:34957384-34978182,2,2,4,0,3,9,3,4,4,3,4,1,3,1,2,2,2,3,5,0,2,3,4,1,0,3,2,6,5,5
chr20:33619517-33623296,18,21,15,10,15,11,20,9,6,8,19,24,10,17,12,9,12,9,15,10,4,13,12,1,15,18,17,11,16,30
chr10:48401612-48410168,3,8,6,7,8,8,7,1,2,7,4,8,3,5,9,7,5,4,2,7,1,1,6,4,4,4,2,3,7,1
chr20:58438945-58441083,0,2,3,0,4,1,8,3,0,2,4,1,0,3,0,4,6,3,4,7,2,3,0,6,1,1,0,3,0,1
chrM:6628-6966,2,2,20,0,4,2,1,2,3,2,5,0,3,0,5,3,4,0,3,5,0,0,7,4,1,3,1,0,1,1
chr18:9182382-9221999,19,29,17,8,36,42,25,12,28,15,1,1,18,1,4,1,18,36,27,1,3,1,28,19,8,54,25,18,26,29
chr8:47284028-47294030,1,1,5,4,1,0,5,0,5,1,4,3,3,0,2,3,1,4,6,1,4,2,1,2,2,2,1,4,4,4
chrX:2953143-2958435,6,5,3,3,5,5,6,5,2,1,7,6,2,3,0,4,3,3,3,2,1,2,7,4,4,7,6,5,2,10
chr11:62523135-62523356,2,2,4,0,3,1,4,1,2,0,1,0,1,2,6,1,4,1,3,2,0,2,1,0,2,1,1,2,2,3
chr5:57246300-57251141,6,5,11,6,11,13,12,8,9,9,9,7,11,9,4,8,12,7,9,7,6,8,9,8,6,12,1,11,12,17
chr11:65500461-65500587,0,2,1,0,0,1,2,0,2,0,0,2,0,0,2,3,0,0,4,2,1,3,2,0,2,2,5,2,2,0
chr9:110972073-110973558,22,17,11,6,14,19,24,18,17,10,28,34,18,27,23,20,18,17,18,17,7,20,10,21,27,36,16,11,20,18
chr11:120474560-120477526,5,7,3,5,0,2,1,3,5,6,1,2,6,3,1,12,3,2,7,2,3,3,4,1,5,1,4,2,2,2
chr1:632617-632684,8,4,20,4,15,5,18,10,14,8,13,26,6,15,11,24,13,11,15,5,2,10,18,7,5,9,6,5,5,22
chr11:72773375-72774508,0,4,0,2,1,2,4,3,1,0,2,4,2,1,0,2,3,1,4,4,0,2,6,1,0,0,0,0,1,4
chr3:18378170-18420991,1,0,2,3,6,6,7,1,5,3,0,2,3,5,3,2,3,2,5,5,0,3,5,1,1,6,3,5,2,3
chr11:65500559-65500598,2,3,3,1,1,3,5,0,5,0,2,4,1,3,4,0,1,1,2,3,0,1,5,2,3,7,4,4,3,7
chr1:77717867-77725762,1,6,1,2,1,4,3,1,2,3,0,3,7,0,2,10,3,2,2,6,0,3,3,2,4,6,0,3,1,6
