ID,1032245-N_bwa.ciri2,1039868-N_bwa.ciri2,1042353-N_bwa.ciri2,1042745-N_bwa.ciri2,1043773-N_bwa.ciri2,1045386-N_bwa.ciri2,1045549-N_bwa.ciri2,1046191-N_bwa.ciri2,1046287-N_bwa.ciri2,1046349-N_bwa.ciri2,1046499-N_bwa.ciri2,1047291-N_bwa.ciri2,1047831-N_bwa.ciri2,1047912-N_bwa.ciri2,1048720-N_bwa.ciri2,1049983-N_bwa.ciri2,1050700-N_bwa.ciri2,1051316-N_bwa.ciri2,1054390-N_bwa.ciri2,1056166-N_bwa.ciri2,272577-N_bwa.ciri2,451368-N_bwa.ciri2,477022-N_bwa.ciri2,515975-N_bwa.ciri2,522638-N_bwa.ciri2,548142-N_bwa.ciri2,649867-N_bwa.ciri2,685749-N_bwa.ciri2,843725-N_bwa.ciri2,99272-N_bwa.ciri2
chr15:40744047-40745259,2,2,2,0,3,0,4,2,2,2,0,0,4,0,0,2,3,4,0,4,3,7,4,6,2,4,2,3,2,5
chr4:128997874-129003876,0,0,3,2,3,4,5,2,2,5,2,0,6,4,2,3,4,0,0,2,0,0,2,7,0,2,2,3,0,2
chr1:151315573-151316509,4,2,0,5,5,3,4,2,7,4,2,2,0,0,2,4,3,0,3,2,2,0,10,0,0,2,3,2,0,5
chr2:178535732-178542361,4,14,6,5,11,6,15,6,5,4,9,5,9,5,3,0,6,3,5,8,4,3,7,6,4,9,2,4,3,8
chr3:129827803-129832826,2,0,3,0,0,5,3,3,2,0,5,3,5,0,4,0,3,0,4,0,2,0,0,2,0,3,4,0,0,5
chr5:109713520-109729513,5,18,3,14,13,22,13,15,15,13,19,24,14,14,7,13,14,17,16,9,17,14,20,10,7,12,12,9,13,13
chr14:102194938-102209862,4,5,0,5,5,6,8,3,8,5,7,6,6,5,3,7,5,8,8,9,4,4,4,2,0,5,4,3,9,9
chr2:61112522-61118116,2,0,0,2,6,5,6,0,2,0,3,4,0,0,0,4,6,6,2,6,0,2,2,0,0,4,5,4,7,5
chr9:20923660-20933103,2,0,3,2,3,3,3,2,0,0,0,2,0,3,2,3,2,0,2,0,4,0,5,2,0,2,3,5,0,2
chr6:82957312-83044659,0,2,2,3,3,2,3,0,0,0,0,5,4,0,5,0,0,3,4,2,0,0,3,0,0,2,2,0,0,4
chr1:66891154-66905375,33,24,25,12,37,24,25,24,31,15,28,12,28,23,10,22,21,17,21,25,10,19,33,21,24,31,37,27,20,43
chr16:69370483-69372355,5,6,7,6,9,3,15,3,5,2,9,6,3,5,5,4,8,8,6,5,5,5,9,5,5,10,5,5,6,8
chr14:39179091-39179462,0,0,0,0,5,0,7,0,3,2,3,9,0,0,5,3,3,6,3,6,0,7,0,2,0,3,4,0,9,3
chr1:92605307-92636336,4,2,4,0,2,3,4,2,2,3,4,4,3,6,4,8,0,4,5,7,4,2,6,0,0,6,4,2,6,6
chr6:5404542-5431172,3,6,0,0,2,6,8,3,2,3,5,2,2,0,2,4,2,4,6,3,2,3,0,0,3,3,2,0,2,3
chr2:144208603-144211579,4,0,2,0,6,5,6,5,3,4,9,6,4,6,8,7,3,3,4,3,2,8,4,7,3,7,5,4,5,3
chr11:85996826-86031611,17,19,12,7,13,13,21,6,12,6,14,13,10,13,8,16,13,7,14,7,8,11,14,7,9,21,14,11,13,19
chr3:183070999-183071357,2,0,0,0,2,3,4,3,2,0,0,5,4,5,0,2,0,6,2,3,0,0,3,0,0,2,2,0,0,4
chr14:65561337-65561766,13,7,8,9,11,18,17,13,8,8,8,9,14,9,5,11,9,8,9,13,8,7,17,6,11,18,8,13,5,20
chr2:214752447-214797117,0,0,5,0,0,2,4,0,3,3,2,3,0,3,3,9,4,2,2,0,3,2,2,2,0,5,2,3,2,10
chr15:80970462-80982182,0,0,4,0,0,0,2,2,3,0,2,7,0,2,2,2,3,5,0,2,0,0,4,3,0,4,2,2,3,2
chr17:1842803-1853189,5,0,0,0,4,4,7,9,4,4,4,8,4,3,3,2,6,6,8,4,0,0,7,6,0,5,7,0,0,3
chr2:54050958-54057360,0,4,3,4,2,2,3,0,3,0,0,9,0,0,0,2,3,0,3,2,0,0,4,0,0,6,3,0,4,0
chr1:155921375-155921918,4,3,2,0,2,0,5,4,3,0,0,5,5,0,0,0,4,0,0,3,2,0,2,2,5,0,5,2,6,5
chr16:19616114-19616808,3,2,4,3,0,4,4,0,0,3,3,2,3,0,4,3,2,0,2,2,2,3,0,0,4,0,0,2,2,5
chr5:154029489-154034967,4,5,4,6,6,8,11,2,3,6,3,4,6,6,4,8,2,2,5,5,0,4,7,8,3,7,2,5,3,15
chr16:11846501-11847806,3,4,2,2,3,9,5,0,0,3,8,6,3,0,0,0,3,4,6,3,2,7,3,2,3,3,0,4,5,4
chr8:94664697-94665196,17,14,8,2,5,5,8,11,11,12,18,20,9,6,0,9,14,6,7,9,7,10,13,12,12,20,13,8,8,22
chr15:64499293-64500166,46,35,44,27,50,61,111,55,30,26,59,45,50,40,42,53,51,39,64,68,44,49,49,63,30,51,74,49,46,65
chr1:231537213-231542611,7,2,0,4,0,3,2,0,0,3,5,3,2,0,0,0,0,0,3,0,0,0,3,6,2,2,4,3,3,0
chr2:24564295-24593721,3,2,0,0,4,3,2,0,5,6,2,7,2,5,0,3,7,0,5,3,4,4,3,4,2,13,2,2,2,3
chr8:42459896-42465917,2,4,0,0,0,3,2,0,4,0,4,0,3,4,0,0,0,2,4,4,0,3,2,2,2,3,2,2,2,0
chr1:12578718-12579412,4,4,0,5,3,3,9,3,5,0,6,4,0,2,0,0,0,2,3,3,2,2,6,3,3,6,6,2,2,8
chr9:93471141-93498886,21,28,14,10,25,30,26,27,18,12,17,14,20,22,6,15,24,10,23,27,9,20,14,7,17,40,29,14,16,24
chr1:1804419-1806538,11,3,4,3,2,3,8,5,4,0,4,3,4,5,0,3,2,5,3,4,3,5,0,4,2,6,0,0,4,4
chr3:119500695-119517315,0,0,0,0,3,3,4,3,0,0,0,2,2,0,2,0,5,2,4,5,0,0,4,2,2,0,2,5,2,3
chr1:36361221-36362656,3,4,3,0,6,0,5,3,3,0,4,4,2,2,2,0,4,2,2,2,5,0,2,4,3,5,0,0,3,0
chr10:7797047-7802854,39,32,32,37,65,39,54,45,51,56,31,46,39,56,18,42,30,26,28,34,17,26,42,21,64,49,31,26,45,54
chr11:65430769-65437657,3,3,6,4,0,2,12,2,3,5,4,0,4,2,2,0,3,3,5,5,5,2,0,0,0,8,8,10,3,4
chr2:226864604-226914351,10,14,6,6,13,19,12,15,8,8,17,18,14,6,9,10,11,5,11,13,9,6,10,9,15,14,14,10,12,24
chr11:121045674-121060085,11,18,12,15,24,27,15,12,17,20,13,17,14,14,12,12,12,12,15,16,14,8,13,12,13,20,10,11,17,18
chr16:28166508-28169909,0,2,2,2,2,2,6,4,0,0,0,5,5,0,2,5,2,0,3,0,0,5,8,0,3,0,4,2,2,4
chr3:146121112-146124229,10,15,11,7,12,16,7,7,8,11,16,14,7,16,7,20,14,6,11,5,15,11,12,7,11,15,19,12,8,15
chr8:67287955-67302466,0,2,2,2,4,4,3,3,0,0,3,3,3,5,4,4,0,0,0,2,5,0,2,3,3,5,2,2,3,3
chr9:85618983-85633374,6,5,6,0,0,0,5,2,4,2,0,2,5,2,0,7,4,3,3,2,0,0,8,2,0,3,2,0,4,3
chr2:147972739-147975975,6,4,2,2,4,11,9,2,4,2,8,5,4,10,5,7,5,4,6,2,8,2,4,0,8,5,2,2,7,11
chr10:68468123-68470163,5,7,3,4,8,8,19,3,4,5,3,5,7,3,0,16,5,7,7,4,8,2,19,13,4,14,2,8,9,15
chr1:247155566-247159813,43,65,49,50,42,23,93,55,41,37,27,39,20,0,35,52,46,43,54,51,27,29,63,29,39,55,44,31,30,36
chr2:207976651-207977586,8,11,8,3,5,10,18,11,6,5,13,12,7,4,12,17,2,0,14,8,3,4,12,10,5,10,6,9,12,14
chr2:229858772-229880128,5,4,0,4,2,3,5,5,3,0,5,5,2,4,3,2,7,3,5,4,2,4,3,4,5,2,8,3,5,11
chr1:155676548-155784089,2,6,0,0,10,9,6,6,0,2,0,9,6,2,4,4,5,8,8,6,0,8,6,10,2,3,6,3,6,11
chr12:128814775-128815070,3,2,7,2,3,3,5,2,2,3,6,5,2,5,2,3,4,0,4,2,0,3,7,5,2,8,6,6,0,3
chr10:5785142-5800705,0,10,4,3,10,14,10,4,8,4,0,3,8,6,3,5,7,6,5,5,8,0,10,5,5,10,6,6,6,6
chr15:89113725-89116521,13,9,14,7,17,13,19,10,4,6,11,25,21,9,10,11,10,18,17,21,6,18,18,10,8,21,17,9,11,27
chr2:121757240-121761524,9,5,5,4,8,8,6,2,6,4,8,5,3,7,2,2,4,8,6,6,4,3,7,5,5,8,2,9,10,11
chr1:17580553-17588479,3,7,4,0,0,4,7,2,0,3,5,6,5,4,0,5,2,0,8,4,4,5,3,0,0,6,4,4,3,2
chr7:135577796-135593192,4,2,7,6,4,3,6,2,3,3,2,2,0,0,3,4,3,2,6,0,0,0,4,4,2,4,0,0,6,0
chr3:170171373-170178938,3,5,6,0,3,3,4,4,8,5,5,5,3,3,0,5,3,3,5,0,3,6,2,3,0,3,5,7,5,3
chr2:189728660-189744788,6,10,7,5,18,17,11,9,7,5,5,9,7,9,9,14,5,6,12,10,10,7,12,10,7,8,7,9,0,12
chr22:29978442-29991670,3,2,3,4,3,5,2,0,4,0,0,0,0,4,2,2,0,0,0,2,0,0,7,0,3,2,2,0,3,9
chr3:31576396-31600459,2,2,0,0,3,2,2,2,4,3,0,0,2,2,0,3,2,0,0,2,3,0,0,2,2,2,0,0,0,5
chr18:12999421-13030608,20,12,29,19,16,25,14,14,10,13,11,17,25,14,3,12,12,6,14,26,12,7,32,8,9,22,13,13,12,32
chr3:196391813-196403019,59,40,33,31,66,55,75,42,39,31,58,55,41,67,37,32,35,41,48,56,18,46,36,21,33,61,37,41,44,84
chr6:111262257-111263946,2,3,5,2,6,4,3,7,2,5,5,5,2,4,0,2,2,4,4,0,3,0,3,0,6,4,2,2,0,6
chr9:76067955-76107351,9,2,0,4,8,4,6,4,6,6,4,0,3,5,5,7,4,0,9,3,3,4,5,7,5,7,8,3,0,6
chr5:128131067-128141981,2,5,3,5,5,8,6,0,4,3,3,2,3,0,0,6,3,0,2,5,0,2,2,0,0,5,0,3,0,3
chr5:143054439-143057747,13,4,8,4,4,7,13,5,5,4,11,14,6,12,10,3,4,7,2,3,3,7,10,0,6,11,6,3,7,7
chr5:16779545-16783469,0,4,0,4,0,4,3,2,2,3,3,0,0,0,0,2,2,2,5,0,4,2,0,7,0,3,3,0,2,0
chr3:170122591-170126007,0,0,0,0,2,5,6,0,0,0,6,2,2,0,0,3,3,0,4,3,5,3,3,3,2,4,0,3,0,0
chr2:48328561-48346751,3,4,6,2,2,9,3,0,6,4,0,5,5,4,0,3,0,0,2,5,0,2,3,2,3,5,2,3,3,11
chr4:25847294-25847864,3,2,7,2,4,5,10,6,0,2,4,5,5,4,2,3,6,2,3,4,3,0,8,0,0,2,5,6,0,3
chr12:124419957-124430787,2,2,4,0,3,0,7,0,2,0,2,2,3,0,2,2,7,2,4,0,3,6,3,2,3,2,2,0,2,5
chr18:49872167-49880455,4,3,0,0,4,0,6,2,2,3,3,2,5,0,0,3,5,0,0,0,0,0,0,2,0,3,2,3,0,2
chr15:84680713-84691644,6,7,4,2,13,16,7,6,6,7,6,7,8,4,4,8,4,5,12,6,4,4,5,5,5,6,4,5,4,4
chr9:135881633-135883078,17,31,22,27,43,37,41,22,27,27,29,41,17,31,22,20,30,23,48,30,21,25,34,25,24,35,34,33,23,63
chr17:67891844-67894165,4,0,0,3,2,3,0,0,2,0,0,2,5,0,3,4,0,0,3,0,3,0,7,0,2,0,2,3,2,3
chr1:13715541-13749487,0,4,0,2,3,0,4,0,0,0,3,2,2,0,2,4,3,2,2,0,2,2,0,0,3,5,0,0,2,0
chr6:24416397-24418578,0,3,0,4,5,4,8,0,2,3,0,3,4,3,0,5,2,4,2,4,2,4,3,0,2,5,3,0,5,8
chr7:16258390-16278226,27,12,2,9,14,19,10,14,11,12,23,22,14,24,15,8,12,10,12,16,8,8,6,10,12,10,10,7,16,22
chr14:65430216-65455718,0,0,3,0,4,2,14,4,3,0,0,5,6,0,3,4,3,3,3,5,0,0,8,0,2,2,4,6,0,2
chr7:155672867-155680908,38,41,37,38,49,75,54,33,34,33,41,46,46,43,20,46,31,36,43,37,35,20,54,31,35,48,37,41,41,69
chr15:60442416-60445791,11,9,6,2,8,7,6,4,5,3,6,12,5,14,0,2,7,10,5,7,0,2,5,2,2,5,4,0,2,7
chr7:27629371-27649633,8,9,5,5,13,12,6,8,6,9,11,10,10,6,5,7,7,6,9,10,3,9,4,4,10,7,5,3,8,10
chr4:114619423-114623702,4,4,2,0,3,0,5,5,4,0,2,4,0,3,0,4,0,0,2,2,0,0,5,4,0,2,3,2,0,3
chr1:30992390-31007102,2,5,5,3,3,4,4,0,8,2,4,4,5,4,5,6,3,0,7,4,6,0,8,3,4,5,3,2,2,5
chr7:158788004-158799072,12,20,10,5,28,26,17,12,9,12,6,12,21,19,15,16,13,11,13,12,6,9,21,11,10,20,11,14,10,22
chr9:20715322-20740340,0,7,3,2,2,4,6,2,2,0,2,6,0,4,2,4,2,4,3,2,0,3,2,3,3,4,3,5,0,10
chr2:15488894-15511350,2,0,3,0,4,2,11,6,3,0,4,3,7,0,2,3,3,0,2,8,0,5,3,3,2,6,2,2,6,2
chr11:13413530-13445181,4,5,4,2,6,13,7,4,0,5,5,6,8,2,7,4,5,6,2,5,3,2,4,6,3,10,2,3,8,5
chr6:89751431-89753622,0,0,2,0,3,2,6,2,0,0,3,3,0,0,3,0,3,4,0,3,0,5,0,0,0,4,5,2,2,0
chr4:3086939-3107423,7,6,7,5,16,8,16,9,5,6,6,11,10,9,6,17,7,5,10,10,7,3,16,11,8,11,12,4,5,11
chr7:155706860-155718443,0,4,0,0,4,4,5,0,3,2,3,0,2,3,0,2,2,2,2,3,0,0,4,2,2,3,4,0,3,2
chr1:77801331-77815231,4,4,2,0,4,5,5,2,5,0,0,5,5,3,4,6,4,2,0,3,2,6,4,3,6,10,2,2,5,3
chr15:42950262-42966286,4,2,2,2,0,0,5,2,0,0,3,4,0,4,5,0,0,3,4,3,2,2,9,4,0,4,0,4,0,4
chr4:152411303-152412529,161,195,151,83,221,243,250,151,115,100,246,241,201,214,65,174,176,167,182,176,182,210,269,126,106,260,150,214,177,328
chr20:56381433-56384324,6,4,0,5,0,7,7,8,7,6,5,7,0,3,0,0,3,2,0,2,4,4,4,10,0,7,3,5,3,12
chr17:82763965-82781721,3,7,4,5,5,14,11,3,4,6,6,9,4,5,7,4,7,7,7,11,4,6,8,5,6,6,5,9,4,4
chr1:204112915-204114605,2,0,0,0,0,6,4,3,3,0,0,3,3,0,3,2,2,0,0,5,3,2,5,2,0,3,0,4,0,3
chr1:179120190-179121867,4,4,0,0,6,4,2,3,2,2,0,3,2,2,4,4,4,2,2,3,3,0,6,4,0,8,3,2,3,0
chr18:42027443-42049605,3,7,4,4,5,13,7,2,6,3,3,6,8,4,4,8,2,7,5,3,3,2,10,0,3,8,3,5,9,4
chr2:205440370-205440672,4,0,3,0,4,7,4,2,0,0,4,4,5,5,4,4,2,0,4,0,2,3,3,6,2,6,8,0,4,6
chr4:169155480-169156679,2,5,0,0,0,4,4,4,4,9,5,9,2,2,2,2,5,2,5,5,0,3,7,4,7,4,2,5,0,0
chr6:36213880-36218010,0,3,0,2,0,2,6,4,0,4,0,2,0,3,3,3,0,0,3,3,2,0,0,2,3,0,3,0,2,5
chr2:58221942-58232112,30,18,17,21,31,39,42,11,23,18,27,33,17,34,17,24,24,14,28,16,11,15,48,27,14,27,14,20,25,49
chr4:186706563-186709845,28,20,9,12,17,21,20,10,20,10,21,11,11,16,22,18,24,10,17,15,21,4,15,19,6,28,19,24,8,15
chr5:112985835-113004077,2,0,5,2,0,0,2,2,0,2,5,4,2,0,0,3,0,2,0,0,0,0,8,0,0,0,2,2,4,5
chr2:63856306-63857936,13,15,2,16,9,16,20,5,8,14,13,15,14,11,6,14,12,14,20,9,14,7,18,12,4,11,12,13,14,21
chr1:8655973-8656441,3,2,3,2,5,4,5,0,2,0,4,0,3,3,2,0,3,3,0,4,0,0,3,5,0,4,0,0,3,0
chr8:101558419-101558812,6,5,4,9,7,0,14,6,7,5,5,4,5,6,0,6,2,2,7,5,0,3,12,7,0,12,5,7,3,6
chr1:52493611-52509712,5,6,2,3,5,11,4,0,3,4,0,4,2,0,5,4,3,2,7,5,2,5,6,0,6,8,2,3,4,6
chr3:71690010-71710484,0,4,0,0,0,3,5,0,2,2,4,0,2,4,0,6,0,2,2,2,4,3,6,0,2,6,4,6,0,5
chr11:86012281-86031611,0,2,0,0,3,4,5,3,0,2,2,4,2,4,0,4,0,0,3,0,3,0,2,0,2,0,0,5,0,9
chr7:66240325-66286709,0,0,0,2,2,5,0,0,2,0,3,3,2,3,4,3,0,4,3,7,2,0,3,2,0,0,2,2,0,6
chr4:48369849-48383784,19,12,5,8,15,8,15,18,21,5,23,18,19,7,5,12,8,11,22,14,7,15,20,12,7,17,19,12,16,28
chr7:149018992-149021147,4,3,3,5,9,4,13,2,3,2,4,7,2,5,3,6,2,2,6,5,5,6,7,2,0,5,0,0,3,6
chr3:136464881-136502779,0,0,2,3,3,4,2,0,2,4,0,0,2,3,3,0,2,4,0,0,0,0,6,4,0,3,7,0,2,0
chr16:18839698-18842454,5,5,4,4,2,3,0,0,2,2,0,4,3,2,3,4,0,5,2,4,0,0,3,2,0,4,3,3,0,4
chr14:23033368-23033674,0,0,2,2,2,0,0,2,0,0,4,0,0,2,0,2,3,4,3,4,0,0,0,0,4,3,2,2,0,3
chr7:129014979-129018157,20,23,9,14,14,27,36,25,21,17,23,16,19,16,10,16,18,11,17,11,11,23,29,20,16,21,13,10,22,27
chr7:105062164-105081797,2,5,0,2,2,0,0,0,0,3,0,3,3,3,0,0,3,4,0,3,0,2,0,5,0,3,0,7,5,0
chr7:55982210-55983868,4,2,4,0,0,6,4,3,4,0,6,5,4,4,2,5,6,4,0,6,0,5,4,0,3,3,0,3,4,3
chr4:61934840-61998265,11,6,6,3,11,13,9,5,0,5,7,9,10,4,14,8,10,8,10,6,4,8,6,2,5,4,2,8,3,10
chr2:102657564-102665350,0,3,2,2,4,2,5,4,0,2,5,3,0,2,0,2,3,0,8,4,0,3,5,2,3,3,4,0,0,5
chr17:4282798-4296814,7,12,4,8,13,15,10,8,2,8,19,9,10,14,5,20,3,10,9,7,6,5,17,11,7,17,6,11,11,11
chr5:177209636-177212195,2,3,3,2,5,4,5,2,2,3,4,5,2,0,4,0,0,2,3,4,4,4,2,0,3,0,0,4,2,5
chr10:27142387-27145590,0,3,3,0,4,3,0,0,2,0,5,2,3,4,4,2,4,2,4,4,3,3,0,2,0,0,4,2,3,5
chr3:170113360-170149244,2,0,0,0,0,5,3,4,5,0,0,5,0,2,0,0,3,0,0,3,0,2,2,4,0,2,0,2,2,4
chr4:73078642-73092300,4,2,0,0,6,2,4,4,3,4,5,0,3,0,0,0,3,4,0,2,3,0,2,4,5,6,3,4,0,3
chr3:197130527-197149796,0,0,2,4,5,2,2,3,0,3,0,2,0,4,0,2,0,0,2,2,2,0,0,3,3,2,0,0,2,0
chr5:50778069-50797233,0,4,3,3,0,10,2,0,2,3,4,3,5,3,4,2,0,4,0,3,0,2,0,0,2,6,0,3,6,0
chr5:136147832-136154163,2,3,0,3,2,9,2,3,8,6,2,3,2,3,0,2,2,0,0,0,2,0,3,2,2,4,0,4,3,0
chr13:28197185-28220378,0,3,0,2,2,2,6,4,2,0,4,4,0,0,0,3,4,3,2,0,0,0,3,0,4,0,2,4,3,5
chr16:57164001-57173869,0,6,6,6,0,4,10,6,0,7,5,0,0,3,4,4,8,3,8,3,8,10,3,3,0,7,7,8,5,10
chr14:96833467-96860735,5,19,3,5,9,9,15,10,6,4,9,8,10,9,2,16,14,4,17,15,9,4,15,9,9,22,10,11,8,13
chr3:185437447-185443636,5,2,4,3,4,4,5,4,0,3,0,0,5,4,0,2,4,0,12,4,0,0,0,3,0,5,3,0,0,3
chr1:47368469-47375293,2,2,5,2,0,3,0,2,3,2,2,3,0,0,2,0,0,0,0,3,3,0,2,3,0,3,5,4,2,2
chr5:79439010-79457018,2,0,0,0,4,8,4,0,3,0,2,7,7,2,5,0,2,0,0,4,3,0,6,0,3,2,0,3,0,3
chr8:42906173-42943445,3,0,3,3,4,8,11,4,0,0,4,3,4,5,2,5,3,3,2,0,2,5,3,3,3,3,2,3,2,9
chr17:51217334-51225209,4,2,0,0,4,3,4,0,2,0,2,2,2,2,0,0,2,3,0,2,0,0,0,2,3,4,0,2,0,0
chr14:71026117-71036157,4,0,2,0,8,5,2,0,3,0,0,2,2,0,3,4,2,0,0,3,2,2,10,4,0,5,3,0,4,2
chr7:107773920-107774872,7,8,4,5,3,7,3,2,4,6,5,6,5,5,3,0,0,0,4,4,0,0,4,2,2,5,2,3,2,3
chr4:128074460-128098330,7,3,0,3,4,2,6,0,4,0,0,0,0,0,0,2,0,3,2,0,0,0,3,2,2,3,3,3,3,2
chr4:169002071-169007756,2,4,0,0,5,3,3,0,0,3,2,2,2,0,3,5,2,3,2,0,0,0,4,0,0,4,2,0,2,6
chr2:24135119-24147086,4,3,5,6,9,11,9,2,8,8,4,10,13,10,7,7,13,5,7,15,6,0,6,7,7,11,4,3,8,13
chr11:17020473-17026982,0,0,4,3,0,4,0,0,0,2,2,2,3,0,4,3,3,0,3,3,3,2,3,2,0,2,0,0,0,3
chr3:197865423-197871462,0,0,3,0,2,3,0,0,4,4,0,4,0,0,0,2,4,2,4,2,0,0,3,0,2,3,5,3,2,5
chr11:34071726-34076642,6,6,7,2,4,5,4,4,3,0,3,8,6,3,0,4,7,4,5,6,9,2,13,6,3,5,4,8,2,5
chr8:37870420-37877551,8,15,5,3,7,4,12,6,6,6,6,8,6,6,3,6,7,3,7,9,8,2,7,10,8,9,8,3,8,16
chr7:117530899-117559655,0,3,2,0,2,2,0,0,2,0,2,0,0,0,0,0,2,0,3,0,2,2,4,2,5,2,2,0,3,2
chr5:95755396-95763620,47,31,24,32,38,46,56,29,51,42,43,38,30,42,35,66,22,22,33,47,25,23,54,44,25,45,38,27,37,50
chr1:147252623-147259918,5,0,0,4,0,4,6,2,2,0,2,2,8,2,0,11,5,2,2,3,0,2,6,3,0,4,6,2,0,5
chr19:23831597-23833521,13,15,16,7,17,12,15,15,5,9,16,15,13,8,9,13,3,6,10,16,7,7,18,11,14,9,13,6,18,21
chr15:100330889-100334180,3,5,0,0,3,2,11,6,2,0,11,8,2,2,5,3,8,5,2,7,0,8,0,12,3,3,0,4,0,7
chr2:204558024-204559867,2,3,2,3,3,3,2,0,0,0,0,3,2,0,2,4,0,0,4,0,0,0,0,2,4,5,4,0,3,0
chr5:151790323-151791062,5,4,0,0,6,3,7,3,6,0,5,7,3,4,0,2,3,3,2,0,3,2,5,4,0,3,6,3,0,5
chr12:40028301-40048210,0,4,3,3,3,8,3,2,4,2,2,3,3,0,0,2,4,0,2,2,0,0,2,0,0,4,5,3,3,6
chr2:120127688-120175004,3,2,4,4,7,6,10,3,3,12,5,7,8,5,0,7,5,7,6,7,2,0,6,2,5,3,7,9,5,13
chr6:77271340-77273307,0,2,0,0,3,2,3,0,0,2,2,4,0,0,0,3,3,0,4,6,0,2,3,0,0,0,0,2,7,6
chr12:94169153-94186473,14,18,8,13,11,26,12,9,8,11,10,13,13,14,7,11,8,3,9,10,14,3,20,4,5,26,13,8,6,14
chr12:69589485-69592159,4,7,4,0,7,8,10,9,7,4,7,5,7,4,4,7,10,8,4,2,6,7,7,3,2,8,8,4,3,4
chr1:185214507-185231708,5,4,3,5,9,12,7,5,8,4,8,6,9,11,7,8,2,7,6,6,4,3,10,4,6,4,4,5,11,9
chr2:196912882-196923125,2,6,4,0,2,9,0,4,6,0,6,7,4,5,2,7,3,0,2,5,2,0,7,6,2,8,8,2,4,5
chr1:205618957-205620838,3,4,0,0,3,4,2,0,2,0,0,3,3,2,0,2,0,3,2,2,0,0,2,0,0,3,0,0,0,3
chr1:63478764-63508570,0,0,2,0,2,4,5,0,0,5,4,0,2,3,2,4,0,2,2,3,3,2,2,0,0,5,3,2,0,4
chr19:38141184-38142710,3,2,3,0,0,0,5,0,0,0,3,3,0,0,5,2,4,4,2,2,0,2,0,3,2,7,0,0,2,0
chr7:127704839-127721400,0,0,0,0,0,0,4,2,0,2,2,0,2,0,0,2,2,3,0,2,3,3,3,0,3,2,0,2,0,3
chr2:172558708-172565073,3,0,4,3,0,3,2,4,0,2,0,7,7,2,0,4,2,2,3,0,0,0,5,0,0,3,2,0,0,5
chr18:13681605-13682105,4,3,3,4,4,5,3,0,0,2,2,0,3,4,0,2,4,0,5,4,0,0,9,0,0,2,3,3,4,10
chr13:32535769-32537027,3,4,2,0,4,2,6,0,3,3,4,7,6,0,3,5,0,0,5,7,4,2,2,2,3,5,3,5,2,0
chr3:124737568-124744203,4,3,0,3,7,3,4,0,5,4,0,0,0,5,0,2,2,0,4,2,2,0,6,0,0,0,0,3,0,4
chr17:30484214-30492753,6,2,3,0,4,6,3,2,10,2,3,7,5,3,2,3,2,0,5,2,3,2,4,4,0,4,3,5,3,3
chr2:235930765-235968623,2,2,5,0,6,4,3,0,5,0,4,4,2,4,4,2,5,4,6,5,0,4,2,6,0,5,0,3,0,4
chr11:61437625-61438113,6,8,3,3,5,6,10,6,10,2,10,10,8,6,5,5,4,5,8,4,2,5,10,7,4,12,4,6,6,15
chr11:124647365-124648175,8,4,2,0,3,2,2,0,2,0,10,5,0,3,0,3,4,2,3,3,0,0,3,7,0,3,3,5,0,6
chr8:60741259-60743097,5,9,3,4,4,5,6,6,5,0,9,8,4,6,2,4,16,2,6,10,5,5,3,6,3,8,13,5,5,6
chr6:47503280-47504758,6,7,4,4,7,7,3,7,3,4,7,8,5,0,0,0,2,3,3,8,3,2,10,0,3,5,6,10,2,15
chr2:199308760-199433514,4,5,0,2,4,2,4,7,3,4,5,5,3,3,0,2,0,3,10,4,0,0,5,4,5,2,3,4,3,2
chrX:150736595-150737448,3,7,3,5,0,9,10,2,0,0,5,3,3,5,3,5,3,5,4,0,0,7,10,4,0,4,4,3,4,10
chr3:183643480-183651276,7,9,2,0,4,5,7,4,6,8,0,10,2,7,6,3,5,5,4,5,3,3,7,4,2,3,2,7,3,4
chr4:105424196-105456745,11,14,0,8,7,10,17,6,11,3,5,9,8,5,0,5,10,5,14,4,6,6,11,6,7,11,6,3,12,21
chr8:132722040-132757294,0,0,3,0,0,2,8,0,0,4,3,0,0,0,2,0,2,3,2,0,0,3,3,2,2,3,3,0,3,6
chr4:55411614-55417985,35,24,15,7,30,37,29,22,34,15,30,34,10,21,13,32,32,20,42,15,23,30,34,24,19,48,22,27,27,29
chr4:102304317-102324998,11,13,0,3,4,13,8,5,0,2,4,11,9,8,0,6,2,0,9,5,4,2,10,5,6,4,4,2,8,13
chr5:141582312-141583615,2,3,0,2,0,0,0,5,2,0,3,4,0,2,0,2,3,2,3,3,3,0,7,2,3,10,2,0,5,3
chr4:128074460-128077962,4,6,6,4,0,11,5,5,7,3,11,8,5,5,0,4,15,9,4,3,2,4,12,11,2,10,8,7,0,3
chrX:107840670-107854704,6,0,2,3,0,8,0,4,3,3,3,5,4,3,3,2,5,3,0,4,2,0,7,4,2,3,2,2,2,0
chr1:20969474-20981227,0,3,0,0,0,0,6,0,0,0,6,3,0,3,0,0,3,5,3,6,0,6,7,5,2,4,5,2,0,3
chr8:130358017-130361771,4,0,3,0,2,4,5,3,4,0,0,3,0,0,2,0,0,2,2,2,2,5,3,0,0,3,0,3,2,5
