ID,1032245-P_bwa.ciri2,1039868-P_bwa.ciri2,1042353-P_bwa.ciri2,1042745-P_bwa.ciri2,1043773-P_bwa.ciri2,1045386-P_bwa.ciri2,1045549-P_bwa.ciri2,1046191-P_bwa.ciri2,1046287-P_bwa.ciri2,1046349-P_bwa.ciri2,1046499-P_bwa.ciri2,1047291-P_bwa.ciri2,1047831-P_bwa.ciri2,1047912-P_bwa.ciri2,1048720-P_bwa.ciri2,1049983-P_bwa.ciri2,1050700-P_bwa.ciri2,1051316-P_bwa.ciri2,1054390-P_bwa.ciri2,1056166-P_bwa.ciri2,272577-P_bwa.ciri2,451368-P_bwa.ciri2,477022-P_bwa.ciri2,515975-P_bwa.ciri2,522638-P_bwa.ciri2,548142-P_bwa.ciri2,649867-P_bwa.ciri2,685749-P_bwa.ciri2,843725-P_bwa.ciri2,99272-P_bwa.ciri2
chr7:32544694-32554596,0,0,2,0,0,3,5,0,5,3,3,0,3,2,0,3,2,0,3,3,0,2,2,3,3,0,3,0,3,0
chr14:80497469-80530886,2,0,2,0,2,8,6,2,3,2,10,5,0,9,0,2,2,0,4,3,3,3,6,0,7,6,8,8,4,5
chr1:29154696-29154910,0,0,0,0,0,0,7,0,3,2,9,2,0,5,0,4,0,0,0,3,2,2,6,0,6,5,4,2,4,2
chr6:3076764-3077935,8,7,6,6,8,7,5,7,14,7,17,13,6,14,6,0,11,4,6,5,9,8,16,6,14,12,5,13,10,5
chr14:21230319-21234229,24,36,20,13,26,33,28,31,23,30,32,33,23,56,23,23,17,15,21,8,12,18,36,16,38,28,28,20,23,17
chr18:49331864-49379758,3,3,2,6,0,9,5,2,2,4,4,0,2,5,2,4,3,0,0,4,3,2,2,0,3,0,0,0,3,0
chr2:196912882-196922186,2,0,4,0,2,3,3,2,0,3,4,0,2,6,4,3,4,0,0,0,0,2,3,3,2,4,2,0,0,3
chr5:10415488-10417404,10,6,2,3,7,9,7,5,10,10,12,10,3,21,6,5,5,4,15,8,9,13,9,6,16,8,10,4,8,9
chr9:137811461-137818138,0,0,3,0,3,0,0,4,7,3,7,5,3,4,5,0,6,2,5,0,0,0,6,2,4,3,0,4,0,0
chr5:94643273-94654752,2,3,2,0,0,0,3,2,2,3,3,0,2,2,2,0,0,2,0,0,3,3,0,0,0,5,2,2,5,0
chr6:130926605-130956499,27,9,15,10,15,42,27,25,39,26,50,28,23,50,15,14,17,12,26,9,14,11,22,9,35,26,38,14,35,18
chrX:101041317-101042312,2,3,4,4,6,3,2,5,6,6,13,3,4,5,7,6,2,0,5,0,7,0,7,3,3,3,6,7,5,6
chr14:73147795-73198129,0,3,0,0,2,8,4,2,0,3,7,2,3,4,4,0,0,2,2,2,2,3,3,0,3,2,9,0,0,0
chr6:16326394-16328470,34,40,26,40,55,58,51,43,45,33,55,53,40,56,28,22,33,35,37,45,41,23,58,30,47,44,55,64,49,32
chr6:161034259-161049979,4,0,2,7,0,5,0,4,0,2,5,5,4,3,2,0,6,0,3,5,2,3,0,4,4,4,3,2,6,0
chr9:5968019-5988545,3,0,4,3,3,5,7,5,2,4,8,9,7,16,3,4,4,2,5,5,4,5,3,4,6,2,10,0,15,4
chr3:136464881-136502779,3,3,0,0,2,0,0,2,2,4,2,5,0,6,0,3,0,0,2,2,3,2,2,3,6,0,4,3,2,0
chr11:3731391-3753408,2,3,4,4,5,9,6,5,3,2,10,6,3,6,2,0,0,3,0,2,5,0,5,5,4,0,4,0,0,2
chr7:92457552-92492286,5,2,0,5,2,4,0,0,0,2,5,3,5,5,0,5,0,0,5,0,0,0,4,5,4,0,3,0,2,2
chr1:151427823-151442205,4,7,2,0,3,3,4,4,5,4,7,0,3,4,3,0,5,0,2,2,0,0,10,3,3,2,5,0,6,2
chr2:203056427-203057453,3,0,0,3,0,3,0,5,0,4,0,2,3,5,2,2,2,4,5,3,3,0,3,0,3,2,5,2,2,0
chr8:73673107-73688813,11,6,5,4,6,17,11,9,6,12,14,18,11,19,8,2,5,6,13,6,5,6,10,11,18,12,14,6,4,3
chr7:27629371-27632445,2,0,3,3,0,12,5,0,2,0,7,2,0,5,2,0,0,0,0,0,0,2,4,3,2,2,3,0,5,0
chr10:100923975-100926019,0,3,4,3,2,7,2,3,4,6,7,2,3,4,0,0,0,2,5,0,0,2,4,2,6,4,3,6,4,3
chr3:170171373-170178938,7,2,2,6,3,3,6,8,0,0,9,5,2,3,4,4,3,6,0,0,0,0,4,4,5,8,7,10,4,4
chr10:69483691-69485215,2,2,2,0,0,2,7,0,3,0,2,4,0,2,0,0,0,6,5,2,0,3,0,0,0,5,4,2,0,0
chr22:32478981-32485209,0,7,0,0,4,3,8,3,2,3,2,3,6,5,2,6,4,4,2,0,0,0,4,0,2,0,3,0,0,2
chr7:30621393-30622462,3,2,0,0,0,5,2,0,2,4,5,2,4,4,0,4,3,2,2,2,0,3,4,0,4,3,5,0,3,2
chr12:26996742-26999676,0,3,0,4,2,5,3,2,2,3,8,2,2,2,3,0,3,0,3,0,0,0,2,0,3,2,3,0,4,2
chr3:71690010-71710484,0,3,0,3,4,3,2,7,6,0,10,3,6,8,0,0,0,3,3,2,2,3,3,0,2,3,4,4,2,3
chr5:77463095-77464809,2,2,6,5,5,3,7,0,0,6,4,4,8,11,2,4,7,3,3,3,0,2,5,0,7,2,4,2,2,2
chr10:101667886-101676436,16,12,12,8,13,11,17,16,27,11,24,10,21,13,14,16,13,9,8,9,11,13,14,11,14,6,17,17,7,11
chr4:107682015-107694006,0,3,0,3,2,0,0,0,2,3,4,2,3,0,3,3,2,0,3,3,2,4,3,0,3,0,2,0,0,0
chr7:77585543-77600806,5,5,0,4,7,9,9,2,8,7,6,7,5,8,0,2,4,3,8,4,4,3,7,0,9,4,12,6,3,5
chr12:111479070-111486824,4,0,0,0,4,5,2,0,4,0,2,0,3,2,4,3,0,2,0,0,0,3,0,0,3,7,0,2,2,2
chr4:9641071-9641450,41,28,34,16,25,34,29,28,31,11,26,45,41,40,40,14,31,19,38,22,22,13,34,9,50,75,60,36,32,12
chr12:28255581-28259442,0,0,0,2,3,0,4,2,0,0,3,5,0,4,4,4,0,0,0,4,0,3,4,2,4,0,2,2,0,0
chr15:55223889-55234956,2,0,2,3,0,0,2,2,0,2,4,3,4,3,0,0,0,0,0,2,0,0,4,0,2,0,2,3,0,2
chr2:32478635-32479617,0,2,0,2,0,2,0,2,4,5,4,4,3,4,0,0,3,0,2,5,2,2,0,0,0,0,2,3,2,2
chr1:12001401-12002103,3,2,2,0,2,0,0,0,4,5,0,4,3,4,4,0,4,2,3,0,0,0,5,0,5,2,9,4,2,2
chr3:47435008-47443091,0,3,2,2,0,2,5,2,4,0,0,0,3,2,0,2,0,4,4,2,4,0,0,0,3,4,0,0,0,2
chr18:50918110-50932360,4,0,2,0,2,2,0,0,2,0,2,4,3,2,2,2,0,3,3,0,2,0,2,3,0,2,2,3,0,4
chr19:17276495-17276909,5,5,7,4,4,11,10,4,7,9,9,14,7,10,4,3,5,4,8,8,4,8,8,5,6,6,8,7,5,5
chr4:102525512-102537956,3,0,0,0,2,6,0,3,5,2,4,0,3,3,0,0,4,0,2,0,0,4,3,0,0,2,6,2,4,3
chr1:119755427-119759989,3,2,10,0,3,3,3,0,0,2,10,0,9,2,3,0,2,3,4,6,2,0,6,5,0,5,4,0,3,7
chr3:197104903-197119530,3,5,3,3,5,5,3,5,10,4,8,8,4,5,4,4,3,3,0,6,4,3,8,5,3,4,4,2,7,5
chr3:196391813-196403019,47,27,27,26,41,55,74,46,49,65,72,72,45,86,23,40,40,36,45,24,30,39,52,22,48,60,69,50,51,32
chr4:139695197-139704196,2,2,4,2,4,3,4,4,0,2,7,0,2,10,0,0,0,3,5,0,3,5,3,2,0,0,3,0,2,4
chr15:50747495-50748870,0,2,5,0,6,2,4,2,5,0,7,3,4,5,0,0,2,0,0,0,2,2,4,0,2,3,0,0,4,3
chr1:28473554-28476291,2,0,0,2,2,7,4,3,5,5,4,6,0,5,0,3,0,2,2,0,4,4,4,0,2,0,0,3,3,0
chr1:28473554-28474151,0,2,0,0,3,2,3,2,2,3,0,4,0,3,0,3,0,3,3,0,0,3,2,0,2,0,2,3,4,0
chr12:46229153-46243314,12,38,23,30,25,52,40,19,25,33,44,41,32,56,17,29,21,12,33,23,21,27,44,33,42,23,47,24,34,23
chr14:102019893-102022880,3,2,2,0,0,2,2,0,3,0,3,2,5,3,4,0,0,0,2,0,3,0,2,2,5,0,2,3,3,5
chrX:37386599-37426000,6,2,0,0,2,3,4,2,2,0,6,0,0,0,2,0,2,0,5,0,2,0,0,0,6,3,8,0,0,5
chr2:175111568-175121540,0,0,3,2,0,0,0,2,0,2,7,0,4,0,2,3,4,0,3,4,2,4,5,0,3,0,0,3,4,2
chr2:168138088-168140758,4,2,3,5,2,2,5,0,0,3,3,2,0,3,0,0,4,2,0,0,0,0,2,2,0,2,2,3,2,2
chr17:61919400-61925099,0,3,2,0,2,2,0,5,2,2,5,0,0,4,2,0,0,0,0,0,5,0,0,2,2,0,2,3,0,3
chr13:32517857-32527532,53,58,38,44,48,83,80,60,57,81,106,61,50,114,44,50,54,34,60,42,64,55,53,45,77,44,74,61,59,57
chr5:123545417-123553147,3,3,2,2,0,4,0,3,5,0,2,6,5,7,0,0,0,3,5,0,5,3,0,4,5,0,0,2,2,2
chr22:40881770-40882177,3,4,0,0,5,3,4,5,0,4,6,2,6,7,2,0,2,2,3,2,0,2,9,4,2,3,2,3,4,3
chr18:9931810-9937066,5,5,4,5,5,5,4,0,3,3,5,5,7,10,9,4,2,5,15,9,3,3,4,3,6,10,11,3,3,2
chrX:24172715-24179770,3,3,0,0,5,6,5,0,3,8,3,5,3,3,0,0,0,3,2,2,0,0,4,3,0,5,7,4,0,0
chr1:21089138-21111383,8,0,2,3,0,3,4,6,3,0,4,5,3,2,2,0,0,3,4,3,2,3,3,0,2,0,0,0,0,5
chr1:35470863-35479212,2,0,0,0,0,4,4,4,4,3,2,9,0,2,2,0,3,2,4,2,0,0,5,0,0,3,3,5,0,2
chr20:35858302-35871829,0,3,2,3,7,10,5,2,4,8,4,3,4,6,3,2,4,3,2,6,2,0,4,3,6,7,6,4,6,3
chr8:131940499-131946633,0,8,3,0,2,5,4,0,2,0,4,0,4,0,0,3,0,2,0,3,4,4,3,0,6,6,2,2,2,5
chr3:52412811-52414587,5,4,5,6,5,4,0,3,2,5,6,2,3,9,2,4,6,2,7,2,2,2,4,0,2,0,4,0,2,3
chr2:171925537-171953001,6,0,3,3,4,3,6,3,2,10,0,2,7,9,0,5,2,4,6,0,6,0,6,3,6,7,5,5,4,4
chr7:129014979-129018157,20,17,16,13,11,29,21,15,13,38,30,19,27,34,19,13,6,11,20,13,18,13,33,19,22,21,24,22,17,14
chr10:27142387-27145590,2,0,2,0,2,4,3,4,2,2,11,4,3,7,2,2,0,3,4,4,5,2,2,0,6,0,0,0,2,0
chr21:43746079-43749080,5,3,4,0,2,10,3,3,0,3,2,4,3,4,6,8,0,3,0,0,2,3,4,0,5,2,3,6,2,3
chr15:51869217-51902036,3,2,2,0,3,3,6,2,4,4,3,3,5,0,0,3,3,0,2,2,4,4,3,2,4,3,6,0,0,3
chr10:126970702-126990603,5,0,2,0,3,0,0,2,3,4,0,0,2,0,3,0,0,2,3,4,3,2,0,5,4,2,2,0,0,0
chr2:239990074-240007370,11,13,6,10,6,18,14,12,10,15,22,7,13,19,14,7,6,13,11,7,7,8,14,10,7,13,17,15,13,7
chr1:24514314-24514567,7,6,5,6,4,10,9,5,8,8,8,11,9,16,5,11,4,9,8,9,6,3,4,5,11,5,8,8,8,2
chr2:172558708-172566933,4,5,8,8,7,5,9,5,5,4,3,10,7,9,3,3,6,4,9,8,5,4,10,4,4,3,9,25,6,4
chr7:133034748-133035032,3,0,0,2,0,0,4,6,0,7,5,4,2,4,4,0,0,0,3,0,0,3,4,7,0,4,0,0,2,3
chr5:139600372-139614966,10,7,4,7,11,9,11,5,9,4,13,11,9,18,5,8,6,6,8,5,10,7,12,2,13,13,10,13,10,5
chr3:172251260-172262083,2,7,2,3,3,0,7,3,3,4,3,9,4,3,2,0,0,4,4,3,5,6,3,2,3,3,5,5,5,5
chr5:154033791-154034967,15,15,20,18,13,34,28,17,27,21,59,22,36,34,24,22,20,15,17,21,28,24,24,19,38,30,31,26,21,14
chr2:127763062-127771004,4,0,2,4,6,0,3,0,0,2,4,0,2,8,0,2,3,0,3,3,2,0,0,0,7,2,6,0,5,0
chr16:66608309-66610003,0,0,2,2,0,0,0,4,2,0,4,2,4,5,0,0,0,0,2,2,4,2,2,0,0,2,3,3,4,0
chr7:140046884-140058034,2,0,2,0,2,0,2,0,0,0,2,0,2,2,0,3,0,0,2,2,4,0,2,0,2,2,4,0,3,5
chr1:88740988-88786213,0,4,2,2,4,6,5,6,3,3,2,4,0,6,2,3,0,0,5,4,4,0,2,3,5,3,3,0,0,0
chr6:47503280-47504758,9,5,5,4,5,4,7,9,2,7,12,7,18,18,2,2,0,0,4,3,4,0,6,2,6,4,8,5,7,5
chr15:90486954-90492711,4,0,0,0,0,3,4,2,2,2,5,7,0,3,0,0,0,5,0,3,0,3,3,0,0,10,10,3,0,4
chr5:36953618-36986301,2,2,2,2,2,2,2,0,3,3,0,3,0,3,0,0,2,0,4,0,0,2,6,0,4,6,4,3,3,6
chr15:63529014-63537156,0,0,0,0,0,2,2,2,0,4,0,0,2,3,0,4,2,0,0,0,2,0,3,2,4,4,5,3,5,3
chr14:31127785-31172122,0,0,4,2,0,7,5,0,2,4,0,3,3,5,0,0,2,0,5,0,3,4,3,2,4,5,0,4,2,2
chr15:43756649-43763206,0,3,3,2,0,0,2,5,5,0,0,3,0,2,0,2,0,2,0,0,0,3,3,0,4,4,2,3,2,0
chr7:102227367-102227669,5,0,3,3,6,4,4,2,5,7,8,3,0,5,8,0,10,7,8,8,9,4,6,2,3,11,5,11,5,2
chr9:20715322-20740340,5,0,4,9,3,4,2,5,3,5,6,3,0,4,2,0,4,0,5,0,2,3,5,0,3,5,3,0,3,0
chr2:231075511-231087181,0,0,3,2,4,5,5,5,4,8,7,2,2,5,0,4,0,4,0,2,0,2,4,6,3,2,4,4,0,2
chr12:116230433-116237705,6,2,0,7,6,6,7,2,9,8,6,5,6,14,0,6,3,6,3,0,5,5,6,0,7,4,7,6,5,8
chr20:34072066-34078553,3,2,4,2,3,3,3,4,2,9,4,2,3,5,4,2,2,2,4,5,5,0,2,2,3,3,3,3,0,2
chr2:24556015-24584560,4,2,0,2,2,5,2,0,3,2,5,4,3,13,4,2,0,0,2,2,6,0,5,6,2,9,3,5,2,2
chr15:94356137-94385525,10,6,0,0,7,13,3,3,3,6,8,5,6,5,6,4,0,3,6,3,4,4,7,5,4,6,6,0,2,3
chr6:53071057-53076543,5,0,2,2,4,7,0,3,5,6,10,6,3,5,3,3,5,2,4,2,4,4,0,0,4,3,5,9,0,0
chr3:185437447-185443636,2,0,3,5,2,10,3,2,0,6,6,2,0,3,2,2,4,3,4,4,2,0,2,2,0,2,2,4,3,3
chr12:10420364-10435410,0,0,2,3,2,3,5,0,4,9,0,6,0,10,0,6,0,0,0,2,2,0,3,2,5,2,0,0,5,4
chr7:66797374-66805396,2,2,0,0,2,7,4,3,9,5,7,0,5,6,2,3,0,0,2,3,2,0,2,4,5,5,5,0,2,2
chr7:35010468-35018596,4,5,2,0,2,7,4,0,4,3,4,3,9,7,0,5,0,4,8,5,2,0,8,0,2,5,5,7,3,7
chr3:11358418-11380052,0,0,0,0,3,4,0,5,0,4,2,3,0,4,0,0,0,0,5,2,4,2,2,0,3,2,2,0,0,4
chr17:39684597-39686019,3,3,0,4,7,3,3,2,0,0,3,2,3,2,0,2,2,2,4,4,0,3,3,0,3,4,5,0,3,0
chr5:138810038-138827718,2,8,3,2,4,8,5,5,5,3,7,2,7,8,3,4,3,0,9,4,0,7,2,2,3,7,13,4,6,5
chr11:32927157-32935435,15,12,8,17,7,15,17,14,8,19,25,11,19,23,22,16,15,12,18,19,9,9,22,12,14,18,16,10,11,12
chr15:74923648-74926887,2,0,0,0,3,3,0,0,4,4,6,2,3,4,5,5,0,4,5,0,0,2,2,2,0,0,0,0,2,2
chr4:73085249-73092300,37,29,17,25,25,36,38,30,31,22,50,39,37,50,18,18,20,19,27,13,25,19,38,15,37,22,31,15,23,20
chr16:30728966-30729572,15,12,4,11,13,29,16,23,17,10,16,16,10,23,19,10,12,8,17,11,10,11,22,6,15,17,10,16,15,16
chr1:17580553-17588479,7,0,3,3,2,3,2,5,2,3,7,5,2,4,6,2,2,3,8,3,2,3,6,0,4,7,5,2,7,3
chr5:50402286-50411383,0,0,0,0,3,2,0,6,3,0,6,11,6,7,3,0,4,0,0,0,4,4,0,0,6,3,0,7,8,0
chr7:77778338-77778814,0,4,4,0,0,0,3,0,3,2,5,4,0,3,0,0,2,0,3,2,2,0,4,2,6,5,3,0,0,0
chr15:60442416-60445791,8,5,3,2,6,7,5,0,4,3,5,12,3,10,9,3,3,3,2,2,2,2,3,0,5,10,2,3,3,5
chr3:197830770-197839397,4,2,2,2,3,2,0,0,5,4,5,2,0,0,0,0,0,2,3,3,4,2,3,0,4,2,0,0,0,2
chr15:92924321-92929091,4,3,6,5,3,4,5,4,9,5,7,12,2,8,2,5,2,4,7,0,6,4,7,3,9,6,5,6,3,3
chr14:23033368-23033674,0,0,0,2,4,3,0,3,2,0,0,2,3,6,0,2,3,0,4,4,3,4,2,2,4,0,3,2,0,0
chr8:140818277-140864399,2,2,0,0,2,3,0,0,2,4,3,2,2,5,0,0,0,0,3,0,2,2,2,2,5,0,0,0,5,0
chr3:149846011-149912083,4,0,2,5,4,3,2,3,0,5,4,4,4,3,0,0,0,0,3,2,4,0,0,3,5,0,0,2,5,2
chr3:119500695-119504021,11,5,6,9,10,8,15,19,15,7,10,18,10,10,3,7,13,7,11,11,14,12,7,2,14,19,19,10,13,7
chr19:5604583-5604936,5,2,4,6,4,6,18,8,9,5,15,13,4,11,5,2,6,6,7,5,2,4,10,3,8,17,18,8,6,3
chr5:50778069-50797233,2,7,0,0,5,3,2,5,4,3,5,4,6,7,0,2,3,0,0,2,3,0,2,5,6,5,3,0,4,0
chr18:32111754-32113860,9,7,6,7,8,13,12,18,16,14,20,16,11,18,12,12,11,12,11,6,12,13,19,6,17,10,17,16,11,9
chrX:140783175-140784659,132,130,155,114,175,274,192,75,126,205,316,172,174,180,136,200,79,74,179,150,149,137,137,89,153,172,198,84,203,179
chr5:109713520-109729513,10,16,16,8,18,40,13,8,22,24,28,25,16,33,13,4,16,6,7,14,17,8,23,13,0,13,15,18,7,9
chr9:109106508-109108570,0,2,3,0,3,2,6,2,0,0,6,0,0,3,0,3,0,0,0,2,0,3,4,2,5,0,0,2,6,0
chr15:41668828-41669958,22,27,21,8,16,35,22,30,28,30,35,22,38,42,17,13,18,18,30,22,22,12,30,24,35,28,31,22,14,17
chr7:130039464-130049144,3,3,0,2,4,2,5,6,2,0,6,0,5,4,2,0,0,2,2,0,0,3,5,0,3,2,4,2,0,0
chr3:170145423-170149244,4,2,0,0,0,8,12,5,6,5,8,9,0,7,8,0,0,4,9,3,8,4,0,0,5,5,6,5,3,5
chr2:164692221-164695836,2,4,0,3,5,5,2,3,2,4,5,0,3,5,2,0,2,0,5,0,2,5,6,2,3,2,6,0,4,2
chr4:169155480-169156679,4,2,3,2,3,5,0,6,0,5,10,0,9,8,0,2,3,0,4,2,3,4,2,4,4,0,6,0,4,0
chr15:68141946-68146700,0,3,2,2,0,7,4,3,0,0,6,2,0,6,0,3,0,2,2,3,3,0,3,0,0,3,5,0,2,5
chr6:147205971-147239270,0,0,0,0,0,4,3,0,0,0,2,2,2,2,0,0,2,3,3,2,4,2,0,0,0,0,6,5,2,3
chr3:172226871-172251541,5,5,0,4,4,6,2,0,3,2,8,3,5,9,0,0,3,0,3,2,0,4,3,4,4,4,3,3,0,0
chr1:155765000-155766709,4,10,2,6,7,11,5,5,12,5,5,5,4,11,3,3,6,2,4,5,3,3,8,4,11,4,6,6,8,6
chr21:37420299-37430400,3,0,2,2,3,6,4,0,4,5,6,5,3,9,4,2,2,4,5,4,3,0,2,0,5,4,2,4,4,4
chr14:30670256-30675065,4,3,4,6,6,7,5,7,2,11,8,5,7,15,5,4,4,7,7,3,6,2,0,3,5,9,8,6,4,6
chr12:28255581-28307749,0,6,4,3,4,8,4,3,4,6,7,9,9,8,6,5,3,3,3,3,5,2,6,6,9,5,4,6,5,4
chr2:189728660-189744788,12,12,5,7,0,14,4,12,6,12,17,19,8,16,10,5,8,4,10,10,4,2,11,6,18,5,6,12,13,9
chr8:108449823-108455930,6,6,5,0,4,9,6,8,8,2,8,5,13,17,5,5,5,6,5,3,4,3,9,0,17,8,10,13,8,4
chr1:77717867-77725762,6,3,6,3,3,13,6,7,0,5,10,2,3,4,2,3,2,0,3,0,6,2,7,0,7,3,0,4,4,2
chr2:202952559-202955758,3,3,0,0,2,0,2,5,2,0,7,2,2,4,2,2,0,2,0,0,3,2,3,0,3,5,6,8,4,0
chr9:131506114-131506453,2,3,0,0,3,4,0,5,4,4,6,0,0,0,4,2,7,2,4,2,0,4,0,0,5,3,0,3,0,0
chr12:56234824-56235700,0,2,4,3,0,6,0,2,2,3,5,2,2,5,3,2,2,0,0,2,2,3,7,4,3,0,4,0,3,4
chr10:97436417-97437750,20,13,5,5,9,21,27,13,12,19,24,19,7,25,14,11,6,14,12,8,10,10,12,4,19,17,20,14,9,5
chr16:53154447-53157541,3,2,5,2,3,6,4,3,0,8,5,0,7,7,0,0,0,3,6,6,0,4,13,2,9,6,4,0,6,8
chr1:48355670-48359770,7,5,7,3,3,15,6,7,8,7,10,14,6,18,5,5,3,4,5,3,5,8,5,4,9,6,12,6,6,10
chr1:180984677-180993425,4,2,8,0,4,6,8,7,10,5,13,18,12,10,5,4,7,5,5,4,8,2,8,3,16,15,10,9,12,3
chr1:103565435-103575540,10,4,12,6,7,28,14,16,14,18,19,16,10,17,0,8,3,7,15,6,9,6,8,7,15,10,8,11,10,10
chr12:96323948-96334865,2,0,6,3,4,7,7,5,2,5,7,12,5,8,2,0,3,0,4,5,4,6,0,6,8,8,9,4,2,3
chr5:80767933-80792844,4,0,0,0,2,0,4,0,0,2,3,2,3,0,3,2,2,0,3,0,2,4,0,3,5,2,4,0,2,3
chr3:114693528-114717527,3,0,3,2,0,2,5,0,3,2,4,0,3,0,3,2,0,3,0,3,2,3,3,0,0,0,0,0,4,0
chr13:40908159-40914105,3,0,4,0,0,0,0,2,0,2,0,6,3,5,0,0,0,0,0,4,3,2,2,2,3,0,2,3,2,0
chr11:72984088-72989097,6,2,0,8,10,13,10,9,8,6,20,12,15,22,7,6,10,3,8,8,6,8,17,2,6,13,11,16,7,4
chr9:4286038-4286523,8,3,5,11,0,11,12,9,4,7,6,3,11,6,4,3,6,3,10,5,8,8,10,7,2,8,8,12,7,6
chr8:42906173-42943445,7,3,3,4,2,7,5,3,2,4,8,4,9,4,3,2,2,3,0,0,9,7,5,2,3,6,6,3,3,0
chr1:21715389-21724095,3,0,0,2,2,0,2,0,2,3,2,0,2,0,0,0,2,2,2,2,0,2,4,0,0,4,4,4,2,2
chr5:132892164-132893118,5,0,3,0,3,3,6,9,3,4,7,4,2,3,2,3,6,6,6,0,5,6,6,0,5,5,10,4,0,0
chr17:59935193-59940943,0,2,0,2,2,2,6,0,5,4,0,2,4,4,0,0,4,0,0,0,2,2,4,0,2,0,0,0,3,2
chr15:63553715-63563008,0,4,6,3,4,5,3,4,5,18,8,4,8,4,3,3,3,2,7,3,2,3,4,0,4,0,9,0,2,5
chrX:85303406-85308216,6,3,4,3,3,8,5,2,5,5,6,6,6,12,4,4,0,2,4,3,0,2,7,3,7,5,8,2,4,6
chr17:20204333-20205912,65,58,30,25,13,59,63,58,57,59,92,51,70,67,54,24,61,50,70,37,45,37,41,44,71,88,77,41,33,44
chr4:120754553-120811449,8,5,0,3,4,9,3,4,7,15,17,6,6,13,5,4,12,0,7,0,4,0,4,3,5,5,5,0,3,7
chr1:92333391-92380873,11,11,7,10,12,12,11,0,8,11,14,8,8,23,8,5,9,8,13,7,17,6,13,6,12,10,11,9,13,6
chr8:119788338-119797846,4,5,2,0,2,3,6,4,0,2,3,2,0,5,0,0,0,3,0,3,0,0,3,3,0,2,4,0,0,0
chr6:116689320-116692392,8,9,16,10,14,26,23,11,15,28,30,24,15,45,7,17,8,6,10,13,16,19,19,19,27,15,24,18,21,11
chr1:13731000-13749487,0,0,0,2,3,2,3,0,0,5,3,0,5,8,3,2,3,0,2,0,0,0,2,0,3,2,4,5,3,0
chr13:45516143-45519094,3,4,0,6,3,9,7,5,2,5,6,6,7,8,3,6,4,0,0,3,5,2,7,2,5,5,5,2,7,3
chr8:140585119-140605914,4,0,0,0,2,2,2,0,0,2,5,6,0,4,2,2,3,2,3,0,5,0,2,0,4,7,5,0,0,0
chr10:15816835-15847943,6,8,9,6,8,22,26,6,8,12,25,12,13,22,6,14,5,9,13,14,7,8,17,5,20,17,25,7,15,8
chr20:33619517-33623296,11,14,14,10,11,18,21,11,14,7,17,21,10,31,15,9,5,10,22,8,9,11,13,8,16,17,24,17,15,14
chr2:61115979-61118116,2,2,0,0,0,3,3,0,2,3,3,2,0,4,3,0,0,2,0,3,0,3,2,0,3,2,2,0,3,3
chr4:143543509-143543972,15,15,13,6,13,15,28,21,23,34,27,30,28,28,20,16,29,19,24,20,16,11,14,3,20,16,27,18,23,6
chr18:2890561-2892486,5,8,5,7,0,8,3,2,8,4,4,5,5,8,4,2,0,4,6,6,5,4,6,2,7,6,6,3,4,0
chr3:56566594-56567053,7,0,0,0,2,0,3,4,2,3,2,4,0,3,2,0,2,2,2,0,3,2,2,0,0,5,0,5,0,0
chr4:145823422-145849561,0,0,2,0,0,0,6,0,3,4,5,4,4,5,0,3,4,0,5,0,0,3,3,3,2,3,6,0,0,0
chr3:113488945-113506605,0,0,2,0,3,9,5,0,3,0,2,3,0,0,5,0,4,4,3,3,0,4,4,0,6,2,4,2,3,3
chr2:32377588-32395593,0,2,3,0,0,3,4,0,4,6,4,0,2,0,3,0,2,2,2,2,0,2,4,0,3,2,5,3,0,0
chr17:50736960-50741731,2,3,2,0,4,6,2,0,4,3,7,3,5,0,2,2,0,3,7,0,6,2,4,2,4,2,5,2,4,3
chr4:150761783-150808398,4,2,8,6,12,7,9,5,4,11,16,9,8,11,8,6,4,3,5,3,0,4,5,2,4,2,7,3,2,3
chr10:121538592-121565704,5,2,2,4,5,0,5,2,2,2,4,0,5,2,0,3,5,0,3,0,2,0,4,2,0,2,0,4,0,0
chr3:179592644-179601790,4,3,2,5,3,2,4,6,5,3,0,2,2,3,4,5,2,2,3,2,2,3,4,4,6,4,0,4,4,5
chr6:158267234-158314268,0,2,2,0,5,4,3,3,0,0,11,6,9,6,0,0,6,0,2,4,0,5,5,5,8,4,0,0,2,0
chr13:28197185-28220378,0,2,3,2,2,3,2,6,0,2,3,3,0,5,0,2,0,0,2,0,2,4,2,2,5,3,0,2,5,0
chr9:33960826-33989126,4,5,0,0,0,4,3,4,5,0,3,3,2,4,0,0,2,0,0,3,2,3,2,2,5,5,3,2,2,6
chr17:59353215-59353526,12,5,5,2,3,6,9,7,6,9,13,10,6,5,7,2,13,7,9,7,10,6,0,3,9,14,9,6,5,0
chr2:47378953-47379969,19,3,9,9,5,10,2,13,6,14,16,4,18,19,4,0,5,5,19,6,8,5,10,4,12,10,7,6,5,5
chr9:76067955-76096102,0,4,6,4,0,3,7,6,0,3,4,3,4,5,3,2,2,0,0,3,2,2,2,0,2,0,2,2,3,2
chr4:151415724-151482648,10,2,3,2,2,0,2,0,4,0,5,2,0,6,0,0,3,0,4,3,2,3,4,2,4,4,6,3,2,3
