ID,X1032245.N_bwa.ciri2,X1039868.N_bwa.ciri2,X1042353.N_bwa.ciri2,X1042745.N_bwa.ciri2,X1043773.N_bwa.ciri2,X1045386.N_bwa.ciri2,X1045549.N_bwa.ciri2,X1046191.N_bwa.ciri2,X1046287.N_bwa.ciri2,X1046349.N_bwa.ciri2,X1046499.N_bwa.ciri2,X1047291.N_bwa.ciri2,X1047831.N_bwa.ciri2,X1047912.N_bwa.ciri2,X1048720.N_bwa.ciri2,X1049983.N_bwa.ciri2,X1050700.N_bwa.ciri2,X1051316.N_bwa.ciri2,X1054390.N_bwa.ciri2,X1056166.N_bwa.ciri2,X272577.N_bwa.ciri2,X451368.N_bwa.ciri2,X477022.N_bwa.ciri2,X515975.N_bwa.ciri2,X522638.N_bwa.ciri2,X548142.N_bwa.ciri2,X649867.N_bwa.ciri2,X685749.N_bwa.ciri2,X843725.N_bwa.ciri2,X99272.N_bwa.ciri2,,CircRNACount.1032245.N,CircRNACount.1039868.N,CircRNACount.1042353.N,CircRNACount.1042745.N,CircRNACount.1043773.N,CircRNACount.1045386.N,CircRNACount.1045549.N,CircRNACount.1046191.N,CircRNACount.1046287.N,CircRNACount.1046349.N,CircRNACount.1046499.N,CircRNACount.1047291.N,CircRNACount.1047831.N,CircRNACount.1047912.N,CircRNACount.1048720.N,CircRNACount.1049983.N,CircRNACount.1050700.N,CircRNACount.1051316.N,CircRNACount.1054390.N,CircRNACount.1056166.N,CircRNACount.272577.N,CircRNACount.451368.N,CircRNACount.477022.N,CircRNACount.515975.N,CircRNACount.522638.N,CircRNACount.548142.N,CircRNACount.649867.N,CircRNACount.685749.N,CircRNACount.843725.N,CircRNACount.99272.N,
chr19:45263113-45263367,9,5,5,3,4,7,8,3,0,4,7,7,4,7,8,3,5,4,6,0,3,8,5,5,6,5,8,5,0,10,5.133333333,9,5,3,3,3,5,1,2,1,3,4,6,3,5,6,2,4,4,6,2,3,5,3,5,6,5,6,3,1,10,4.641530055
chr6:138943513-138944622,34,41,18,13,39,56,38,18,30,20,32,36,38,28,26,50,32,30,35,32,15,25,39,28,24,49,24,29,28,61,32.26666667,28,31,10,10,27,39,27,13,21,17,22,19,30,24,15,33,21,14,24,23,9,16,29,20,19,35,15,17,19,42,27.36502732
chr7:131387120-131399433,8,5,0,2,2,3,7,3,0,0,7,4,7,2,2,6,0,3,4,5,2,0,3,4,5,7,2,3,3,6,3.5,8,4,0,3,2,3,3,2,0,0,4,3,6,2,1,4,1,3,3,4,2,0,3,3,1,4,2,1,2,2,3.024590164
chr4:1900626-1918623,5,5,2,3,4,0,0,7,3,0,0,3,2,5,3,7,3,2,2,5,0,2,7,4,3,2,5,2,2,0,2.933333333,5,5,2,2,4,1,1,6,3,0,1,3,2,2,2,5,3,2,2,2,0,2,6,3,3,0,4,2,2,1,2.736612022
chr17:47361378-47379253,2,0,0,4,3,5,0,0,4,4,4,0,0,0,2,0,3,0,0,7,0,7,3,2,2,6,0,0,5,4,2.233333333,2,0,0,2,3,4,0,0,3,2,4,0,0,0,2,2,3,1,1,4,0,6,2,2,2,1,1,0,4,0,1.971038251
chr9:4286038-4286523,3,2,12,0,7,11,12,5,9,9,5,2,6,6,5,8,11,0,10,9,4,5,3,4,10,10,5,6,5,10,6.466666667,2,2,9,1,3,5,7,2,8,5,3,0,3,3,3,5,5,0,4,5,2,2,3,2,6,4,3,4,2,4,5.040437158
chr15:85113873-85115487,39,23,14,25,31,23,22,21,24,28,21,27,24,29,21,26,19,11,25,14,15,9,28,13,17,19,29,27,20,46,23,27,10,7,10,17,13,14,12,10,13,1,10,8,14,14,16,12,6,17,10,1,4,13,1,9,1,15,16,7,30,17.2295082
chr15:90217439-90221765,2,2,0,0,4,4,5,3,3,2,3,0,3,0,3,7,3,0,6,4,2,6,6,0,4,5,2,4,6,6,3.166666667,1,0,1,0,3,4,5,2,3,2,3,1,3,1,2,5,3,1,6,3,2,5,6,0,4,5,2,3,4,5,3.00273224
chr5:145817894-145826200,29,29,23,12,13,23,33,20,28,14,20,26,12,6,10,35,14,17,17,21,13,7,19,22,21,14,21,21,22,29,19.7,19,17,19,9,9,19,22,14,22,12,13,18,9,6,9,25,9,12,11,17,10,7,12,17,17,10,14,16,20,20,17.12622951
chr5:50399107-50411383,9,26,12,15,15,20,28,8,16,9,23,17,13,18,8,18,15,16,15,10,14,14,16,10,10,23,13,15,23,25,15.8,5,19,7,11,9,12,18,3,10,5,11,10,9,12,7,13,10,13,8,8,9,9,12,4,7,14,8,12,15,16,13.04590164
chr9:125657651-125672643,4,2,4,0,4,4,4,7,6,4,5,7,2,5,0,3,5,4,5,0,5,2,7,2,4,5,3,4,5,5,3.9,4,1,4,0,3,0,1,4,3,3,4,4,0,3,1,2,1,4,4,0,4,0,4,1,3,2,2,3,2,3,3.129508197
chr6:161034259-161049979,0,2,4,0,3,5,3,0,3,4,0,2,3,0,0,0,9,4,2,4,3,3,3,0,0,4,3,4,2,5,2.5,1,2,4,1,1,4,2,1,3,3,0,2,2,0,1,1,5,0,1,3,1,2,0,1,1,3,3,2,2,3,2.172131148
chr12:111509549-111510582,8,8,4,3,8,3,6,9,5,3,5,3,6,3,4,11,8,8,11,12,2,5,6,8,6,15,5,4,4,6,6.3,5,4,2,3,8,3,4,8,5,3,5,3,4,1,2,9,7,6,5,7,2,3,6,3,5,13,1,2,4,2,5.414754098
chr19:45517663-45518094,4,4,2,0,7,4,9,0,0,0,3,2,2,2,0,0,3,2,7,3,3,3,4,6,0,4,4,2,2,5,2.9,2,4,2,0,6,4,6,0,1,0,3,1,1,1,0,1,3,2,1,1,3,2,2,3,1,2,3,2,1,5,2.506557377
chr2:68490190-68545312,13,11,8,5,16,14,13,9,12,10,4,11,8,10,10,8,6,5,4,7,5,9,15,13,9,15,11,8,7,18,9.8,9,8,1,5,10,1,7,4,1,8,3,8,1,1,5,6,6,3,3,4,2,8,13,6,7,2,8,8,5,13,7.701639344
chr9:75016268-75017448,3,0,3,2,3,5,5,2,8,4,6,0,3,2,0,3,4,6,2,0,4,2,3,3,4,4,5,0,2,11,3.3,2,0,3,2,3,5,4,2,6,4,5,1,2,1,0,2,3,4,1,0,3,1,3,2,4,4,3,1,2,5,2.955737705
chr2:200856682-200856985,5,8,5,0,5,3,6,0,3,2,5,8,3,5,2,5,4,3,5,6,0,4,5,3,0,3,0,3,9,5,3.833333333,4,7,5,0,4,3,4,1,3,2,4,8,3,4,2,4,4,3,5,4,0,3,4,3,1,3,0,2,7,5,3.620218579
chr13:100301460-100309908,0,4,5,0,5,5,7,2,8,4,4,0,8,5,2,2,6,0,7,5,6,3,5,0,0,15,6,3,6,8,4.366666667,1,3,4,0,5,5,5,1,7,3,3,1,7,5,2,1,3,1,6,4,5,2,3,1,1,14,5,3,4,6,4.038797814
chr9:112574057-112575251,3,6,2,3,5,6,14,6,5,5,2,3,4,3,2,7,2,0,0,2,2,2,4,3,4,7,6,6,2,0,3.866666667,1,4,2,3,2,6,10,6,4,5,1,2,4,3,2,6,2,1,1,1,2,1,4,1,4,6,4,5,2,1,3.538797814
chr4:1225360-1241519,8,7,5,5,4,6,12,10,6,5,4,2,2,7,5,3,4,5,8,0,5,3,7,12,3,10,6,3,4,9,5.666666667,6,6,5,4,3,5,8,8,5,4,1,1,2,5,3,3,4,4,6,0,5,3,3,7,2,9,3,2,2,6,4.928961749
chr2:36441258-36442735,3,3,3,0,3,0,3,3,4,0,4,2,4,0,2,4,3,3,5,0,3,2,4,3,2,5,2,2,2,3,2.566666667,3,2,3,0,1,0,3,1,3,1,4,1,4,1,2,3,3,3,3,1,2,2,4,3,2,1,2,2,2,3,2.369945355
chr21:39228500-39229436,7,5,5,0,12,9,4,3,3,6,4,4,3,3,0,4,5,6,10,3,3,4,4,0,2,8,4,6,3,10,4.666666667,3,4,4,0,8,7,2,3,2,6,3,4,2,1,0,3,4,6,8,2,1,3,4,0,1,6,2,4,3,9,4.092896175
chr2:201145378-201149835,7,5,7,7,5,9,9,9,8,5,10,17,6,9,2,6,7,11,13,7,5,15,10,5,6,14,8,11,9,15,8.566666667,4,2,6,6,3,4,7,9,6,2,6,6,3,5,2,3,2,5,9,5,3,10,1,3,4,8,1,7,5,10,6.763387978
chr3:119503532-119517315,6,0,5,0,4,7,9,4,2,5,9,7,5,5,4,5,4,4,2,4,2,4,7,3,4,4,5,4,4,9,4.566666667,6,0,3,0,2,5,6,1,1,3,3,3,1,4,2,2,2,2,2,3,2,4,6,3,2,3,4,3,3,7,3.763387978
chr18:9583117-9595153,8,10,0,6,4,5,10,7,6,8,4,5,6,5,8,15,6,6,6,7,5,4,9,4,6,5,5,4,7,10,6.366666667,3,7,1,6,2,5,8,5,5,5,3,5,3,2,8,11,5,2,5,5,4,2,8,2,6,3,3,2,5,7,5.497814208
chr15:85113377-85126374,3,5,0,2,6,6,8,4,4,0,4,5,4,5,4,11,0,5,3,0,0,3,7,4,10,5,4,3,6,0,4.033333333,2,5,1,2,4,4,7,2,3,0,2,3,3,4,2,7,0,2,2,1,1,1,3,1,9,2,2,3,6,0,3.426775956
chr22:20933779-20934244,8,15,17,9,16,23,15,10,3,15,11,15,13,12,6,14,18,14,15,12,6,9,27,3,17,20,10,9,12,18,13.06666667,7,10,14,4,13,18,1,6,2,10,8,2,8,11,4,12,13,11,1,7,6,7,16,1,12,15,9,8,9,12,10.85355191
chr11:36393846-36403378,4,6,8,5,7,5,5,9,5,7,5,2,2,6,0,4,4,3,9,3,3,3,9,14,5,12,9,6,8,10,5.933333333,2,1,6,2,6,3,4,7,2,6,1,2,2,4,1,4,2,1,9,2,2,1,5,8,1,9,6,5,3,5,4.85136612
chr16:19463280-19464024,3,0,0,3,2,3,0,0,3,0,3,4,2,2,4,4,0,2,4,2,0,3,3,0,2,0,3,0,2,2,1.866666667,2,1,1,3,1,3,1,0,3,1,3,3,2,1,4,3,0,2,4,2,1,3,3,1,2,1,3,0,2,1,1.883060109
chr6:34606555-34646798,3,4,3,0,4,4,3,4,4,4,3,2,3,0,0,4,5,4,7,2,3,0,11,4,4,5,0,5,2,4,3.366666667,1,4,2,1,4,4,2,2,4,2,2,1,2,2,0,1,2,3,5,2,1,1,9,3,3,4,0,4,1,4,2.956830601
chr10:91994535-92008275,6,4,2,2,6,6,4,0,2,0,2,3,7,3,0,7,0,4,3,4,4,0,7,2,0,5,3,3,3,7,3.3,2,3,1,2,5,5,4,0,1,0,1,2,6,2,0,6,0,3,3,3,4,0,7,1,1,4,3,3,1,4,2.939344262
chr8:17753717-17755961,0,3,0,0,0,5,0,2,3,4,2,0,0,3,0,4,4,2,0,5,2,3,4,2,0,2,0,0,8,5,2.1,0,2,0,1,1,4,1,1,2,4,2,1,0,2,0,3,4,1,1,3,2,3,4,2,0,2,1,1,6,4,2.018032787
chr10:69483691-69485215,5,0,4,0,2,2,3,3,0,0,2,5,4,2,2,0,5,3,3,0,6,3,5,3,2,0,2,4,0,5,2.5,4,1,4,0,1,2,3,1,1,1,1,5,4,2,2,1,3,2,3,1,6,3,4,2,2,1,2,3,1,4,2.418032787
chr8:140879471-140890769,4,2,4,3,2,5,2,4,6,5,4,6,4,5,4,8,4,4,3,6,0,3,0,4,5,4,2,7,2,9,4.033333333,4,2,4,2,2,3,2,4,5,3,3,5,3,4,3,7,4,3,2,5,1,1,1,3,5,3,1,6,2,7,3.689071038
chr3:149846011-149895560,0,2,2,0,2,2,2,3,2,3,2,2,3,2,4,0,4,0,0,0,0,3,0,0,0,7,0,0,2,0,1.566666667,2,2,2,2,0,2,2,2,2,2,2,2,3,2,2,1,3,1,0,1,0,3,0,0,0,6,0,1,3,0,1.583060109
chr3:152414941-152432920,3,2,7,3,3,9,10,5,7,0,7,5,5,5,6,10,5,4,5,4,0,5,5,5,3,4,6,4,2,3,4.733333333,2,1,5,2,2,9,7,5,7,0,5,2,4,2,4,10,3,3,4,3,0,5,3,4,3,3,4,3,0,3,4.175956284
chr5:132892164-132893118,3,3,2,0,5,2,3,0,6,4,3,7,3,4,3,0,6,2,11,3,5,6,3,6,5,4,4,4,0,7,3.8,3,1,2,0,4,1,3,0,5,1,2,5,3,4,2,1,3,2,7,2,1,4,3,6,4,2,4,3,1,4,3.291803279
chr22:46176753-46198591,2,2,4,3,2,6,3,2,2,0,5,4,2,0,2,5,2,0,6,2,4,0,3,4,6,3,3,2,0,4,2.766666667,1,2,3,2,0,3,1,1,2,0,3,1,1,0,2,3,0,0,3,2,1,0,2,3,3,2,2,0,0,2,2.143715847
chr18:58696366-58700591,5,0,0,3,0,6,0,0,0,2,4,3,0,4,8,3,0,5,4,4,0,3,5,3,3,4,4,2,3,8,2.866666667,5,0,0,3,0,4,0,0,0,2,4,2,0,3,1,3,0,4,4,4,1,2,4,3,1,4,3,2,2,8,2.587978142
chr1:171568247-171575128,5,6,6,2,0,3,5,2,5,5,0,2,0,6,4,5,0,0,8,3,0,2,6,0,4,8,10,5,4,7,3.766666667,4,5,4,0,0,3,5,1,3,2,0,1,1,3,4,1,1,0,6,2,1,2,3,0,3,7,6,4,4,3,3.209289617
chr1:95143891-95173889,11,9,14,12,12,14,19,2,9,11,5,10,12,9,7,15,7,5,7,18,11,4,20,3,7,15,11,11,10,17,10.56666667,7,6,9,10,9,9,16,1,5,9,3,8,10,5,4,13,6,3,4,14,7,2,15,2,7,11,5,10,7,13,9.140437158
chr4:184659340-184678394,2,5,0,2,4,5,5,3,4,2,2,2,4,6,0,6,2,0,4,2,2,0,5,2,0,5,2,4,2,2,2.8,1,2,0,0,3,3,5,2,4,2,1,2,3,5,0,0,1,0,4,2,1,1,5,1,1,4,2,2,2,2,2.42295082
chr11:114580132-114583021,13,13,8,6,3,11,11,5,13,8,5,7,3,5,3,11,9,7,16,11,15,6,8,5,4,18,10,7,11,23,9.166666667,7,6,4,5,3,9,6,5,9,8,4,4,2,3,1,8,6,6,13,4,12,4,5,5,3,12,4,5,11,16,7.773224044
chr12:116096669-116111512,6,3,4,4,4,9,12,8,5,3,10,9,5,7,2,9,2,6,5,9,4,4,5,2,2,6,4,6,6,23,6.133333333,3,2,2,2,2,1,7,2,4,0,7,7,1,6,1,4,1,6,3,7,3,2,1,1,1,3,1,1,3,9,4.641530055
chr9:121161856-121166180,0,0,4,0,0,4,2,0,3,3,7,2,2,0,0,0,3,0,3,2,0,5,5,4,0,4,2,0,4,0,1.966666667,1,0,4,0,0,3,2,1,3,2,6,2,2,1,1,0,3,0,2,2,0,4,4,4,1,3,2,1,3,0,1.933879781
chr2:199323803-199381820,6,6,0,4,5,7,2,5,7,3,7,9,3,0,0,9,7,2,3,5,4,3,8,4,4,3,2,4,2,12,4.533333333,5,3,0,3,3,5,2,4,6,2,5,7,2,1,0,6,6,2,2,5,3,3,7,2,2,3,1,3,2,10,4.025136612
chr6:158580940-158589782,13,9,9,4,17,8,15,9,5,10,10,4,9,5,4,12,6,4,12,9,10,4,13,12,8,14,8,10,7,15,9.166666667,7,7,4,3,9,4,10,3,1,5,6,1,5,3,1,3,2,0,6,5,7,4,10,9,4,11,5,5,6,11,7.232240437
chr6:70426439-70452571,3,2,2,0,3,3,4,5,2,3,2,6,2,5,0,0,3,2,5,4,3,0,5,0,2,6,4,0,0,3,2.633333333,3,1,1,1,2,3,3,3,2,3,2,5,2,4,1,0,2,2,5,1,2,1,3,0,2,5,4,0,1,2,2.420218579
chr1:15717893-15721388,5,6,5,7,14,11,14,5,7,8,6,14,6,7,4,7,9,5,10,10,8,8,13,8,7,14,5,7,8,14,8.4,5,5,3,7,9,1,8,2,2,6,4,12,4,6,1,7,6,3,7,7,7,1,9,6,5,11,3,5,7,8,7.006557377
chr6:149369909-149379518,2,0,2,0,2,3,2,0,0,3,0,3,3,2,0,2,5,2,5,3,0,3,4,0,0,2,2,3,0,0,1.766666667,1,0,2,1,1,2,1,0,1,2,0,3,3,1,0,2,4,2,4,3,1,2,3,0,0,2,2,2,0,1,1.651912568
chr1:151427823-151442205,5,3,3,3,2,6,6,0,5,3,0,2,5,2,0,3,3,2,7,2,0,2,4,3,2,0,4,7,2,5,3.033333333,4,2,2,3,2,4,4,1,3,3,1,1,2,2,0,2,3,2,6,1,0,2,3,1,2,1,4,6,0,5,2.721857923
chr7:30550636-30574881,2,4,3,3,4,2,7,0,3,0,4,6,5,6,8,11,3,6,4,7,8,7,10,6,2,12,4,0,3,10,5,2,3,2,2,2,2,5,0,3,0,3,5,4,4,4,8,3,4,4,4,4,6,8,3,2,8,2,1,3,7,4.31147541
chr8:98706467-98707311,9,4,7,7,8,15,7,9,10,3,6,20,15,8,7,8,10,2,12,10,0,7,11,11,3,7,9,7,8,8,8.266666667,9,3,7,6,5,13,6,6,7,3,5,14,12,7,6,6,9,1,8,7,0,4,11,8,3,7,5,5,5,7,7.397814208
chr4:153292982-153296036,3,0,0,6,4,0,4,2,0,0,2,2,0,0,2,0,3,2,4,5,0,2,5,0,0,5,3,2,4,0,2,3,1,0,6,3,1,4,1,0,0,2,2,0,1,2,1,3,1,4,5,0,2,2,1,0,5,2,2,3,1,1.967213115
chr11:85974708-85983973,2,4,0,3,4,2,7,5,0,7,2,0,2,0,0,3,0,0,5,5,3,4,4,4,4,2,2,4,4,0,2.733333333,2,3,0,1,4,1,5,2,0,4,1,0,1,1,0,3,0,0,4,4,3,4,2,2,4,2,1,3,3,1,2.389071038
chr3:134175609-134195182,0,2,0,0,2,6,7,2,0,2,4,4,4,3,2,0,3,4,4,0,0,0,4,2,6,6,2,2,3,2,2.533333333,1,1,0,0,2,5,7,1,0,2,4,4,4,4,1,1,3,3,4,1,0,1,4,2,6,6,2,2,2,2,2.516939891
chr20:33619517-33623296,23,23,17,14,16,14,23,12,8,11,23,27,14,19,14,14,13,10,17,14,4,17,16,0,17,22,20,16,17,36,16.36666667,18,21,15,10,15,11,20,9,6,8,19,24,10,17,12,9,12,9,15,10,4,13,12,1,15,18,17,11,16,30,14.98961749
chr5:77046347-77048272,0,5,5,2,4,6,10,6,2,8,2,3,4,7,0,3,2,0,5,6,3,4,6,0,3,5,2,5,7,9,4.133333333,1,4,3,2,3,4,7,6,1,3,2,2,4,5,0,3,2,0,3,4,1,4,5,1,1,4,2,4,4,9,3.641530055
chr4:150798081-150817257,5,12,6,2,9,14,7,6,7,14,11,5,9,7,2,11,12,5,2,11,4,9,8,4,5,9,15,6,6,15,7.933333333,1,8,5,1,6,9,4,3,3,9,8,2,4,3,2,7,6,5,1,8,1,4,3,2,3,3,9,5,1,6,6.195628415
chrX:24172715-24179770,0,5,3,2,5,4,2,7,0,4,0,3,5,0,4,3,2,0,3,2,2,0,8,2,5,5,6,2,2,2,2.933333333,0,3,3,2,3,3,2,6,1,4,0,2,4,1,2,1,2,1,3,1,2,1,5,2,4,5,3,2,0,1,2.621857923
chr2:23823258-23823569,5,7,4,2,7,7,7,6,4,4,12,7,9,7,0,6,4,3,12,10,2,8,9,7,2,14,2,4,0,10,6.033333333,5,6,2,2,7,6,6,5,2,4,11,7,7,7,1,5,3,3,11,8,2,6,8,6,1,13,1,3,1,9,5.656284153
chr15:43400044-43401850,2,4,0,3,6,4,6,5,0,2,0,2,0,2,0,4,0,4,3,2,0,0,5,2,0,3,2,3,0,8,2.4,2,4,0,2,5,3,6,5,1,2,1,2,0,2,0,3,1,4,3,2,0,0,4,2,0,2,1,2,1,6,2.301639344
chr7:22976210-22991139,0,0,0,2,3,5,7,2,0,0,2,0,3,0,0,7,2,2,4,2,0,2,4,3,0,0,0,3,2,0,1.833333333,2,1,2,2,3,3,6,2,4,0,1,1,1,1,2,5,2,1,3,2,3,2,2,2,0,4,1,3,1,2,1.980874317
chr5:69174877-69175537,0,7,6,8,6,6,10,5,4,3,8,2,3,2,0,10,6,3,16,5,5,3,9,4,4,12,8,11,7,16,6.3,0,6,4,7,5,4,8,2,2,2,7,2,3,1,1,7,4,3,11,3,4,2,9,2,3,8,5,9,5,13,5.529508197
chrX:101041317-101042312,4,6,5,2,9,9,10,11,5,3,6,4,6,2,0,9,5,4,6,3,0,2,4,3,4,3,7,0,5,7,4.8,3,6,5,2,8,7,5,7,3,2,5,4,4,1,0,8,3,3,3,2,0,2,1,3,1,2,3,1,3,3,4.078688525
chr5:84060300-84066606,6,15,12,3,13,11,12,13,14,8,14,12,15,6,18,12,7,8,9,19,9,13,8,6,3,16,4,7,11,24,10.93333333,5,11,10,1,8,7,9,6,12,4,12,8,12,4,9,11,6,6,7,9,6,8,4,3,2,12,4,7,7,18,9.293989071
chr16:74459682-74463479,3,0,0,3,3,3,0,5,4,2,0,3,4,0,5,2,2,3,6,3,0,3,6,2,3,10,0,0,4,0,2.633333333,2,0,0,1,3,0,1,5,1,1,1,2,4,1,5,2,2,2,4,3,0,2,5,2,3,4,1,0,3,1,2.338251366
chr5:32135572-32143880,19,19,8,8,7,22,8,12,15,9,18,23,13,15,6,12,13,6,11,12,8,15,15,7,8,7,9,13,13,20,12.36666667,13,14,4,5,6,17,6,5,11,5,13,19,10,13,4,9,8,4,10,11,7,9,12,7,5,5,7,7,9,11,10.64535519
chr9:19356972-19358160,0,6,0,0,2,2,0,0,3,0,5,2,5,5,0,3,3,4,10,2,2,0,4,4,3,7,4,3,3,6,2.933333333,1,3,1,0,1,1,1,1,3,1,2,1,3,5,1,2,3,3,8,2,2,0,4,2,2,1,3,3,3,3,2.572677596
chr17:47402132-47414919,3,3,0,3,6,16,6,5,7,4,7,6,6,4,8,4,4,6,4,4,4,5,5,0,3,8,7,6,10,4,5.266666667,2,2,1,2,3,9,2,3,5,3,3,2,3,2,3,1,2,6,3,3,2,4,3,1,2,5,5,2,5,3,4.184699454
chr1:20749723-20773610,5,8,2,6,7,5,10,6,3,3,4,0,6,0,5,5,4,2,4,5,2,4,7,4,6,3,5,3,6,9,4.633333333,5,6,2,5,4,4,7,4,2,3,3,0,5,0,3,5,2,2,2,5,2,3,6,4,6,2,5,3,4,8,4.190710383
chr15:69210316-69261329,0,0,0,0,0,2,3,2,0,0,2,0,3,0,0,3,2,4,4,0,2,0,6,2,3,2,2,0,0,3,1.5,0,1,0,0,1,2,2,1,1,0,2,1,2,0,0,2,2,3,3,0,2,0,5,2,2,1,2,0,2,3,1.450819672
chr2:64572946-64585545,5,2,2,2,5,5,3,4,0,0,4,2,2,5,4,0,2,6,3,5,0,5,4,0,0,8,7,3,3,4,3.166666667,5,1,2,2,5,4,3,2,1,1,4,2,2,4,4,0,0,4,3,3,0,3,3,1,1,6,6,3,2,4,2.93715847
chr10:126970702-126990603,0,2,0,2,2,3,5,0,5,3,0,0,0,3,2,4,3,0,4,0,0,3,5,4,6,6,3,4,3,0,2.4,0,1,0,2,2,2,3,0,4,1,0,0,1,2,1,3,2,1,4,0,1,3,4,2,5,1,2,4,2,1,2.104918033
chr2:32607455-32611582,3,2,0,2,0,4,5,2,3,0,2,3,2,2,0,0,3,2,2,0,0,2,0,0,2,7,3,2,4,3,2,2,0,1,2,1,3,5,2,3,0,2,2,1,2,0,1,3,1,1,1,1,1,1,1,1,5,3,2,3,3,1.901639344
chr22:27894555-27914347,5,2,0,0,5,12,5,3,13,2,8,10,8,5,10,12,12,7,9,13,3,5,8,4,10,14,4,9,6,11,7.166666667,4,1,1,2,1,4,2,0,3,2,1,3,4,2,5,3,4,3,2,8,2,2,3,2,4,6,0,3,2,5,5.019125683
chr8:134812610-134813169,2,5,2,2,4,7,3,4,2,3,3,3,8,3,6,0,0,0,2,3,2,4,2,0,5,3,0,0,2,4,2.8,2,2,2,2,3,7,3,4,2,1,1,2,7,3,5,1,0,0,1,3,1,2,2,1,4,1,1,0,2,3,2.537704918
chr2:61522611-61533903,51,25,30,20,48,53,55,44,37,29,47,66,37,28,16,33,37,33,36,27,22,33,52,20,25,56,41,33,46,64,38.13333333,41,19,24,18,37,38,41,34,27,20,37,51,31,22,13,17,30,28,25,21,18,27,38,16,18,42,33,26,36,43,33.6579235
chr5:36953618-36976402,9,10,2,9,11,14,13,7,19,7,7,15,8,13,5,12,14,6,13,7,6,7,14,6,7,13,14,12,9,20,10.3,6,8,1,6,7,9,8,6,1,5,3,11,6,11,5,10,12,4,11,6,3,4,7,3,4,9,10,7,6,14,8.562295082
chr3:71041328-71053773,14,22,10,2,14,14,15,12,20,4,14,16,8,12,11,13,14,16,18,19,12,5,14,9,15,23,14,12,14,11,13.23333333,13,17,9,1,10,11,11,7,16,3,8,12,7,9,9,10,11,11,14,16,11,4,9,5,11,21,13,9,12,7,11.7579235
chr9:6420912-6434173,5,6,2,4,5,5,7,3,3,0,4,3,3,2,0,12,5,2,5,3,3,3,8,0,2,9,5,3,2,7,4.033333333,4,3,2,3,4,3,6,2,2,0,3,2,3,2,1,10,4,1,2,3,2,3,6,2,1,7,4,3,2,5,3.607103825
chr13:28256292-28261458,3,3,4,2,5,0,12,5,0,6,5,3,7,6,8,9,6,6,11,5,0,2,3,0,6,7,5,4,9,7,4.966666667,2,2,2,1,1,1,5,1,0,3,4,2,1,1,6,7,3,4,4,3,0,1,2,1,3,6,3,3,5,5,3.868306011
chr8:73673107-73688813,11,14,9,5,8,13,9,9,14,4,13,16,9,9,8,8,13,9,13,13,10,16,14,8,8,9,9,8,10,24,10.76666667,4,8,5,2,3,7,5,7,7,1,10,12,5,2,4,5,8,7,7,7,5,10,6,4,2,4,8,6,9,15,8.504371585
chr8:121628714-121629340,2,6,4,0,8,4,7,3,4,2,4,5,3,5,3,2,3,0,6,5,0,3,3,4,0,2,7,4,3,8,3.666666667,1,4,3,1,7,3,5,3,2,1,3,5,2,4,1,2,3,1,4,4,0,2,3,3,0,2,6,3,2,6,3.273224044
chr7:43639449-43640649,6,10,6,5,6,10,8,3,6,3,6,6,12,8,7,9,3,6,9,7,5,2,8,6,6,7,7,7,8,20,7.066666667,5,7,6,5,6,9,2,2,5,3,6,3,10,7,5,8,2,4,6,6,3,1,6,5,5,7,4,5,5,19,6.328961749
chr15:90439332-90443478,7,8,3,0,8,20,14,13,6,3,13,7,6,7,0,17,10,2,16,13,7,7,9,12,9,19,4,9,9,18,9.2,5,4,1,1,5,9,8,5,4,2,8,4,3,5,1,10,4,1,12,6,3,5,3,6,4,14,2,5,5,10,7.216393443
chr10:110124017-110130486,5,6,5,6,4,9,7,3,3,2,0,2,5,2,2,7,7,2,10,4,0,4,3,0,5,8,3,2,6,8,4.333333333,3,3,1,2,2,6,5,3,3,2,1,1,1,2,2,7,6,0,6,3,1,3,1,1,3,4,1,0,6,5,3.579234973
chr16:66938037-66939358,3,6,5,5,4,0,6,4,7,5,3,3,2,4,2,3,5,2,11,3,3,3,11,3,4,8,5,3,2,7,4.4,3,1,3,4,4,1,6,4,6,4,3,1,1,4,2,2,3,1,10,1,2,2,10,2,3,8,4,3,1,3,3.908196721
chr3:183643480-183672484,5,4,2,0,3,4,5,3,7,7,0,5,6,3,3,6,4,2,2,5,3,0,8,3,2,0,8,3,5,6,3.8,3,3,2,1,2,2,1,2,5,3,1,1,4,1,2,4,3,0,2,2,2,1,5,3,1,1,1,2,3,3,3.013114754
chr11:96091892-96093517,12,12,12,7,19,19,20,22,12,16,23,19,19,18,14,22,9,13,28,19,10,10,22,15,6,23,21,18,18,14,16.4,11,10,9,5,18,15,17,15,10,14,19,14,12,14,11,19,6,12,23,19,10,9,18,14,5,15,17,14,13,10,14.85901639
chr11:36393846-36419303,0,10,3,4,0,0,11,3,10,2,0,6,3,2,0,4,4,2,7,0,7,2,10,6,6,6,8,0,2,0,3.933333333,0,2,1,1,0,0,9,3,3,1,0,4,2,2,1,3,0,0,4,1,5,2,6,5,1,3,5,0,1,1,3.080874317
