ID,X1032245.T_bwa.ciri2,X1039868.T_bwa.ciri2,X1042353.T_bwa.ciri2,X1042745.T_bwa.ciri2,X1043773.T_bwa.ciri2,X1045386.T_bwa.ciri2,X1045549.T_bwa.ciri2,X1046191.T_bwa.ciri2,X1046287.T_bwa.ciri2,X1046349.T_bwa.ciri2,X1046499.T_bwa.ciri2,X1047291.T_bwa.ciri2,X1047831.T_bwa.ciri2,X1047912.T_bwa.ciri2,X1048720.T_bwa.ciri2,X1049983.T_bwa.ciri2,X1050700.T_bwa.ciri2,X1051316.T_bwa.ciri2,X1054390.T_bwa.ciri2,X1056166.T_bwa.ciri2,X272577.T_bwa.ciri2,X451368.T_bwa.ciri2,X477022.T_bwa.ciri2,X515975.T_bwa.ciri2,X522638.T_bwa.ciri2,X548142.T_bwa.ciri2,X649867.T_bwa.ciri2,X685749.T_bwa.ciri2,X843725.T_bwa.ciri2,X99272.T_bwa.ciri2,CircRNACount.1032245.T,CircRNACount.1039868.T,CircRNACount.1042353.T,CircRNACount.1042745.T,CircRNACount.1043773.T,CircRNACount.1045386.T,CircRNACount.1045549.T,CircRNACount.1046191.T,CircRNACount.1046287.T,CircRNACount.1046349.T,CircRNACount.1046499.T,CircRNACount.1047291.T,CircRNACount.1047831.T,CircRNACount.1047912.T,CircRNACount.1048720.T,CircRNACount.1049983.T,CircRNACount.1050700.T,CircRNACount.1051316.T,CircRNACount.1054390.T,CircRNACount.1056166.T,CircRNACount.272577.T,CircRNACount.451368.T,CircRNACount.477022.T,CircRNACount.515975.T,CircRNACount.522638.T,CircRNACount.548142.T,CircRNACount.649867.T,CircRNACount.685749.T,CircRNACount.843725.T,CircRNACount.99272.T
chr17:61776401-61780401,5,2,6,5,11,4,0,0,0,4,9,4,0,5,4,0,6,3,4,0,0,0,2,0,0,4,2,8,2,0,4,0,2,5,10,3,1,0,0,2,6,4,0,4,2,1,5,3,2,0,0,0,2,0,1,2,0,3,1,0
chr2:127763062-127771004,2,2,4,4,7,3,2,2,3,2,0,2,4,0,3,3,2,0,0,0,0,2,2,0,0,0,2,4,3,4,1,1,4,4,5,3,1,2,2,2,1,2,3,1,3,2,2,1,1,1,0,2,2,0,0,0,2,3,3,3
chr16:47497399-47547548,6,0,0,5,4,3,0,2,6,3,4,0,0,4,2,0,3,0,3,3,0,11,0,0,3,0,2,0,4,3,5,0,1,3,3,1,1,1,5,2,2,0,1,3,2,0,2,1,3,2,0,9,1,0,3,0,2,0,3,2
chr21:15014344-15043574,24,14,18,16,17,19,6,5,17,14,9,8,11,14,6,10,15,10,13,8,11,12,10,8,8,14,6,9,7,6,14,12,15,8,15,12,3,4,14,6,5,6,5,10,3,4,8,6,9,5,6,9,9,5,7,9,2,4,5,3
chr14:22906195-22911403,5,0,5,0,6,4,4,0,6,0,9,4,5,2,5,10,5,3,5,11,2,5,4,2,0,4,3,12,3,5,4,0,3,0,5,3,3,0,3,1,8,2,2,1,4,4,4,0,4,6,2,4,3,1,1,1,2,9,0,4
chr4:38089932-38103157,6,0,5,4,3,5,4,5,19,2,2,5,6,4,3,9,4,2,0,7,2,4,6,0,3,7,4,18,12,6,5,0,5,2,3,4,4,5,18,2,2,5,5,3,2,6,4,2,1,6,2,4,6,1,3,3,3,16,12,6
chr4:94573351-94586444,13,5,6,0,14,6,0,8,9,7,0,3,4,8,9,4,9,9,11,6,0,16,2,3,0,6,8,8,8,12,9,3,1,1,6,2,2,3,5,4,1,2,1,4,5,2,5,5,5,2,0,5,1,2,1,1,3,1,2,7
chr10:7276892-7285954,9,11,11,2,0,4,0,2,9,3,3,5,0,0,4,3,0,3,6,11,3,5,7,6,0,11,2,0,17,10,8,10,6,2,0,2,1,2,5,3,2,3,1,1,2,0,0,3,5,6,2,4,5,4,1,7,0,1,11,8
chr10:31908172-31910563,40,24,28,124,51,32,19,25,24,54,30,34,43,70,14,24,76,14,37,27,35,30,16,18,27,15,20,76,24,27,25,13,13,66,28,18,8,13,7,17,19,15,22,37,9,8,38,7,19,17,16,13,5,9,13,5,8,33,10,12
chr11:77683710-77693611,2,5,11,7,6,22,4,4,9,6,10,7,4,5,5,3,6,2,8,3,2,5,6,7,9,9,7,16,6,13,1,5,9,5,4,16,3,2,7,3,7,6,4,4,5,2,5,2,7,2,2,3,5,5,9,5,6,11,3,12
chr15:80098416-80122800,6,5,3,3,9,2,0,0,3,2,2,4,3,6,3,0,2,3,0,0,2,0,2,3,0,0,4,9,4,8,3,6,3,2,8,1,0,1,3,3,2,3,5,4,2,2,2,2,0,0,1,1,0,1,0,0,4,7,3,9
chr17:48112031-48113401,3,2,3,4,10,6,4,0,4,4,5,14,2,4,6,0,4,0,6,0,3,0,3,2,5,3,3,4,5,0,2,1,2,3,1,4,4,1,2,2,3,12,1,2,4,0,1,0,4,1,2,1,2,0,4,1,2,3,4,0
chr8:98706467-98707311,6,3,29,32,14,13,3,8,19,10,10,13,9,20,8,6,16,2,10,6,9,5,8,3,8,3,5,13,14,4,5,1,26,22,10,9,3,6,14,8,4,9,7,16,7,3,14,0,9,5,8,5,8,3,6,3,4,12,12,3
chr11:68347847-68365702,4,2,2,2,3,0,2,4,2,5,3,0,6,7,2,0,8,3,0,3,3,7,2,0,0,0,3,0,0,0,2,2,1,2,2,0,2,3,2,4,2,1,4,6,2,1,6,3,1,1,2,4,2,0,0,1,2,1,0,1
chr13:60439688-60467379,13,4,18,7,23,9,3,12,9,11,13,12,11,16,7,10,12,4,3,11,7,6,7,7,19,5,2,26,10,11,7,2,13,4,15,6,1,10,6,9,9,7,9,12,6,8,6,3,2,6,6,3,3,4,12,4,2,14,5,8
chr5:32135572-32143880,5,3,10,13,13,12,0,3,8,3,5,3,11,7,3,3,0,5,11,5,3,5,7,7,8,14,3,5,13,8,4,2,6,11,9,7,0,3,5,1,0,2,6,5,2,3,1,3,8,3,3,5,3,7,5,8,1,5,10,6
chr6:110887505-110890356,11,4,15,11,10,10,5,6,5,6,21,15,6,15,10,3,18,6,10,4,7,9,5,7,13,10,9,17,7,7,9,4,17,9,9,8,5,5,4,10,20,8,4,12,10,4,18,4,9,3,7,11,5,6,11,7,8,17,7,5
chr20:34072066-34078553,8,0,0,3,4,2,0,0,4,2,0,3,0,7,0,0,4,2,6,7,2,0,5,2,7,5,5,7,2,0,5,0,0,2,4,2,0,0,3,2,1,1,0,5,0,0,3,1,2,5,0,0,1,1,3,3,3,3,2,1
chr9:710804-713464,9,0,0,3,0,7,2,0,0,7,3,2,5,5,3,3,5,0,0,2,2,0,0,0,0,2,3,3,0,0,5,1,0,3,0,6,1,1,1,6,3,2,4,5,2,3,4,0,1,2,2,1,1,1,0,2,3,3,1,1
chr2:190900564-190924593,3,0,12,5,18,11,8,2,13,9,4,11,4,8,3,4,7,5,5,5,2,0,3,2,5,6,0,24,4,12,1,1,7,1,3,7,4,0,6,4,1,3,3,4,1,2,4,1,2,1,1,1,2,1,3,5,0,2,2,1
chr2:214767482-214781509,5,3,10,6,8,12,4,5,4,2,10,4,3,14,2,4,14,6,5,2,4,6,8,2,3,8,2,13,6,8,4,1,9,6,6,7,3,3,3,2,4,1,3,11,2,2,11,4,3,1,3,4,6,2,2,5,1,6,4,3
chr18:42027443-42049605,3,0,0,0,5,6,0,0,0,2,3,2,4,2,0,4,3,3,0,2,0,2,0,2,0,2,4,6,0,3,1,0,0,1,3,4,0,0,0,1,3,2,2,1,1,4,2,3,0,2,0,2,0,2,1,2,2,5,1,3
chr5:140440119-140449305,2,5,0,3,5,0,0,0,3,2,3,3,4,2,0,2,5,0,2,0,2,2,3,2,5,3,2,5,0,0,2,5,0,3,4,1,0,0,2,2,2,4,4,2,0,2,2,1,1,0,1,2,3,2,4,2,1,1,0,1
chr1:15717893-15721388,12,6,4,4,11,6,4,2,8,4,7,5,2,4,4,0,5,2,5,3,0,7,3,5,0,4,8,2,5,5,9,5,2,3,10,5,2,2,5,2,5,4,2,2,3,0,4,1,4,2,1,6,3,5,0,4,8,1,3,4
chr6:18159883-18166378,0,0,2,0,8,5,3,5,7,4,6,7,3,4,3,0,4,3,4,2,0,6,4,2,5,5,2,2,5,5,0,0,2,0,5,2,1,4,1,3,5,5,1,2,1,1,3,1,4,2,0,3,3,2,4,4,2,1,2,5
chr4:1900626-1904378,4,0,0,0,4,0,6,3,10,3,6,3,7,9,4,6,14,0,3,0,5,9,0,4,0,3,2,11,3,0,4,1,1,1,3,0,5,3,1,2,5,3,6,8,4,6,11,0,3,1,3,1,1,3,0,2,1,1,2,0
chr11:73707420-73720899,3,4,3,3,13,7,2,4,4,5,4,6,4,3,4,0,7,0,0,0,0,8,5,0,2,0,10,2,4,2,2,4,2,2,10,4,2,3,2,2,3,2,3,0,2,0,2,3,2,0,0,7,2,0,2,0,5,1,5,2
chr5:74634684-74636498,24,7,5,14,0,3,4,6,6,5,8,7,7,11,3,8,8,8,3,2,5,6,4,2,2,4,6,11,9,4,14,6,5,13,0,2,2,5,6,3,6,6,4,9,3,3,8,7,2,1,4,5,3,2,2,1,5,8,6,3
chr2:202464809-202467689,13,3,2,5,18,8,3,5,8,6,5,9,5,6,11,2,10,3,8,5,2,4,6,6,4,9,3,8,9,10,10,3,2,3,13,5,0,5,7,5,2,6,1,5,10,2,6,2,7,4,1,4,6,5,3,7,1,7,8,9
chr6:158312051-158314268,38,18,18,92,29,81,15,41,37,37,32,20,30,41,17,21,58,14,23,42,13,25,14,19,38,19,22,38,45,37,28,12,17,65,2,1,11,34,25,28,21,14,24,1,13,2,41,9,14,30,10,20,9,12,28,12,18,3,35,29
chr10:5773842-5800705,4,0,5,10,7,5,4,3,3,0,5,4,5,7,3,0,10,0,4,0,0,2,5,0,6,2,2,5,4,2,1,0,4,8,6,5,2,3,2,2,3,4,2,6,2,1,9,1,3,0,0,2,4,1,4,2,2,5,3,2
chr11:34090179-34092056,5,4,0,0,3,3,4,0,0,2,5,5,0,0,0,2,5,2,4,3,0,0,3,0,0,3,3,5,0,3,5,1,0,0,2,3,4,1,1,2,4,2,1,1,0,2,5,2,2,3,0,0,2,1,0,2,3,4,1,3
chrX:100862171-100863595,4,0,6,5,8,7,3,2,4,0,0,0,2,2,5,0,5,4,3,0,0,2,2,2,0,6,6,7,3,4,3,0,4,3,6,3,2,1,2,1,0,1,2,1,2,1,4,3,2,0,0,1,1,2,0,5,3,5,3,2
chr2:235930765-235968623,5,0,2,0,6,3,0,0,6,3,4,2,2,6,2,0,5,3,4,0,0,0,0,0,0,4,0,2,2,3,4,0,2,0,6,2,0,0,5,3,4,2,1,4,2,0,4,3,1,1,1,0,0,0,0,3,0,2,2,3
chr4:73085249-73092300,19,15,25,10,23,18,13,14,14,10,20,13,20,19,18,12,17,13,18,14,4,28,17,17,15,24,16,32,26,27,12,11,18,10,19,14,8,11,10,7,15,10,16,17,13,9,10,11,11,12,3,24,13,16,14,21,13,22,19,22
chr5:65988635-65994864,13,5,13,6,14,11,5,7,9,5,21,2,6,17,9,4,6,8,10,5,5,7,8,5,3,10,5,9,8,12,8,4,4,5,1,7,4,4,5,3,13,1,3,9,6,3,6,8,5,2,4,4,5,4,2,5,3,8,3,7
chr1:220006106-220007338,3,3,2,0,4,3,0,0,2,2,2,2,0,2,2,0,2,0,2,0,2,3,0,0,2,4,3,7,2,0,2,2,1,1,3,2,0,1,1,2,2,2,1,1,2,1,2,1,2,0,1,3,0,0,2,3,3,5,2,0
chr9:110972073-110973558,18,3,2,3,6,5,0,11,2,5,9,5,5,4,9,0,0,2,7,11,2,7,6,0,5,9,3,7,5,4,13,1,2,2,3,3,0,8,1,2,4,2,3,3,5,0,1,1,5,9,2,4,2,1,5,6,2,5,3,4
chr20:32366384-32371874,11,10,8,8,11,20,4,6,10,10,15,16,0,10,9,3,14,4,11,9,3,4,4,2,5,12,5,8,13,4,7,6,5,4,1,16,2,4,8,8,8,9,1,6,5,1,10,3,6,6,2,3,2,2,3,8,4,4,11,3
chr10:101792839-101810314,11,0,4,2,24,6,3,3,2,3,4,5,3,5,5,3,4,2,5,6,2,10,2,3,0,4,2,6,4,7,9,1,3,2,18,5,3,3,1,2,4,4,3,3,5,2,2,1,3,5,1,10,1,3,0,2,2,6,4,6
chr1:32030298-32033334,2,3,3,3,5,2,2,0,2,2,4,2,2,4,2,0,2,2,4,0,0,3,0,0,3,3,0,0,0,2,2,3,2,2,5,1,2,1,1,2,3,1,2,2,2,0,2,2,4,1,0,2,0,0,0,2,0,1,1,2
chr9:37126312-37147445,5,2,9,3,7,8,4,5,4,0,8,0,5,6,5,0,5,4,5,10,3,5,9,7,0,7,2,5,4,8,3,2,1,2,4,6,3,2,3,1,8,0,4,3,3,1,5,3,3,6,1,3,8,6,0,5,2,0,3,6
chr4:102304317-102315830,10,21,5,0,16,25,4,8,18,9,0,30,7,0,7,0,6,0,15,6,3,5,9,0,7,3,13,13,6,17,7,15,3,0,12,19,2,5,13,5,1,22,6,0,5,1,4,1,11,4,3,2,9,0,6,3,7,7,6,13
chr12:6510279-6510532,4,0,0,5,2,3,0,3,4,0,7,0,0,4,0,0,3,5,3,3,0,4,0,3,2,0,6,0,5,4,4,1,0,4,2,3,0,3,3,0,6,0,0,2,1,1,1,3,2,3,0,2,0,3,1,0,4,0,5,3
chr1:70292388-70315566,5,4,0,4,8,3,3,3,4,7,2,2,3,0,3,6,3,3,6,5,3,2,3,0,2,4,0,6,4,5,2,2,0,3,5,2,1,1,3,1,1,2,2,0,0,1,1,2,3,1,3,1,2,1,1,4,1,6,3,5
chr6:130926605-130956499,17,3,4,0,9,7,3,6,7,5,8,8,2,7,3,2,2,2,3,2,4,2,0,3,0,3,4,6,2,2,11,3,3,0,8,4,3,4,7,5,7,6,2,5,1,2,1,2,2,2,3,2,1,2,1,3,4,5,2,1
chr4:177353308-177353728,2,3,4,0,4,3,0,2,3,3,3,3,2,0,4,0,3,3,8,6,2,0,2,5,4,11,0,6,0,0,2,2,3,0,3,3,0,2,2,3,2,2,1,0,3,0,3,3,7,5,1,0,2,3,2,9,0,4,0,0
chr10:13127745-13136897,3,6,4,2,8,0,0,3,5,4,2,4,0,2,2,2,4,0,4,4,3,0,0,0,0,5,0,5,0,3,3,5,4,2,8,1,0,1,4,4,2,4,1,2,1,1,3,1,4,4,2,0,0,0,1,1,1,4,1,3
chr3:56660731-56673725,3,2,3,5,7,9,3,4,6,7,8,4,5,5,0,5,3,0,8,2,6,4,2,4,5,4,2,7,5,3,2,1,3,3,6,9,2,3,2,5,5,3,3,5,1,3,1,0,6,2,6,2,2,2,3,3,0,5,5,3
chr15:42827928-42840433,4,3,3,2,3,6,0,0,8,2,8,2,2,2,3,0,4,2,3,7,0,2,0,3,4,7,2,0,4,8,3,2,2,1,2,6,1,0,4,1,4,2,2,2,3,0,1,2,2,6,0,1,1,3,4,5,2,1,1,6
chr7:24623663-24668660,10,5,16,12,0,3,0,11,2,5,7,7,5,18,3,2,9,6,6,0,5,2,0,0,6,9,2,4,7,6,6,5,10,9,0,3,2,7,1,4,7,5,5,13,2,2,7,5,6,0,2,1,0,1,6,6,1,2,5,5
chr2:199348701-199433514,9,0,8,3,33,16,2,7,9,5,10,33,4,0,4,0,11,6,10,2,0,0,5,8,6,4,10,3,7,0,4,1,7,1,25,13,1,5,9,4,7,27,4,0,4,0,9,6,8,2,1,1,2,7,6,4,9,2,5,1
chr5:128138597-128152805,3,6,5,4,8,3,0,0,5,7,2,7,4,8,4,7,4,6,3,6,0,9,3,6,0,2,3,6,0,7,2,6,3,3,6,2,1,1,2,6,1,7,2,8,1,4,2,4,2,6,0,5,2,6,1,2,3,2,1,4
chr8:70159505-70162854,7,5,8,2,9,2,4,4,10,11,5,6,3,7,5,0,3,0,11,4,0,4,5,6,3,7,5,4,16,6,3,5,7,2,8,2,4,2,7,10,4,4,0,4,5,1,2,1,7,3,0,2,5,5,3,6,3,3,11,3
chr1:30992390-30995220,0,4,5,3,4,8,0,4,4,2,7,3,5,6,3,4,6,5,8,2,3,7,0,8,5,5,2,6,3,6,0,3,2,1,4,6,0,4,1,0,6,2,3,5,2,2,4,5,8,1,2,5,1,8,3,3,1,5,2,4
chr15:72760407-72775097,5,0,3,3,5,0,0,2,6,6,3,4,0,4,2,0,5,0,2,3,0,0,3,0,0,2,0,3,2,2,5,1,3,2,3,0,1,2,4,4,2,3,1,2,1,1,5,0,2,3,0,0,3,0,1,1,0,2,2,2
chr4:127921524-127939997,4,3,7,2,6,4,3,0,0,2,3,3,3,4,3,4,3,2,6,3,0,3,8,2,4,0,0,4,3,7,2,3,7,2,6,4,3,0,0,2,2,3,3,2,1,3,2,2,5,1,0,2,6,2,4,1,0,3,3,6
chr2:239990074-240007370,7,3,7,13,14,11,2,8,12,5,16,7,3,13,6,14,8,9,9,13,9,5,2,4,8,10,6,4,3,11,4,3,4,13,11,6,2,5,7,2,13,6,1,6,4,6,5,4,6,11,5,5,1,2,7,5,2,2,2,8
chr7:17890363-17897446,2,3,5,0,2,3,0,0,4,2,4,3,4,2,0,0,4,2,0,0,2,2,2,0,3,0,0,2,2,0,1,2,3,0,2,3,0,1,2,2,3,3,3,0,0,0,3,2,0,0,1,2,2,0,1,0,1,2,2,1
chr1:51827796-51834170,3,0,2,0,3,2,0,0,0,0,0,0,3,2,2,2,0,2,2,3,0,3,3,2,5,3,0,3,4,4,3,0,0,0,2,1,0,1,0,0,1,1,3,2,2,0,1,2,2,3,0,2,3,2,4,2,1,3,3,2
chr1:23030469-23050520,14,4,7,6,10,10,5,5,7,4,10,8,6,11,8,6,12,11,9,5,3,7,6,0,7,9,3,11,6,16,8,3,4,4,9,9,4,2,6,3,5,8,5,7,6,1,4,9,6,2,2,6,5,1,4,6,2,8,3,9
chr16:11020193-11061022,7,7,2,3,10,2,3,2,10,3,9,4,2,7,2,7,6,3,6,0,3,2,4,0,3,2,5,5,2,2,6,6,1,2,8,2,3,2,8,3,8,5,1,3,1,6,3,2,5,0,3,2,2,0,3,1,5,4,2,2
chr5:10415488-10417404,7,0,7,6,6,4,0,4,11,3,6,9,3,5,8,4,5,0,2,5,3,4,11,4,2,6,2,9,4,4,5,1,6,6,6,4,1,2,10,2,3,7,3,4,6,3,3,1,1,4,3,2,8,4,1,4,0,6,3,3
chr11:118786052-118786518,4,3,2,4,4,4,2,5,9,2,6,8,3,5,4,3,4,7,4,5,2,7,6,0,2,3,2,9,9,3,3,3,2,1,3,4,2,4,7,2,4,8,3,5,4,2,4,6,4,3,2,4,6,0,1,3,2,7,5,3
chr11:85974708-85983973,3,3,2,5,2,11,0,4,6,3,0,0,2,2,0,4,3,3,6,0,2,2,0,0,0,2,0,5,5,5,3,0,1,4,2,8,1,4,3,1,1,0,1,0,1,3,2,3,2,1,2,2,0,0,1,1,0,3,3,3
chr3:197865423-197875775,12,5,14,8,20,12,7,10,11,9,22,3,8,4,15,4,25,5,19,18,10,9,19,7,10,6,4,7,20,17,6,3,9,4,1,7,2,3,5,3,8,1,5,3,5,0,17,2,8,10,5,3,6,2,7,2,0,5,13,10
chr3:31576396-31580096,24,6,13,18,12,9,9,11,8,14,11,16,8,17,6,7,19,9,8,8,13,17,12,7,19,9,7,9,3,9,15,6,7,9,7,5,7,11,6,7,9,12,4,13,6,4,12,8,1,8,7,9,6,2,14,6,5,8,3,5
chr1:77801331-77815231,4,2,2,3,3,5,0,0,2,0,2,3,2,4,0,2,0,3,3,2,3,2,2,0,3,2,0,6,5,2,4,1,1,2,3,4,1,1,2,0,2,2,1,3,0,2,1,2,1,2,1,1,1,0,3,1,1,3,3,2
chr6:35857261-35872728,5,0,6,0,2,8,0,4,0,3,6,5,0,5,6,3,6,0,2,7,0,0,3,0,2,2,0,2,0,0,3,0,6,0,2,7,1,2,0,2,6,5,1,2,4,3,4,0,1,5,0,1,3,0,1,2,0,1,1,0
chr2:224535528-224557856,9,0,9,5,8,6,2,3,0,3,6,9,10,3,2,2,10,3,0,2,5,9,4,0,10,2,2,3,3,5,6,0,6,4,5,5,2,3,0,3,4,7,8,3,2,0,7,2,0,2,5,3,4,0,7,1,2,1,3,4
chr7:140355668-140358785,3,9,9,4,11,6,6,4,8,6,9,6,8,10,6,2,6,8,4,3,4,3,4,3,10,11,3,15,3,6,2,7,7,4,8,5,4,3,5,5,8,3,5,8,5,2,6,7,3,3,4,3,3,3,8,8,3,10,3,6
chr15:92924321-92929091,4,3,3,2,10,5,4,0,4,4,3,0,0,3,3,2,0,7,3,0,3,5,3,3,0,2,2,9,3,5,3,2,2,0,5,3,2,0,2,2,2,1,0,2,1,2,1,6,1,1,2,2,2,2,0,1,1,6,3,3
chr15:62007308-62013992,8,2,0,0,0,2,3,4,11,0,7,0,3,5,0,0,5,3,7,3,0,4,5,5,3,5,2,10,11,5,4,1,0,0,2,2,1,4,4,0,5,1,2,4,0,0,2,1,4,3,3,2,4,4,2,3,2,6,6,4
chr19:45263113-45263367,8,5,4,5,5,3,2,2,9,3,4,5,2,2,0,3,4,6,4,3,0,5,0,2,3,14,5,8,5,5,7,3,4,4,5,3,2,1,1,2,4,4,2,1,1,1,4,4,1,1,0,4,1,2,3,11,5,5,5,4
chr3:51541498-51590559,3,2,5,5,2,3,0,0,2,2,4,3,3,0,2,0,7,2,2,9,0,2,3,0,5,5,6,6,6,3,1,2,5,5,1,2,0,0,2,1,3,0,2,1,2,1,4,2,2,6,0,2,2,1,3,5,5,1,1,2
chr3:172251260-172310881,7,0,12,10,4,4,3,7,5,0,7,9,7,0,3,3,0,2,8,4,0,3,3,6,5,3,3,6,5,4,4,0,7,8,2,3,2,6,4,0,4,6,1,0,1,2,1,2,6,1,1,1,2,4,3,2,1,4,3,4
chr18:76849526-76851939,5,2,3,3,6,8,2,4,9,0,10,6,4,10,5,4,3,7,3,8,8,4,3,6,4,9,8,11,6,8,4,2,3,3,4,7,2,3,6,1,9,6,3,9,4,3,2,7,2,8,6,4,3,4,4,8,6,10,6,8
chr10:96544076-96576829,2,3,0,6,7,0,3,0,3,2,3,3,9,5,3,0,2,0,3,0,2,7,3,2,7,0,0,8,4,8,1,3,0,6,1,0,2,1,2,1,2,2,5,5,3,0,1,0,1,0,1,4,2,1,6,1,0,4,3,6
chr11:65430769-65437657,3,0,0,0,4,0,2,0,7,5,3,2,3,2,3,0,5,0,0,0,4,3,4,3,0,5,2,4,11,0,2,1,1,0,2,0,1,0,2,3,2,2,3,2,1,0,4,0,0,1,2,2,4,3,0,3,1,2,5,1
chr18:62348168-62349937,8,6,10,3,24,7,13,5,5,3,14,9,53,21,2,3,13,15,18,7,6,43,12,10,0,5,28,59,5,14,6,1,6,3,14,1,10,4,2,1,9,8,1,13,1,1,12,8,1,6,3,1,7,8,1,3,17,4,3,1
chr5:143054439-143057747,7,10,2,5,11,3,2,4,3,7,9,6,4,3,3,2,3,3,8,4,3,8,2,5,6,8,8,4,2,5,3,9,2,3,8,2,2,3,3,6,7,6,4,2,3,1,3,2,7,3,3,6,2,4,5,4,4,3,2,3
chr16:18839698-18842454,0,2,2,0,5,2,0,0,0,0,4,6,2,2,2,2,2,0,0,2,0,2,0,0,2,2,0,2,2,2,0,2,2,0,4,1,1,0,0,1,3,5,2,2,2,2,1,0,0,2,1,2,0,0,2,0,0,2,2,2
chr1:180984677-181005463,5,3,4,2,7,3,0,3,2,4,2,2,6,4,2,2,4,2,3,0,0,2,3,0,3,3,0,0,3,8,3,2,3,2,2,3,0,1,2,4,2,2,3,4,1,1,3,2,3,1,1,1,3,0,3,2,1,0,3,8
chr14:34862044-34862322,9,5,4,7,5,2,2,5,8,2,3,8,2,3,6,3,6,2,5,5,0,4,2,3,5,5,5,0,6,5,5,3,2,6,4,1,2,4,5,1,1,6,1,1,4,2,4,1,4,2,0,3,2,1,3,4,5,0,1,5
chr19:19640085-19640571,4,4,0,2,3,5,4,4,8,3,5,5,3,3,5,0,4,2,3,5,0,3,3,3,2,8,4,3,6,0,4,4,1,1,2,4,3,4,7,3,4,4,3,3,4,1,3,2,3,5,1,2,2,3,1,6,2,2,5,0
chr10:94245946-94246621,7,0,2,0,4,6,0,2,5,6,5,14,3,5,0,4,4,3,3,4,4,15,4,3,2,0,2,3,5,4,6,0,2,0,4,5,0,2,4,5,5,9,3,4,0,2,3,2,3,4,2,12,3,2,2,0,1,2,5,4
chr12:19462510-19473355,5,0,2,2,7,3,0,0,5,3,6,0,0,8,5,0,2,3,2,2,0,3,7,6,5,2,3,4,3,5,2,0,1,0,5,3,0,0,4,3,3,0,1,5,5,1,1,3,2,0,1,2,6,4,2,0,2,3,3,3
chr21:29321221-29329693,26,4,14,20,10,11,8,5,17,14,19,7,18,16,9,10,6,4,4,9,3,13,3,8,12,5,4,20,9,15,21,3,12,16,9,9,1,4,14,11,1,8,13,15,7,2,4,2,3,8,2,9,3,7,10,4,3,1,7,12
chr5:109713520-109729513,7,6,12,10,14,3,2,5,6,8,4,6,4,10,6,6,8,4,6,4,0,8,4,0,3,6,4,14,6,5,5,5,10,10,8,3,1,2,1,1,3,6,1,6,1,5,6,4,4,2,0,8,4,1,3,4,3,1,6,1
chr4:177353308-177360677,3,7,8,5,13,10,7,2,4,6,11,5,9,8,2,4,12,5,22,8,4,11,6,4,8,6,5,12,10,7,2,3,7,3,12,8,6,0,3,4,11,4,6,6,2,4,11,4,20,5,3,9,3,4,7,4,5,8,8,6
chr7:127242695-127243515,10,0,4,0,3,9,0,3,9,3,8,0,0,0,0,0,22,5,11,7,13,2,14,0,4,0,0,0,5,0,6,0,2,0,2,8,0,2,6,2,5,1,1,0,0,1,17,5,10,6,10,2,10,0,3,0,0,0,4,1
chr8:37765526-37766355,8,2,3,0,10,8,2,4,6,3,6,3,8,11,3,0,10,3,8,7,2,5,3,6,5,18,8,11,2,7,3,2,1,0,6,6,1,1,3,3,3,3,5,5,3,0,8,2,4,7,2,3,1,4,3,14,7,7,2,4
chr7:44645327-44647759,2,0,0,2,4,3,0,2,5,2,3,3,8,2,2,0,3,3,3,5,0,0,2,0,10,5,2,0,0,3,1,1,0,1,3,3,0,1,3,3,1,3,6,0,2,2,2,1,2,4,0,0,2,0,4,3,1,0,0,2
chr1:112653598-112659779,2,0,0,2,7,0,0,2,2,5,2,2,0,0,3,3,0,2,5,0,0,0,2,0,0,5,2,0,0,4,2,2,2,1,7,4,1,2,0,4,5,1,1,1,1,2,0,1,5,3,1,2,1,2,1,6,1,6,2,3
chr12:32607957-32611283,3,2,2,4,10,3,3,2,2,3,8,3,3,0,2,2,5,3,4,4,3,10,4,0,2,4,4,10,3,2,3,1,1,4,9,2,1,1,2,2,7,3,3,1,1,2,5,3,4,4,3,7,2,1,2,4,3,9,2,2
chr1:151315573-151316509,4,6,3,0,2,0,2,3,2,0,4,3,3,3,0,3,0,2,4,3,2,3,0,0,3,2,0,3,3,0,4,5,2,0,1,0,2,1,2,1,2,2,2,2,0,2,1,1,4,3,2,2,0,0,3,2,1,2,2,0
chr19:34430576-34438766,3,5,4,9,9,4,0,0,8,4,6,2,2,9,6,2,4,3,4,4,2,0,4,0,3,2,7,2,10,3,1,4,4,6,1,5,0,1,7,4,3,2,1,6,4,2,5,3,3,1,2,1,4,1,6,1,6,1,10,2
chr8:140879471-140890769,6,0,4,14,5,11,2,6,3,5,9,6,3,3,0,2,11,3,8,6,5,4,8,3,6,2,2,4,6,4,4,1,2,11,5,10,2,4,2,5,8,6,3,2,0,2,10,3,6,4,2,3,7,3,6,2,2,4,7,2
chr12:28225795-28259442,8,8,9,5,14,14,4,3,15,7,13,2,4,10,4,5,3,10,11,11,0,9,8,3,6,7,4,19,13,15,5,4,6,3,8,9,3,2,9,5,7,0,2,5,2,5,1,7,7,4,0,5,8,2,5,5,2,10,7,15
